LCclass,climate,ClimateDesc,ClimateGrp,domainID,siteID
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
NA,NA,NA,NA,D01,BART
NA,NA,NA,NA,D01,HARV
NA,NA,NA,NA,D02,BLAN
NA,NA,NA,NA,D02,SCBI
NA,NA,NA,NA,D02,SERC
NA,NA,NA,NA,D03,DSNY
NA,NA,NA,NA,D03,JERC
NA,NA,NA,NA,D03,OSBS
NA,NA,NA,NA,D04,GUAN
NA,NA,NA,NA,D04,LAJA
NA,NA,NA,NA,D05,STEI
NA,NA,NA,NA,D05,TREE
NA,NA,NA,NA,D05,UNDE
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,UKFS
NA,NA,NA,NA,D07,GRSM
NA,NA,NA,NA,D07,MLBS
NA,NA,NA,NA,D07,ORNL
NA,NA,NA,NA,D08,DELA
NA,NA,NA,NA,D08,LENO
NA,NA,NA,NA,D08,TALL
NA,NA,NA,NA,D09,DCFS
NA,NA,NA,NA,D09,NOGP
NA,NA,NA,NA,D09,WOOD
NA,NA,NA,NA,D10,CPER
NA,NA,NA,NA,D10,RMNP
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D11,CLBJ
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D12,YELL
NA,NA,NA,NA,D13,MOAB
NA,NA,NA,NA,D13,NIWO
NA,NA,NA,NA,D14,JORN
NA,NA,NA,NA,D14,SRER
NA,NA,NA,NA,D15,ONAQ
NA,NA,NA,NA,D16,ABBY
NA,NA,NA,NA,D16,WREF
NA,NA,NA,NA,D17,SJER
NA,NA,NA,NA,D17,SOAP
NA,NA,NA,NA,D17,TEAK
NA,NA,NA,NA,D18,BARR
NA,NA,NA,NA,D19,BONA
NA,NA,NA,NA,D19,DEJU
NA,NA,NA,NA,D19,HEAL
NA,NA,NA,NA,NA,GUAN
NA,NA,NA,NA,NA,GUAN
NA,NA,NA,NA,NA,GUAN
NA,NA,NA,NA,NA,UNDE
NA,NA,NA,NA,NA,UNDE
NA,NA,NA,NA,NA,UNDE
NA,NA,NA,NA,NA,UNDE
NA,NA,NA,NA,NA,UNDE
mixed forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
mixed forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
mixed forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
mixed forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
mixed forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
mixed forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
mixed forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
mixed forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D01,HARV
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
savannas,Cfa,Humid subtropical climate,Temperate,D02,SCBI
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D02,SCBI
water,Cfa,Humid subtropical climate,Temperate,D02,SERC
woody savannas,Cfa,Humid subtropical climate,Temperate,D02,SERC
water,Cfa,Humid subtropical climate,Temperate,D02,SERC
water,Cfa,Humid subtropical climate,Temperate,D02,SERC
water,Cfa,Humid subtropical climate,Temperate,D02,SERC
water,Cfa,Humid subtropical climate,Temperate,D02,SERC
water,Cfa,Humid subtropical climate,Temperate,D02,SERC
woody savannas,Cfa,Humid subtropical climate,Temperate,D02,SERC
woody savannas,Cfa,Humid subtropical climate,Temperate,D02,SERC
woody savannas,Cfa,Humid subtropical climate,Temperate,D02,SERC
woody savannas,Cfa,Humid subtropical climate,Temperate,D02,SERC
woody savannas,Cfa,Humid subtropical climate,Temperate,D02,SERC
savannas,Cfa,Humid subtropical climate,Temperate,D03,DSNY
water,Cfa,Humid subtropical climate,Temperate,D03,DSNY
savannas,Cfa,Humid subtropical climate,Temperate,D03,DSNY
savannas,Cfa,Humid subtropical climate,Temperate,D03,DSNY
savannas,Cfa,Humid subtropical climate,Temperate,D03,DSNY
savannas,Cfa,Humid subtropical climate,Temperate,D03,DSNY
savannas,Cfa,Humid subtropical climate,Temperate,D03,DSNY
water,Cfa,Humid subtropical climate,Temperate,D03,DSNY
savannas,Cfa,Humid subtropical climate,Temperate,D03,DSNY
savannas,Cfa,Humid subtropical climate,Temperate,D03,DSNY
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
woody savannas,Aw,Tropical savanna climate with dry-winter characteristics,Tropical,D04,GUAN
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
deciduous broadleaf forest,Dfb,Warm-summer humid continental climate,Continental,D05,STEI
NA,NA,NA,NA,D05,UNDE
NA,NA,NA,NA,D05,UNDE
NA,NA,NA,NA,D05,UNDE
NA,NA,NA,NA,D05,UNDE
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
grasslands,Cfa,Humid subtropical climate,Temperate,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
NA,NA,NA,NA,D06,KONZ
grasslands,Cfa,Humid subtropical climate,Temperate,D06,KONZ
grasslands,Cfa,Humid subtropical climate,Temperate,D06,KONZ
savannas,Cfa,Humid subtropical climate,Temperate,D06,UKFS
NA,NA,NA,NA,D06,UKFS
savannas,Cfa,Humid subtropical climate,Temperate,D06,UKFS
croplands,Cfa,Humid subtropical climate,Temperate,D06,UKFS
savannas,Cfa,Humid subtropical climate,Temperate,D06,UKFS
savannas,Cfa,Humid subtropical climate,Temperate,D06,UKFS
croplands,Cfa,Humid subtropical climate,Temperate,D06,UKFS
savannas,Cfa,Humid subtropical climate,Temperate,D06,UKFS
croplands,Cfa,Humid subtropical climate,Temperate,D06,UKFS
savannas,Cfa,Humid subtropical climate,Temperate,D06,UKFS
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
mixed forest,Cfb,Temperate oceanic climate,Temperate,D07,GRSM
mixed forest,Cfb,Temperate oceanic climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,GRSM
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfb,Temperate oceanic climate,Temperate,D07,MLBS
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D07,ORNL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
savannas,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,DELA
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,LENO
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
mixed forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
mixed forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
mixed forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
deciduous broadleaf forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
mixed forest,Cfa,Humid subtropical climate,Temperate,D08,TALL
woody savannas,Cfa,Humid subtropical climate,Temperate,D08,TALL
croplands,Dfb,Warm-summer humid continental climate,Continental,D09,WOOD
croplands,Dfb,Warm-summer humid continental climate,Continental,D09,WOOD
croplands,Dfb,Warm-summer humid continental climate,Continental,D09,WOOD
croplands,Dfb,Warm-summer humid continental climate,Continental,D09,WOOD
croplands,Dfb,Warm-summer humid continental climate,Continental,D09,WOOD
croplands,Dfb,Warm-summer humid continental climate,Continental,D09,WOOD
croplands,Dfb,Warm-summer humid continental climate,Continental,D09,WOOD
NA,NA,NA,NA,D09,WOOD
NA,NA,NA,NA,D09,WOOD
croplands,Dfb,Warm-summer humid continental climate,Continental,D09,WOOD
NA,NA,NA,NA,D09,WOOD
NA,NA,NA,NA,D09,WOOD
NA,NA,NA,NA,D09,WOOD
NA,NA,NA,NA,D09,WOOD
NA,NA,NA,NA,D09,WOOD
NA,NA,NA,NA,D09,WOOD
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
NA,NA,NA,NA,D10,STER
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
NA,NA,NA,NA,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
grasslands,Cfa,Humid subtropical climate,Temperate,D11,CLBJ
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
NA,NA,NA,NA,D11,OAES
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
grasslands,BSk,Cold semi-arid (steppe) climate,Dry,D13,MOAB
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
open shrublands,BWk,Cold desert climate,Dry,D14,JORN
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
grasslands,Csa,Hot-summer Mediterranean climate,Temperate,D17,SJER
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
NA,NA,NA,NA,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
NA,NA,NA,NA,D17,SOAP
NA,NA,NA,NA,D17,SOAP
NA,NA,NA,NA,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
woody savannas,Csa,Hot-summer Mediterranean climate,Temperate,D17,SOAP
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
NA,NA,NA,NA,D18,TOOL
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
grasslands,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
grasslands,Dfc,Subarctic climate,Continental,D19,DEJU
savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
woody savannas,Dfc,Subarctic climate,Continental,D19,DEJU
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,HEAL
NA,NA,NA,NA,NA,ORNL
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,WREF
NA,NA,NA,NA,NA,CLBJ
NA,NA,NA,NA,NA,CLBJ
NA,NA,NA,NA,NA,CLBJ
NA,NA,NA,NA,NA,CLBJ
NA,NA,NA,NA,NA,CLBJ
NA,NA,NA,NA,NA,DELA
NA,NA,NA,NA,NA,DELA
NA,NA,NA,NA,NA,DELA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,KONA
NA,NA,NA,NA,NA,ONAQ
NA,NA,NA,NA,NA,ONAQ
NA,NA,NA,NA,NA,ONAQ
NA,NA,NA,NA,NA,ONAQ
NA,NA,NA,NA,NA,ONAQ
NA,NA,NA,NA,NA,ONAQ
NA,NA,NA,NA,NA,SCBI
