siteID,plotID,plotType,coarseRootNPercent,fineRootNPercent,litterNPercent,taxonID,foliarNPercent,horizon,soilNPercent
ONAQ,ONAQ_052,tower,NaN,0.8,NA,NA,NA,NA,NA
ONAQ,ONAQ_053,tower,0.4,1.25,NA,NA,NA,NA,NA
ONAQ,ONAQ_054,tower,NaN,1.25,NA,NA,NA,NA,NA
ONAQ,ONAQ_055,tower,NaN,1,NA,NA,NA,NA,NA
ONAQ,ONAQ_056,tower,NaN,1,NA,NA,NA,NA,NA
ONAQ,ONAQ_057,tower,0.7,1,NA,NA,NA,NA,NA
ONAQ,ONAQ_058,tower,NaN,0.9,NA,NA,NA,NA,NA
ONAQ,ONAQ_059,tower,0.6,0.8,NA,NA,NA,NA,NA
ONAQ,ONAQ_060,tower,0.6,1.0333333333333334,NA,NA,NA,NA,NA
ONAQ,ONAQ_061,tower,0.7,0.9,NA,NA,NA,NA,NA
ONAQ,ONAQ_062,tower,0.8,0.8,NA,NA,NA,NA,NA
ONAQ,ONAQ_063,tower,NaN,0.8,NA,NA,NA,NA,NA
ONAQ,ONAQ_064,tower,NaN,1.1,NA,NA,NA,NA,NA
ONAQ,ONAQ_065,tower,NaN,1.2,NA,NA,NA,NA,NA
ONAQ,ONAQ_066,tower,0.5,0.8333333333333334,NA,NA,NA,NA,NA
ONAQ,ONAQ_067,tower,0.6,0.9,NA,NA,NA,NA,NA
ONAQ,ONAQ_068,tower,NaN,1.3,NA,NA,NA,NA,NA
ONAQ,ONAQ_069,tower,0.6,0.9,NA,NA,NA,NA,NA
ONAQ,ONAQ_070,tower,0.4,0.9,NA,NA,NA,NA,NA
ORNL,ORNL_036,tower,0.565,0.8316666666666667,0.91,NA,NA,NA,NA
ORNL,ORNL_037,tower,0.47,0.825,0.8,NA,NA,NA,NA
ORNL,ORNL_043,tower,0.3725,0.7016666666666667,0.675,QUMO4,1.835,M,0.05
ORNL,ORNL_043,tower,0.3725,0.7016666666666667,0.675,QUMO4,1.835,O,0.4033333333333334
ORNL,ORNL_043,tower,0.3725,0.7016666666666667,0.675,QURU,2.1,M,0.05
ORNL,ORNL_043,tower,0.3725,0.7016666666666667,0.675,QURU,2.1,O,0.4033333333333334
ORNL,ORNL_045,tower,0.8300000000000001,0.7016666666666667,0.6799999999999999,NA,NA,NA,NA
ORNL,ORNL_046,tower,0.44999999999999996,0.655,0.76,ACRU,1.68,M,0.08666666666666667
ORNL,ORNL_046,tower,0.44999999999999996,0.655,0.76,ACRU,1.68,O,0.45666666666666667
ORNL,ORNL_046,tower,0.44999999999999996,0.655,0.76,NYSY,1.59,M,0.08666666666666667
ORNL,ORNL_046,tower,0.44999999999999996,0.655,0.76,NYSY,1.59,O,0.45666666666666667
ORNL,ORNL_046,tower,0.44999999999999996,0.655,0.76,QURU,1.96,M,0.08666666666666667
ORNL,ORNL_046,tower,0.44999999999999996,0.655,0.76,QURU,1.96,O,0.45666666666666667
ORNL,ORNL_049,tower,0.61,0.9675,0.75,LITU,2.58,M,0.09333333333333334
ORNL,ORNL_049,tower,0.61,0.9675,0.75,LITU,2.58,O,0.3933333333333333
ORNL,ORNL_049,tower,0.61,0.9675,0.75,NYSY,1.8,M,0.09333333333333334
ORNL,ORNL_049,tower,0.61,0.9675,0.75,NYSY,1.8,O,0.3933333333333333
ORNL,ORNL_049,tower,0.61,0.9675,0.75,QURU,1.74,M,0.09333333333333334
ORNL,ORNL_049,tower,0.61,0.9675,0.75,QURU,1.74,O,0.3933333333333333
ORNL,ORNL_050,tower,0.46499999999999997,0.9783333333333333,0.74,NA,NA,NA,NA
ORNL,ORNL_051,tower,0.45499999999999996,0.7749999999999999,0.9,NA,NA,NA,NA
ORNL,ORNL_052,tower,0.355,0.7391666666666667,0.89,NA,NA,NA,NA
ORNL,ORNL_053,tower,0.435,0.9283333333333332,0.81,LIST2,1.56,M,0.08
ORNL,ORNL_053,tower,0.435,0.9283333333333332,0.81,LIST2,1.56,O,0.3333333333333333
ORNL,ORNL_053,tower,0.435,0.9283333333333332,0.81,LITU,2.48,M,0.08
ORNL,ORNL_053,tower,0.435,0.9283333333333332,0.81,LITU,2.48,O,0.3333333333333333
ORNL,ORNL_053,tower,0.435,0.9283333333333332,0.81,QURU,2.18,M,0.08
ORNL,ORNL_053,tower,0.435,0.9283333333333332,0.81,QURU,2.18,O,0.3333333333333333
ORNL,ORNL_054,tower,0.585,0.9233333333333333,0.74,NA,NA,NA,NA
ORNL,ORNL_055,tower,0.65,1.2391666666666667,1.13,NA,NA,NA,NA
ORNL,ORNL_056,tower,0.655,0.9850000000000001,1,NA,NA,NA,NA
ORNL,ORNL_057,tower,0.53,0.9183333333333334,0.87,NA,NA,NA,NA
ORNL,ORNL_058,tower,0.45999999999999996,0.7916666666666666,0.88,NA,NA,NA,NA
ORNL,ORNL_059,tower,0.47,0.7916666666666667,0.83,NA,NA,NA,NA
ORNL,ORNL_060,tower,0.635,0.905,0.93,NA,NA,NA,NA
ORNL,ORNL_061,tower,0.475,0.8616666666666667,0.74,NA,NA,NA,NA
ORNL,ORNL_062,tower,0.33,0.7983333333333333,0.83,NA,NA,NA,NA
ORNL,ORNL_063,tower,0.585,1.0525000000000002,0.785,NA,NA,NA,NA
SCBI,SCBI_045,tower,0.61,1.6458333333333335,1.04,FRAM2,2.22,M,0.21666666666666667
SCBI,SCBI_045,tower,0.61,1.6458333333333335,1.04,JUNI,2.46,M,0.21666666666666667
SCBI,SCBI_045,tower,0.61,1.6458333333333335,1.04,VITIS,2.045,M,0.21666666666666667
SCBI,SCBI_046,tower,0.6,1.0983333333333334,0.63,NA,NA,NA,NA
SCBI,SCBI_047,tower,0.7050000000000001,1.35,0.87,JUNI,2.61,M,0.22
SCBI,SCBI_047,tower,0.7050000000000001,1.35,0.87,LITU,2.53,M,0.22
SCBI,SCBI_047,tower,0.7050000000000001,1.35,0.87,SASSA,2.55,M,0.22
SCBI,SCBI_048,tower,0.835,1.6816666666666666,0.97,NA,NA,NA,NA
SCBI,SCBI_049,tower,0.53,1.0866666666666667,NA,JUNI,2.4,M,0.2
SCBI,SCBI_049,tower,0.53,1.0866666666666667,NA,LITU,2.28,M,0.2
SCBI,SCBI_049,tower,0.53,1.0866666666666667,NA,QURU,2.1,M,0.2
SCBI,SCBI_050,tower,1.3050000000000002,1.7208333333333332,NA,NA,NA,NA,NA
SCBI,SCBI_051,tower,0.795,1.5683333333333334,NA,NA,NA,NA,NA
SCBI,SCBI_052,tower,1.0250000000000001,1.6816666666666666,NA,NA,NA,NA,NA
SCBI,SCBI_053,tower,0.595,1.1633333333333333,0.86,NA,NA,NA,NA
SCBI,SCBI_054,tower,1.04,1.81,1.27,NA,NA,NA,NA
SCBI,SCBI_055,tower,0.5349999999999999,1.0616666666666668,NA,NA,NA,NA,NA
SCBI,SCBI_056,tower,1.075,1.6949999999999998,0.95,NA,NA,NA,NA
SCBI,SCBI_057,tower,0.645,1.08,NA,NA,NA,NA,NA
SCBI,SCBI_058,tower,0.75,1.5258333333333334,0.87,NA,NA,NA,NA
SCBI,SCBI_061,tower,0.925,1.9933333333333332,NA,NA,NA,NA,NA
SCBI,SCBI_062,tower,0.655,1.2883333333333336,0.87,NA,NA,NA,NA
SCBI,SCBI_063,tower,0.6174999999999999,1.4166666666666665,0.78,NA,NA,NA,NA
SCBI,SCBI_064,tower,0.62,1.035,0.9,NA,NA,NA,NA
SCBI,SCBI_066,tower,0.5549999999999999,0.9566666666666667,0.72,NA,NA,NA,NA
SCBI,SCBI_067,tower,1.3699999999999999,1.12375,NA,JUNI,2.91,M,0.29333333333333333
SCBI,SCBI_067,tower,1.3699999999999999,1.12375,NA,LITU,2.12,M,0.29333333333333333
SCBI,SCBI_067,tower,1.3699999999999999,1.12375,NA,VITIS,2.89,M,0.29333333333333333
SOAP,SOAP_031,tower,0.925,0.8633333333333333,1.0899999999999999,CADE27,0.7,M,0.10333333333333333
SOAP,SOAP_031,tower,0.925,0.8633333333333333,1.0899999999999999,PIPO,1.12,M,0.10333333333333333
SOAP,SOAP_031,tower,0.925,0.8633333333333333,1.0899999999999999,QUCH2,1,M,0.10333333333333333
SOAP,SOAP_031,tower,0.925,0.8633333333333333,1.0899999999999999,NA,1.5150000000000001,M,0.10333333333333333
SOAP,SOAP_043,tower,0.535,0.8816666666666666,0.7233333333333333,ARVIM,0.66,M,0.09
SOAP,SOAP_043,tower,0.535,0.8816666666666666,0.7233333333333333,PIPO,1.29,M,0.09
SOAP,SOAP_043,tower,0.535,0.8816666666666666,0.7233333333333333,QUKE,2.82,M,0.09
SOAP,SOAP_044,tower,0.475,0.8908333333333334,0.97,ARVIM,0.89,M,0.17333333333333334
SOAP,SOAP_044,tower,0.475,0.8908333333333334,0.97,QUCH2,1.16,M,0.17333333333333334
SOAP,SOAP_044,tower,0.475,0.8908333333333334,0.97,QUKE,1.93,M,0.17333333333333334
SOAP,SOAP_045,tower,0.8775,1.0783333333333334,1.29,ARVIM,0.94,M,0.20333333333333334
SOAP,SOAP_045,tower,0.8775,1.0783333333333334,1.29,CADE27,0.7,M,0.20333333333333334
SOAP,SOAP_045,tower,0.8775,1.0783333333333334,1.29,CEMOG,1.71,M,0.20333333333333334
SOAP,SOAP_045,tower,0.8775,1.0783333333333334,1.29,QUKE,2.75,M,0.20333333333333334
SOAP,SOAP_046,tower,0.6,0.8716666666666666,0.915,NA,NA,NA,NA
SOAP,SOAP_047,tower,0.675,0.9416666666666667,0.29,NA,NA,NA,NA
SOAP,SOAP_048,tower,0.495,0.8258333333333333,0.8266666666666667,NA,NA,NA,NA
SOAP,SOAP_049,tower,0.99,0.9608333333333333,1.335,NA,NA,NA,NA
SOAP,SOAP_050,tower,1.17,0.8933333333333333,0.53,NA,NA,NA,NA
SOAP,SOAP_051,tower,1.365,0.9983333333333333,0.44,NA,NA,NA,NA
SOAP,SOAP_052,tower,0.7975000000000001,0.9516666666666667,0.78,NA,NA,NA,NA
SOAP,SOAP_053,tower,0.59,0.8175000000000001,0.945,NA,NA,NA,NA
SOAP,SOAP_054,tower,0.5549999999999999,0.8916666666666666,0.71,NA,NA,NA,NA
SOAP,SOAP_055,tower,0.77,0.8583333333333334,1,NA,NA,NA,NA
SOAP,SOAP_056,tower,0.52,0.9458333333333333,1.26,NA,NA,NA,NA
SOAP,SOAP_057,tower,1.01,1.0333333333333332,0.95,NA,NA,NA,NA
SOAP,SOAP_058,tower,0.8700000000000001,1.0016666666666667,0.8200000000000001,NA,NA,NA,NA
SOAP,SOAP_059,tower,0.655,0.9841666666666667,1.24,NA,NA,NA,NA
SOAP,SOAP_060,tower,1.08,1.0366666666666666,0.75,NA,NA,NA,NA
SOAP,SOAP_061,tower,0.61,0.8658333333333332,0.9700000000000001,NA,NA,NA,NA
STEI,STEI_046,tower,0.25,0.6583333333333334,0.52,NA,NA,NA,NA
STEI,STEI_047,tower,0.33999999999999997,0.8200000000000001,0.71,ACRU,1.49,M,0.11666666666666667
STEI,STEI_047,tower,0.33999999999999997,0.8200000000000001,0.71,POTR5,2.36,M,0.11666666666666667
STEI,STEI_047,tower,0.33999999999999997,0.8200000000000001,0.71,TSCA,1.04,M,0.11666666666666667
STEI,STEI_048,tower,0.635,0.9383333333333334,0.635,NA,NA,NA,NA
STEI,STEI_049,tower,0.52,0.9033333333333333,0.655,NA,NA,NA,NA
STEI,STEI_050,tower,0.39,0.9266666666666667,1.08,NA,NA,NA,NA
STEI,STEI_051,tower,0.33499999999999996,0.7333333333333334,0.73,NA,NA,NA,NA
STEI,STEI_052,tower,0.41000000000000003,1.0283333333333333,1.01,NA,NA,NA,NA
STEI,STEI_053,tower,0.62,0.7833333333333334,1.21,POTR5,2.02,M,0.17333333333333334
STEI,STEI_053,tower,0.62,0.7833333333333334,1.21,TSCA,1.24,M,0.17333333333333334
STEI,STEI_054,tower,0.52,1.0108333333333333,1.15,NA,NA,NA,NA
STEI,STEI_055,tower,0.76,0.7849999999999999,0.95,NA,NA,NA,NA
STEI,STEI_056,tower,0.545,0.7666666666666666,1.1,NA,NA,NA,NA
STEI,STEI_057,tower,0.58,0.9291666666666667,0.94,NA,NA,NA,NA
STEI,STEI_058,tower,0.33,0.7766666666666666,0.68,NA,NA,NA,NA
STEI,STEI_059,tower,0.545,0.8466666666666667,0.93,ABBA,1.75,M,0.13333333333333333
STEI,STEI_059,tower,0.545,0.8466666666666667,0.93,POTR5,2.2,M,0.13333333333333333
STEI,STEI_059,tower,0.545,0.8466666666666667,0.93,QURU,2.24,M,0.13333333333333333
STEI,STEI_060,tower,0.37,0.9083333333333333,0.725,ABBA,1.46,M,0.44000000000000006
STEI,STEI_060,tower,0.37,0.9083333333333333,0.725,ABBA,1.46,O,1.0599999999999998
STEI,STEI_060,tower,0.37,0.9083333333333333,0.725,POGR4,2.75,M,0.44000000000000006
STEI,STEI_060,tower,0.37,0.9083333333333333,0.725,POGR4,2.75,O,1.0599999999999998
STEI,STEI_060,tower,0.37,0.9083333333333333,0.725,POTR5,2.005,M,0.44000000000000006
STEI,STEI_060,tower,0.37,0.9083333333333333,0.725,POTR5,2.005,O,1.0599999999999998
STEI,STEI_061,tower,0.375,0.8433333333333333,0.5,NA,NA,NA,NA
STEI,STEI_062,tower,0.49,0.9216666666666666,0.81,NA,NA,NA,NA
STER,STER_007,tower,NaN,1.34,NA,NA,NA,NA,NA
STER,STER_008,tower,NaN,1.5750000000000002,NA,NA,NA,NA,NA
STER,STER_009,tower,NaN,2.0999999999999996,NA,NA,NA,NA,NA
STER,STER_010,tower,NaN,1.13,NA,NA,NA,M,0.10333333333333333
STER,STER_011,tower,NaN,2.01,NA,NA,1.73,M,0.09999999999999999
STER,STER_012,tower,NaN,1.8,NA,NA,1.76,M,0.11666666666666667
STER,STER_013,tower,NaN,1.455,NA,NA,NA,NA,NA
STER,STER_014,tower,NaN,1.5750000000000002,NA,NA,NA,NA,NA
STER,STER_015,tower,NaN,1.415,NA,NA,NA,NA,NA
STER,STER_016,tower,NaN,1.62,NA,NA,NA,M,0.09
TALL,TALL_042,tower,0.36,0.8777777776666666,0.715,NA,NA,NA,NA
TALL,TALL_043,tower,0.25,0.8566666666666667,0.505,NA,NA,NA,NA
TALL,TALL_044,tower,0.33,0.77,0.47,LITU,2.18,M,0.04
TALL,TALL_044,tower,0.33,0.77,0.47,PIEC2,1.045,M,0.04
TALL,TALL_045,tower,0.275,0.8166666666666667,0.35333333333333333,NA,NA,NA,NA
TALL,TALL_046,tower,0.47,0.9316666666666666,0.49,NA,NA,NA,NA
TALL,TALL_047,tower,0.43,0.8783333333333333,0.555,LIST2,1.5950000000000002,M,0.07
TALL,TALL_047,tower,0.43,0.8783333333333333,0.555,LITU,2.33,M,0.07
TALL,TALL_047,tower,0.43,0.8783333333333333,0.555,PITA,1.22,M,0.07
TALL,TALL_048,tower,0.136666667,0.5700000000000001,0.195,NA,NA,NA,NA
TALL,TALL_049,tower,0.345,0.7083333333333334,0.39666666666666667,NA,NA,NA,NA
TALL,TALL_050,tower,0.186666667,0.42611111100000004,0.35333333333333333,NA,NA,NA,NA
TALL,TALL_051,tower,0.315,0.6483333333333333,0.485,PIPA2,0.88,M,0.05333333333333334
TALL,TALL_051,tower,0.315,0.6483333333333333,0.485,PITA,1.09,M,0.05333333333333334
TALL,TALL_051,tower,0.315,0.6483333333333333,0.485,QUAL,1.79,M,0.05333333333333334
TALL,TALL_052,tower,0.27,0.5283333333333333,0.585,NA,NA,NA,NA
TALL,TALL_053,tower,0.515,0.8194444443333333,0.4066666666666667,NA,NA,NA,NA
TALL,TALL_054,tower,0.39,0.76,0.44,LITU,2.55,M,0.043333333333333335
TALL,TALL_054,tower,0.39,0.76,0.44,PIEC2,0.96,M,0.043333333333333335
TALL,TALL_054,tower,0.39,0.76,0.44,PIPA2,0.89,M,0.043333333333333335
TALL,TALL_055,tower,0.465,0.7899999999999999,0.41333333333333333,NA,NA,NA,NA
TALL,TALL_056,tower,0.28,0.375,0.38,NA,NA,NA,NA
TALL,TALL_057,tower,0.33,0.7366666666666667,0.43666666666666665,NA,NA,NA,NA
TALL,TALL_058,tower,0.35,0.96,0.55,NA,NA,NA,NA
TALL,TALL_059,tower,0.73,1.3033333333333332,0.615,NA,NA,NA,NA
TALL,TALL_060,tower,0.43,0.9216666666666666,0.575,NA,NA,NA,NA
TALL,TALL_061,tower,0.27,0.5833333333333334,0.4,NA,NA,NA,NA
TOOL,TOOL_041,tower,0.56,0.805,NA,NA,1.69,M,0.15
TOOL,TOOL_041,tower,0.56,0.805,NA,NA,1.69,O,1.2566666666666668
TOOL,TOOL_042,tower,0.6,0.8266666666666667,NA,NA,1.95,M,0.20333333333333334
TOOL,TOOL_042,tower,0.6,0.8266666666666667,NA,NA,1.95,O,1.1433333333333333
TOOL,TOOL_043,tower,1.44,0.9266666666666667,NA,NA,1.8,M,0.12
TOOL,TOOL_043,tower,1.44,0.9266666666666667,NA,NA,1.8,O,1.19
TOOL,TOOL_044,tower,0.73,0.8033333333333333,NA,NA,2.1,M,0.19999999999999998
TOOL,TOOL_044,tower,0.73,0.8033333333333333,NA,NA,2.1,O,1.34
TOOL,TOOL_045,tower,0.73,0.86,NA,NA,NA,NA,NA
TOOL,TOOL_046,tower,0.7,1.0633333333333332,NA,NA,NA,NA,NA
TOOL,TOOL_047,tower,0.58,0.6533333333333333,NA,NA,NA,NA,NA
TOOL,TOOL_048,tower,0.71,0.8633333333333333,NA,NA,NA,NA,NA
TOOL,TOOL_049,tower,0.81,0.7733333333333333,NA,NA,NA,NA,NA
TOOL,TOOL_050,tower,0.74,0.7433333333333333,NA,NA,NA,NA,NA
TOOL,TOOL_051,tower,0.75,0.9533333333333333,NA,NA,NA,NA,NA
TOOL,TOOL_052,tower,0.61,0.7733333333333333,NA,NA,NA,NA,NA
TOOL,TOOL_053,tower,0.71,0.9400000000000001,NA,NA,NA,NA,NA
TOOL,TOOL_054,tower,0.87,0.9916666666666666,NA,NA,NA,NA,NA
TOOL,TOOL_055,tower,0.87,0.8200000000000001,NA,NA,NA,NA,NA
TOOL,TOOL_056,tower,0.83,0.865,NA,NA,NA,NA,NA
TOOL,TOOL_057,tower,0.95,1.2866666666666666,NA,NA,NA,NA,NA
TOOL,TOOL_058,tower,0.74,1.0866666666666667,NA,NA,NA,NA,NA
TOOL,TOOL_059,tower,0.86,0.8033333333333333,NA,NA,NA,NA,NA
TOOL,TOOL_060,tower,0.59,0.7266666666666667,NA,NA,NA,NA,NA
TOOL,TOOL_061,tower,0.69,0.7783333333333333,NA,NA,NA,NA,NA
TOOL,TOOL_062,tower,0.6,0.9766666666666666,NA,NA,NA,NA,NA
TOOL,TOOL_063,tower,0.7,0.88,NA,NA,NA,NA,NA
TOOL,TOOL_064,tower,0.68,0.8433333333333334,NA,NA,NA,NA,NA
TOOL,TOOL_065,tower,0.6,0.85,NA,NA,NA,NA,NA
TOOL,TOOL_066,tower,0.57,0.8166666666666667,NA,NA,NA,NA,NA
TOOL,TOOL_067,tower,0.73,0.7666666666666667,NA,NA,NA,NA,NA
TOOL,TOOL_068,tower,0.69,0.8566666666666667,NA,NA,NA,NA,NA
TOOL,TOOL_069,tower,0.64,0.8733333333333334,NA,NA,NA,NA,NA
TOOL,TOOL_070,tower,0.63,0.9033333333333334,NA,NA,NA,NA,NA
UKFS,UKFS_031,tower,1.21,2.205,1.32,CAOV2,2.69,M,0.32333333333333336
UKFS,UKFS_031,tower,1.21,2.205,1.32,CEOC,2.85,M,0.32333333333333336
UKFS,UKFS_031,tower,1.21,2.205,1.32,QUVE,2.3,M,0.32333333333333336
UKFS,UKFS_032,tower,0.485,0.9483333333333333,0.77,CAOV2,2.1,M,0.3
UKFS,UKFS_032,tower,0.485,0.9483333333333333,0.77,FRAXI,2.03,M,0.3
UKFS,UKFS_032,tower,0.485,0.9483333333333333,0.77,QUMU,2.18,M,0.3
UKFS,UKFS_043,tower,0.86,1.5975000000000001,1.54,CEOC,3.42,M,0.29666666666666663
UKFS,UKFS_043,tower,0.86,1.5975000000000001,1.54,FRAXI,2.51,M,0.29666666666666663
UKFS,UKFS_043,tower,0.86,1.5975000000000001,1.54,ULAM,2.8,M,0.29666666666666663
UKFS,UKFS_044,tower,0.61,1.1633333333333333,0.96,CEOC,2.68,M,0.3466666666666667
UKFS,UKFS_044,tower,0.61,1.1633333333333333,0.96,JUNI,3.0250000000000004,M,0.3466666666666667
UKFS,UKFS_044,tower,0.61,1.1633333333333333,0.96,QUMU,2.56,M,0.3466666666666667
UKFS,UKFS_045,tower,0.83,1.0766666666666667,1.01,NA,NA,NA,NA
UKFS,UKFS_046,tower,0.9975,1.6616666666666666,1.3,NA,NA,NA,NA
UKFS,UKFS_047,tower,1.08,1.8450000000000002,1.13,NA,NA,NA,NA
UKFS,UKFS_048,tower,1.055,1.335,1.26,NA,NA,NA,NA
UKFS,UKFS_049,tower,0.99,1.6641666666666666,1.21,NA,NA,NA,NA
UKFS,UKFS_050,tower,0.55,1.325,1.23,NA,NA,NA,NA
UKFS,UKFS_051,tower,0.28500000000000003,0.6666666666666667,0.99,NA,NA,NA,NA
UKFS,UKFS_052,tower,0.965,1.4216666666666669,1.15,NA,NA,NA,NA
UKFS,UKFS_053,tower,0.71,1.4075,0.92,NA,NA,NA,NA
UKFS,UKFS_054,tower,0.81,1.5899999999999999,1.02,NA,NA,NA,NA
UKFS,UKFS_055,tower,0.7050000000000001,1.575,1.05,NA,NA,NA,NA
UKFS,UKFS_056,tower,1.035,1.7366666666666666,1.23,NA,NA,NA,NA
UKFS,UKFS_057,tower,0.29000000000000004,0.6808333333333334,0.8300000000000001,NA,NA,NA,NA
UKFS,UKFS_058,tower,0.8,1.4008333333333334,1.03,NA,NA,NA,NA
UKFS,UKFS_059,tower,0.91,1.7266666666666666,1.5350000000000001,NA,NA,NA,NA
UKFS,UKFS_060,tower,0.97,1.4333333333333333,1.22,NA,NA,NA,NA
UNDE,UNDE_037,tower,0.3,0.7,0.7,NA,NA,NA,NA
UNDE,UNDE_045,tower,0.4,0.7666666666666666,0.84,NA,NA,NA,NA
UNDE,UNDE_047,tower,0.85,0.9833333333333334,0.86,NA,NA,NA,NA
UNDE,UNDE_048,tower,0.30000000000000004,0.6,0.6699999999999999,NA,NA,NA,NA
UNDE,UNDE_049,tower,0.65,1.2833333333333332,1.075,NA,NA,NA,NA
UNDE,UNDE_050,tower,0.5,0.8666666666666667,1.02,NA,NA,NA,NA
UNDE,UNDE_052,tower,0.45,0.7666666666666667,0.71,NA,NA,NA,NA
UNDE,UNDE_054,tower,0.32499999999999996,0.7166666666666667,0.7,NA,NA,NA,NA
UNDE,UNDE_055,tower,0.5,0.8166666666666667,0.74,NA,NA,NA,NA
UNDE,UNDE_056,tower,0.35,0.6499999999999999,0.715,NA,NA,NA,NA
UNDE,UNDE_057,tower,0.55,0.7833333333333333,0.65,NA,NA,NA,NA
UNDE,UNDE_058,tower,0.45,0.6166666666666667,0.67,NA,NA,NA,NA
UNDE,UNDE_059,tower,0.65,1.5,0.905,NA,NA,NA,NA
UNDE,UNDE_060,tower,0.55,1.0833333333333335,1.14,NA,NA,NA,NA
UNDE,UNDE_061,tower,0.6499999999999999,1,0.93,NA,NA,NA,NA
WOOD,WOOD_042,tower,0.715,0.81,NA,NA,1.1,NA,NA
WOOD,WOOD_043,tower,NaN,0.61,NA,NA,1.1,NA,NA
WOOD,WOOD_044,tower,NaN,0.65,NA,NA,1.1,NA,NA
WOOD,WOOD_045,tower,NaN,0.71,NA,NA,1.2,NA,NA
WOOD,WOOD_046,tower,NaN,0.81,NA,NA,NA,NA,NA
WOOD,WOOD_047,tower,NaN,0.75,NA,NA,NA,NA,NA
WOOD,WOOD_048,tower,NaN,0.66,NA,NA,NA,NA,NA
WOOD,WOOD_049,tower,NaN,0.57,NA,NA,NA,NA,NA
WOOD,WOOD_050,tower,NaN,0.58,NA,NA,NA,NA,NA
WOOD,WOOD_051,tower,0.67,0.64,NA,NA,NA,NA,NA
WOOD,WOOD_052,tower,NaN,0.785,NA,NA,NA,NA,NA
WOOD,WOOD_053,tower,NaN,1.1,NA,NA,NA,NA,NA
WOOD,WOOD_054,tower,0.52,0.78,NA,NA,NA,NA,NA
WOOD,WOOD_055,tower,NaN,0.75,NA,NA,NA,NA,NA
WOOD,WOOD_056,tower,0.32,1.23,NA,NA,NA,NA,NA
WOOD,WOOD_057,tower,0.42,0.65,NA,NA,NA,NA,NA
WOOD,WOOD_058,tower,NaN,0.89,NA,NA,NA,NA,NA
WOOD,WOOD_059,tower,NaN,0.51,NA,NA,NA,NA,NA
WOOD,WOOD_060,tower,NaN,0.62,NA,NA,NA,NA,NA
WOOD,WOOD_061,tower,0.63,0.795,NA,NA,NA,NA,NA
WOOD,WOOD_062,tower,0.34,0.7366666666666667,NA,NA,NA,NA,NA
WOOD,WOOD_063,tower,NaN,0.49,NA,NA,NA,NA,NA
WOOD,WOOD_064,tower,NaN,0.95,NA,NA,NA,NA,NA
WOOD,WOOD_065,tower,NaN,0.62,NA,NA,NA,NA,NA
WOOD,WOOD_066,tower,NaN,0.7,NA,NA,NA,NA,NA
WOOD,WOOD_067,tower,NaN,0.665,NA,NA,NA,NA,NA
WOOD,WOOD_068,tower,NaN,0.84,NA,NA,NA,NA,NA
WOOD,WOOD_070,tower,NaN,0.85,NA,NA,NA,NA,NA
WOOD,WOOD_071,tower,NaN,0.87,NA,NA,NA,NA,NA
GUAN,GUAN_042,tower,NA,NA,1.34,BUBU,1.56,M,2.115
GUAN,GUAN_042,tower,NA,NA,1.34,BUSI,2.07,M,2.115
GUAN,GUAN_042,tower,NA,NA,1.34,GUSA,2.89,M,2.115
GUAN,GUAN_046,tower,NA,NA,0.88,NA,NA,NA,NA
GUAN,GUAN_048,tower,NA,NA,1.97,BUBU,1.66,M,1.17
GUAN,GUAN_048,tower,NA,NA,1.97,BUSI,2.44,M,1.17
GUAN,GUAN_048,tower,NA,NA,1.97,PIAL3,3.68,M,1.17
UNDE,UNDE_038,tower,NA,NA,0.76,NA,NA,NA,NA
UNDE,UNDE_043,tower,NA,NA,0.7150000000000001,NA,NA,NA,NA
UNDE,UNDE_044,tower,NA,NA,1.055,NA,NA,NA,NA
UNDE,UNDE_065,tower,NA,NA,0.79,NA,NA,NA,NA
UNDE,UNDE_078,tower,NA,NA,0.815,NA,NA,NA,NA
DEJU,DEJU_001,distributed,NA,NA,NA,BENE4,3.165,M,0.22333333333333333
DEJU,DEJU_001,distributed,NA,NA,NA,BENE4,3.165,O,0.74
DEJU,DEJU_001,distributed,NA,NA,NA,PIMA,0.92,M,0.22333333333333333
DEJU,DEJU_001,distributed,NA,NA,NA,PIMA,0.92,O,0.74
DEJU,DEJU_002,distributed,NA,NA,NA,PIMA,0.84,M,0.06333333333333334
DEJU,DEJU_002,distributed,NA,NA,NA,PIMA,0.84,O,0.67
DEJU,DEJU_002,distributed,NA,NA,NA,POTR5,2.18,M,0.06333333333333334
DEJU,DEJU_002,distributed,NA,NA,NA,POTR5,2.18,O,0.67
DEJU,DEJU_003,distributed,NA,NA,NA,ALVI5,3.1,NA,NA
DEJU,DEJU_004,distributed,NA,NA,NA,POTR5,2.1075,NA,NA
DEJU,DEJU_006,distributed,NA,NA,NA,PIGL,0.7966666666666666,M,0.23666666666666666
DEJU,DEJU_006,distributed,NA,NA,NA,PIGL,0.7966666666666666,O,0.76
DEJU,DEJU_009,distributed,NA,NA,NA,PIGL,0.67,M,0.22
DEJU,DEJU_009,distributed,NA,NA,NA,PIGL,0.67,O,1.1066666666666667
DEJU,DEJU_009,distributed,NA,NA,NA,PIMA,0.76,M,0.22
DEJU,DEJU_009,distributed,NA,NA,NA,PIMA,0.76,O,1.1066666666666667
