"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","samplingProtocolVersion","sampleID","sampleCode","kclSampleID","kclSampleCode","incubationPairID","nTransBoutType","incubationLength","extractionStartDate","kclReferenceID","soilFreshMass","kclVolume","extractionEndDate","sampleCondition","remarks","processedBy","recordedBy","dataQF"
"843cbd6d-f70f-4db8-bb50-a4de6afea962","GUAN_007.basePlot.bgc","D04","GUAN","GUAN_007","distributed","2018-09-25T15:17Z","NEON.DOC.014048vK","GUAN_007-M-24.5-34.5-20180925","A00000038796","GUAN_007-M-24.5-34.5-20180925-KCL","B00000012890","GUAN_007-M-24.5-34.5","tInitial",0,"2018-09-26T13:00Z","GUAN-20180926-BRef1",10.01,100,"2018-09-26T14Z","OK",NA,"ecastro@battelleecology.org","mviggiano@battelleecology.org",NA
"9ab34891-2bee-4027-a023-f942e7886752","GUAN_003.basePlot.bgc","D04","GUAN","GUAN_003","distributed","2018-09-25T16:25Z","NEON.DOC.014048vK","GUAN_003-M-21.5-8-20180925","A00000038779","GUAN_003-M-21.5-8-20180925-KCL","B00000012908","GUAN_003-M-21.5-8","tInitial",0,"2018-09-26T13:00Z","GUAN-20180926-BRef1",10.05,100,"2018-09-26T14Z","OK",NA,"ecastro@battelleecology.org","mviggiano@battelleecology.org",NA
"aaef9222-1cd8-4cb6-8949-6bfc62d55a9a","GUAN_003.basePlot.bgc","D04","GUAN","GUAN_003","distributed","2018-09-25T17:00Z","NEON.DOC.014048vK","GUAN_003-M-34.5-34.5-20180925","A00000038780","GUAN_003-M-34.5-34.5-20180925-KCL","B00000012909","GUAN_003-M-34.5-34.5","tInitial",0,"2018-09-26T13:00Z","GUAN-20180926-BRef1",10.06,100,"2018-09-26T14Z","OK",NA,"ecastro@battelleecology.org","mviggiano@battelleecology.org",NA
"19257db7-d9ab-43c8-a3ca-408d0c3b794d","GUAN_003.basePlot.bgc","D04","GUAN","GUAN_003","distributed","2018-09-25T17:30Z","NEON.DOC.014048vK","GUAN_003-M-5.5-29-20180925","A00000038781","GUAN_003-M-5.5-29-20180925-KCL","B00000012906","GUAN_003-M-5.5-29","tInitial",0,"2018-09-26T13:00Z","GUAN-20180926-BRef1",10.01,100,"2018-09-26T14Z","OK",NA,"ecastro@battelleecology.org","mviggiano@battelleecology.org",NA
"b9955ec5-cfaa-44ae-a844-49f7f189cbec","GUAN_049.basePlot.bgc","D04","GUAN","GUAN_049","tower","2018-09-26T11:36Z","NEON.DOC.014048vK","GUAN_049-M-23.5-4-20180926","A00000038807","GUAN_049-M-23.5-4-20180926-KCL","B00000005636","GUAN_049-M-23.5-4","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10.01,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"4a4b01db-65d7-4801-86b5-6ad0e3d8da0b","GUAN_049.basePlot.bgc","D04","GUAN","GUAN_049","tower","2018-09-26T12:02Z","NEON.DOC.014048vK","GUAN_049-M-30-30-20180926","A00000038808","GUAN_049-M-30-30-20180926-KCL","B00000005637","GUAN_049-M-30-30","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10.01,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"daccad56-2cb1-477e-acb5-b2c47a0f29b4","GUAN_049.basePlot.bgc","D04","GUAN","GUAN_049","tower","2018-09-26T12:26Z","NEON.DOC.014048vK","GUAN_049-M-6.5-34-20180926","A00000038806","GUAN_049-M-6.5-34-20180926-KCL","B00000005635","GUAN_049-M-6.5-34","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"0402654d-7814-4773-b5ca-e2b3c26d0621","GUAN_048.basePlot.bgc","D04","GUAN","GUAN_048","tower","2018-09-26T13:05Z","NEON.DOC.014048vK","GUAN_048-M-6.5-18-20180926","A00000038805","GUAN_048-M-6.5-18-20180926-KCL","B00000005642","GUAN_048-M-6.5-18","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10.03,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"9a4b5b1f-12a0-402a-89a3-6e6d60565eb7","GUAN_048.basePlot.bgc","D04","GUAN","GUAN_048","tower","2018-09-26T13:31Z","NEON.DOC.014048vK","GUAN_048-M-35.5-10.5-20180926","A00000038803","GUAN_048-M-35.5-10.5-20180926-KCL","B00000005639","GUAN_048-M-35.5-10.5","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"8a94d0f0-828e-4ef8-935f-0ae3655a0e64","GUAN_048.basePlot.bgc","D04","GUAN","GUAN_048","tower","2018-09-26T14:00Z","NEON.DOC.014048vK","GUAN_048-M-5.5-30.5-20180926","A00000038804","GUAN_048-M-5.5-30.5-20180926-KCL","B00000005638","GUAN_048-M-5.5-30.5","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"16ac00f9-2cab-4702-a196-53b7065aac33","GUAN_042.basePlot.bgc","D04","GUAN","GUAN_042","tower","2018-09-26T15:20Z","NEON.DOC.014048vK","GUAN_042-M-34-7-20180926","A00000038793","GUAN_042-M-34-7-20180926-KCL","B00000005643","GUAN_042-M-34-7","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10.03,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"20da77bb-2f56-4eab-a384-13933bd4ad5c","GUAN_042.basePlot.bgc","D04","GUAN","GUAN_042","tower","2018-09-26T16:05Z","NEON.DOC.014048vK","GUAN_042-M-1.5-20-20180926","A00000038792","GUAN_042-M-1.5-20-20180926-KCL","B00000005641","GUAN_042-M-1.5-20","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10.04,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"a881799e-9751-4198-985a-0fcc5d2cdbf4","GUAN_042.basePlot.bgc","D04","GUAN","GUAN_042","tower","2018-09-26T16:29Z","NEON.DOC.014048vK","GUAN_042-M-1-3-20180926","A00000038791","GUAN_042-M-1-3-20180926-KCL","B00000005640","GUAN_042-M-1-3","tInitial",0,"2018-09-27T11:30Z","GUAN-20180927-BRef1",10.02,100,"2018-09-27T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"d240933c-58a0-424c-83c2-eec44c6259dd","GUAN_006.basePlot.bgc","D04","GUAN","GUAN_006","distributed","2018-09-27T11:31Z","NEON.DOC.014048vK","GUAN_006-M-26-38.5-20180927","A00000038787","GUAN_006-M-26-38.5-20180927-KCL","B00000005628","GUAN_006-M-26-38.5","tInitial",0,"2018-09-28T11:30Z","GUAN-20180928-BRef1",10.06,100,"2018-09-28T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"9e52bb7b-28c4-4df6-ad2f-a38aa6fa958f","GUAN_006.basePlot.bgc","D04","GUAN","GUAN_006","distributed","2018-09-27T11:57Z","NEON.DOC.014048vK","GUAN_006-M-0.5-28-20180927","A00000038786","GUAN_006-M-0.5-28-20180927-KCL","B00000005626","GUAN_006-M-0.5-28","tInitial",0,"2018-09-28T11:30Z","GUAN-20180928-BRef1",10.03,100,"2018-09-28T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"1ed8b196-8441-4226-bcb3-fa4c0dec4c14","GUAN_006.basePlot.bgc","D04","GUAN","GUAN_006","distributed","2018-09-27T12:20Z","NEON.DOC.014048vK","GUAN_006-M-24.5-5.5-20180927","A00000038785","GUAN_006-M-24.5-5.5-20180927-KCL","B00000005627","GUAN_006-M-24.5-5.5","tInitial",0,"2018-09-28T11:30Z","GUAN-20180928-BRef1",10.06,100,"2018-09-28T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"1cfa8159-1c45-4138-a0fb-f2fcbaf0cbd4","GUAN_043.basePlot.bgc","D04","GUAN","GUAN_043","tower","2018-09-27T13:40Z","NEON.DOC.014048vK","GUAN_043-M-37-3-20180927","A00000038788","GUAN_043-M-37-3-20180927-KCL","B00000005631","GUAN_043-M-37-3","tInitial",0,"2018-09-28T11:30Z","GUAN-20180928-BRef1",10.02,100,"2018-09-28T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"0eb4f74d-2748-4ecf-90f5-11472f82e44d","GUAN_043.basePlot.bgc","D04","GUAN","GUAN_043","tower","2018-09-27T14:05Z","NEON.DOC.014048vK","GUAN_043-M-9.5-17-20180927","A00000038789","GUAN_043-M-9.5-17-20180927-KCL","B00000005630","GUAN_043-M-9.5-17","tInitial",0,"2018-09-28T11:30Z","GUAN-20180928-BRef1",10.03,100,"2018-09-28T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"de464db7-9034-44fb-8f9e-6277e0f8539a","GUAN_043.basePlot.bgc","D04","GUAN","GUAN_043","tower","2018-09-27T14:35Z","NEON.DOC.014048vK","GUAN_043-M-13-36-20180927","A00000038790","GUAN_043-M-13-36-20180927-KCL","B00000005629","GUAN_043-M-13-36","tInitial",0,"2018-09-28T11:30Z","GUAN-20180928-BRef1",10.05,100,"2018-09-28T13Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"b8b65aad-ac76-48e2-bf83-e65e153b814e","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2018-10-08T12:21Z","NEON.DOC.014048vK","GUAN_002-M-3.5-32-20181008","A00000039015","GUAN_002-M-3.5-32-20181008-KCL","B00000005812","GUAN_002-M-3.5-32","tFinal",13.98,"2018-10-08T19:00Z","GUAN-20181008-BRef1",10.01,100,"2018-10-08T21Z","OK",NA,"kruizmedina@battelleecology.org","ajimenez@battelleecology.org",NA
"7936d864-7b16-495c-8ab1-b8f47cad3596","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2018-10-08T12:31Z","NEON.DOC.014048vK","GUAN_002-M-5-13-20181008","A00000039016","GUAN_002-M-5-13-20181008-KCL","B00000005622","GUAN_002-M-5-13","tFinal",13.96,"2018-10-08T19:00Z","GUAN-20181008-BRef1",10.07,100,"2018-10-08T21Z","OK",NA,"kruizmedina@battelleecology.org","ajimenez@battelleecology.org",NA
"6253b400-9b64-44b6-bfe6-b8a301d2f4c4","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2018-10-08T12:43Z","NEON.DOC.014048vK","GUAN_002-M-38-12.5-20181008","A00000039017","GUAN_002-M-38-12.5-20181008-KCL","B00000005621","GUAN_002-M-38-12.5","tFinal",13.96,"2018-10-08T19:00Z","GUAN-20181008-BRef1",10.04,100,"2018-10-08T21Z","OK",NA,"kruizmedina@battelleecology.org","ajimenez@battelleecology.org",NA
"2a31c94d-f076-41d6-b09d-602bd0d07edc","GUAN_001.basePlot.bgc","D04","GUAN","GUAN_001","distributed","2018-10-08T14:16Z","NEON.DOC.014048vK","GUAN_001-M-35-28.5-20181008","A00000039019","GUAN_001-M-35-28.5-20181008-KCL","B00000005619","GUAN_001-M-35-28.5","tFinal",13.95,"2018-10-08T19:00Z","GUAN-20181008-BRef1",10.01,100,"2018-10-08T21Z","OK",NA,"kruizmedina@battelleecology.org","ajimenez@battelleecology.org",NA
"179fffc6-68d6-4848-9741-9c136f5f3ede","GUAN_001.basePlot.bgc","D04","GUAN","GUAN_001","distributed","2018-10-08T14:03Z","NEON.DOC.014048vK","GUAN_001-M-7-21-20181008","A00000039018","GUAN_001-M-7-21-20181008-KCL","B00000005620","GUAN_001-M-7-21","tFinal",13.92,"2018-10-08T19:00Z","GUAN-20181008-BRef1",10.02,100,"2018-10-08T21Z","OK",NA,"kruizmedina@battelleecology.org","ajimenez@battelleecology.org",NA
"63991bd0-a503-499e-9019-336880c6cae3","GUAN_001.basePlot.bgc","D04","GUAN","GUAN_001","distributed","2018-10-08T14:31Z","NEON.DOC.014048vK","GUAN_001-M-2.5-6-20181008","A00000039020","GUAN_001-M-2.5-6-20181008-KCL","B00000005618","GUAN_001-M-2.5-6","tFinal",13.92,"2018-10-08T19:00Z","GUAN-20181008-BRef1",10.02,100,"2018-10-08T21Z","OK",NA,"kruizmedina@battelleecology.org","ajimenez@battelleecology.org",NA
"dace0fcc-a531-4349-9f7d-6a5eed966ddd","GUAN_004.basePlot.bgc","D04","GUAN","GUAN_004","distributed","2018-10-09T11:33Z","NEON.DOC.014048vK","GUAN_004-M-15.5-3.5-20181009","A00000039027","GUAN_004-M-15.5-3.5-20181009-KCL","B00000005833","GUAN_004-M-15.5-3.5","tFinal",13.98,"2018-10-09T15:15Z","GUAN-20181009-BRef1",10.02,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"51d6ce40-d687-4edb-95b2-dcefe2a14276","GUAN_004.basePlot.bgc","D04","GUAN","GUAN_004","distributed","2018-10-09T11:39Z","NEON.DOC.014048vK","GUAN_004-M-33-18-20181009","A00000039028","GUAN_004-M-33-18-20181009-KCL","B00000005856","GUAN_004-M-33-18","tFinal",13.96,"2018-10-09T15:20Z","GUAN-20181009-BRef1",10.1,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"01dcc013-11f6-47d5-bbf2-20b2f791e635","GUAN_004.basePlot.bgc","D04","GUAN","GUAN_004","distributed","2018-10-09T11:29Z","NEON.DOC.014048vK","GUAN_004-M-31-29.5-20181009","A00000039029","GUAN_004-M-31-29.5-20181009-KCL","B00000005855","GUAN_004-M-31-29.5","tFinal",13.94,"2018-10-09T15:18Z","GUAN-20181009-BRef1",9.92,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"3e56afa3-66d7-44e0-84cc-8e3b20016bc4","GUAN_007.basePlot.bgc","D04","GUAN","GUAN_007","distributed","2018-10-09T12:26Z","NEON.DOC.014048vK","GUAN_007-M-28-2.5-20181009","A00000039022","GUAN_007-M-28-2.5-20181009-KCL","B00000005849","GUAN_007-M-28-2.5","tFinal",13.92,"2018-10-09T15:29Z","GUAN-20181009-BRef1",10,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"d0ef3709-9684-4628-9261-86546c847db7","GUAN_007.basePlot.bgc","D04","GUAN","GUAN_007","distributed","2018-10-09T12:21Z","NEON.DOC.014048vK","GUAN_007-M-8.5-17-20181009","A00000039021","GUAN_007-M-8.5-17-20181009-KCL","B00000005863","GUAN_007-M-8.5-17","tFinal",13.9,"2018-10-09T15:31Z","GUAN-20181009-BRef1",10.01,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"bc8ecb24-7e1b-49d3-8f4a-9bdfb783562d","GUAN_007.basePlot.bgc","D04","GUAN","GUAN_007","distributed","2018-10-09T12:16Z","NEON.DOC.014048vK","GUAN_007-M-24.5-34.5-20181009","A00000039023","GUAN_007-M-24.5-34.5-20181009-KCL","B00000005836","GUAN_007-M-24.5-34.5","tFinal",13.87,"2018-10-09T15:23Z","GUAN-20181009-BRef1",10.8,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"2d56cd72-2b6d-4a2b-a5e7-a5e721cb7650","GUAN_003.basePlot.bgc","D04","GUAN","GUAN_003","distributed","2018-10-09T13:06Z","NEON.DOC.014048vK","GUAN_003-M-21.5-8-20181009","A00000039024","GUAN_003-M-21.5-8-20181009-KCL","B00000005822","GUAN_003-M-21.5-8","tFinal",13.86,"2018-10-09T15:34Z","GUAN-20181009-BRef1",9.99,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"81e763cc-13b8-4224-9f86-fb802ac44a3c","GUAN_003.basePlot.bgc","D04","GUAN","GUAN_003","distributed","2018-10-09T12:59Z","NEON.DOC.014048vK","GUAN_003-M-34.5-34.5-20181009","A00000039026","GUAN_003-M-34.5-34.5-20181009-KCL","B00000005823","GUAN_003-M-34.5-34.5","tFinal",13.83,"2018-10-09T15:41Z","GUAN-20181009-BRef1",10.01,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"6563e09c-aafd-46a3-9418-ddaa9b102dfc","GUAN_003.basePlot.bgc","D04","GUAN","GUAN_003","distributed","2018-10-09T12:52Z","NEON.DOC.014048vK","GUAN_003-M-5.5-29-20181009","A00000039025","GUAN_003-M-5.5-29-20181009-KCL","B00000005834","GUAN_003-M-5.5-29","tFinal",13.81,"2018-10-09T15:37Z","GUAN-20181009-BRef1",9.99,100,"2018-10-09T18Z","OK",NA,"jorengo@battelleecology.org","ecastro@battelleecology.org",NA
"95383444-5cf6-44a8-80bf-0748676bb9db","GUAN_049.basePlot.bgc","D04","GUAN","GUAN_049","tower","2018-10-10T11:13Z","NEON.DOC.014048vK","GUAN_049-M-23.5-4-20181010","A00000039038","GUAN_049-M-23.5-4-20181010-KCL","B00000005865","GUAN_049-M-23.5-4","tFinal",13.98,"2018-10-10T16:55Z","GUAN-20181010-BRef1",10.39,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"13ab705f-dd5e-459c-94f6-b2a62a991f77","GUAN_049.basePlot.bgc","D04","GUAN","GUAN_049","tower","2018-10-10T11:26Z","NEON.DOC.014048vK","GUAN_049-M-30-30-20181010","A00000039037","GUAN_049-M-30-30-20181010-KCL","B00000005847","GUAN_049-M-30-30","tFinal",13.98,"2018-10-10T16:55Z","GUAN-20181010-BRef1",10.19,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"f1ff3e50-beae-4d68-8d95-f99e097700ff","GUAN_049.basePlot.bgc","D04","GUAN","GUAN_049","tower","2018-10-10T11:36Z","NEON.DOC.014048vK","GUAN_049-M-6.5-34-20181010","A00000039036","GUAN_049-M-6.5-34-20181010-KCL","B00000005867","GUAN_049-M-6.5-34","tFinal",13.97,"2018-10-10T16:55Z","GUAN-20181010-BRef1",10.13,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"1f3f5c96-1067-4918-ae55-dae0074f4698","GUAN_048.basePlot.bgc","D04","GUAN","GUAN_048","tower","2018-10-10T11:52Z","NEON.DOC.014048vK","GUAN_048-M-6.5-18-20181010","A00000039033","GUAN_048-M-6.5-18-20181010-KCL","B00000005843","GUAN_048-M-6.5-18","tFinal",13.95,"2018-10-10T16:50Z","GUAN-20181010-BRef1",10.11,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"25bbfef1-e709-46a0-ae4f-d09be6b97db3","GUAN_048.basePlot.bgc","D04","GUAN","GUAN_048","tower","2018-10-10T12:17Z","NEON.DOC.014048vK","GUAN_048-M-35.5-10.5-20181010","A00000039034","GUAN_048-M-35.5-10.5-20181010-KCL","B00000005844","GUAN_048-M-35.5-10.5","tFinal",13.95,"2018-10-10T16:50Z","GUAN-20181010-BRef1",10.05,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"e748bdcb-8b93-41a9-ae40-f38b15263750","GUAN_048.basePlot.bgc","D04","GUAN","GUAN_048","tower","2018-10-10T12:03Z","NEON.DOC.014048vK","GUAN_048-M-5.5-30.5-20181010","A00000039035","GUAN_048-M-5.5-30.5-20181010-KCL","B00000005866","GUAN_048-M-5.5-30.5","tFinal",13.92,"2018-10-10T16:50Z","GUAN-20181010-BRef1",10,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"bb106f6f-8f28-4261-9ae1-da1ace115ec2","GUAN_042.basePlot.bgc","D04","GUAN","GUAN_042","tower","2018-10-10T13:17Z","NEON.DOC.014048vK","GUAN_042-M-34-7-20181010","A00000039031","GUAN_042-M-34-7-20181010-KCL","B00000005853","GUAN_042-M-34-7","tFinal",13.91,"2018-10-10T16:45Z","GUAN-20181010-BRef1",10.01,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"f3eaf8cc-e867-46a4-b222-bd80a07c6685","GUAN_042.basePlot.bgc","D04","GUAN","GUAN_042","tower","2018-10-10T13:28Z","NEON.DOC.014048vK","GUAN_042-M-1.5-20-20181010","A00000039030","GUAN_042-M-1.5-20-20181010-KCL","B00000005864","GUAN_042-M-1.5-20","tFinal",13.89,"2018-10-10T16:45Z","GUAN-20181010-BRef1",10,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"8d028a98-fb7a-49c4-8481-f037e26b4e05","GUAN_042.basePlot.bgc","D04","GUAN","GUAN_042","tower","2018-10-10T13:01Z","NEON.DOC.014048vK","GUAN_042-M-1-3-20181010","A00000039032","GUAN_042-M-1-3-20181010-KCL","B00000005835","GUAN_042-M-1-3","tFinal",13.86,"2018-10-10T16:45Z","GUAN-20181010-BRef1",10.09,100,"2018-10-10T18Z","OK",NA,"ecastro@battelleecology.org","ajimenez@battelleecology.org",NA
"dbace34c-30af-4d22-913e-37f4be8138bd","GUAN_006.basePlot.bgc","D04","GUAN","GUAN_006","distributed","2018-10-11T11:26Z","NEON.DOC.014048vK","GUAN_006-M-26-38.5-20181011","A00000039059","GUAN_006-M-26-38.5-20181011-KCL","B00000005869","GUAN_006-M-26-38.5","tFinal",14,"2018-10-11T14:48Z","GUAN-20181011-BRef1",10.16,100,"2018-10-11T16Z","OK",NA,"jorengo@battelleecology.org","gtavarez@battelleecology.org",NA
"44d1ee6c-80de-4151-a808-eb029720d1e7","GUAN_006.basePlot.bgc","D04","GUAN","GUAN_006","distributed","2018-10-11T11:32Z","NEON.DOC.014048vK","GUAN_006-M-0.5-28-20181011","A00000039061","GUAN_006-M-0.5-28-20181011-KCL","B00000005854","GUAN_006-M-0.5-28","tFinal",13.98,"2018-10-11T14:48Z","GUAN-20181011-BRef1",10.13,100,"2018-10-11T16Z","OK",NA,"jorengo@battelleecology.org","gtavarez@battelleecology.org",NA
"b5b220d4-39bc-4b29-b93d-9cdf8a12f614","GUAN_006.basePlot.bgc","D04","GUAN","GUAN_006","distributed","2018-10-11T11:37Z","NEON.DOC.014048vK","GUAN_006-M-24.5-5.5-20181011","A00000039060","GUAN_006-M-24.5-5.5-20181011-KCL","B00000005868","GUAN_006-M-24.5-5.5","tFinal",13.97,"2018-10-11T14:47Z","GUAN-20181011-BRef1",10.09,100,"2018-10-11T16Z","OK",NA,"jorengo@battelleecology.org","gtavarez@battelleecology.org",NA
"d53faa20-d7ca-4067-8fb0-52846540fb83","GUAN_043.basePlot.bgc","D04","GUAN","GUAN_043","tower","2018-10-11T12:30Z","NEON.DOC.014048vK","GUAN_043-M-37-3-20181011","A00000039062","GUAN_043-M-37-3-20181011-KCL","B00000005839","GUAN_043-M-37-3","tFinal",13.95,"2018-10-11T14:46Z","GUAN-20181011-BRef1",10.18,100,"2018-10-11T16Z","OK",NA,"jorengo@battelleecology.org","gtavarez@battelleecology.org",NA
"988e704c-09e7-4abd-bc6b-0513af77ebd0","GUAN_043.basePlot.bgc","D04","GUAN","GUAN_043","tower","2018-10-11T12:36Z","NEON.DOC.014048vK","GUAN_043-M-9.5-17-20181011","A00000039063","GUAN_043-M-9.5-17-20181011-KCL","B00000005837","GUAN_043-M-9.5-17","tFinal",13.94,"2018-10-11T14:47Z","GUAN-20181011-BRef1",10.11,100,"2018-10-11T16Z","OK",NA,"jorengo@battelleecology.org","gtavarez@battelleecology.org",NA
"38037e29-4a34-41f0-b5f0-3062d7386c21","GUAN_043.basePlot.bgc","D04","GUAN","GUAN_043","tower","2018-10-11T12:23Z","NEON.DOC.014048vK","GUAN_043-M-13-36-20181011","A00000039064","GUAN_043-M-13-36-20181011-KCL","B00000005838","GUAN_043-M-13-36","tFinal",13.91,"2018-10-11T14:45Z","GUAN-20181011-BRef1",10.19,100,"2018-10-11T16Z","OK",NA,"jorengo@battelleecology.org","gtavarez@battelleecology.org",NA
"6652eec0-efea-4c68-b06a-ed23abcbb8b9","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2019-01-07T11:54Z","NEON.DOC.014048vK","GUAN_002-M-16.5-33.5-20190107","A00000039716","GUAN_002-M-16.5-33.5-20190107-KCL","B00000005725","GUAN_002-M-16.5-33.5","tInitial",0,"2019-01-08T12:32Z","GUAN-20190108-BRef1",10,100,"2019-01-08T14Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"49336f1f-f633-45fa-8d24-9868ae44b54d","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2019-01-28T11:49Z","NEON.DOC.014048vK","GUAN_002-M-16.5-33.5-20190128","A00000039731","GUAN_002-M-16.5-33.5-20190128-KCL","B00000012777","GUAN_002-M-16.5-33.5","tFinal",21,"2019-01-28T19:44Z","GUAN-20190128-BRef1",10,100,"2019-01-28T21Z","OK",NA,"ecastro@battelleecology.org","lapontediaz@battelleecology.org",NA
"34c181d1-d823-4d6f-90bb-bcf7af6ddfc7","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2019-01-07T12:27Z","NEON.DOC.014048vK","GUAN_002-M-37-28-20190107","A00000039618","GUAN_002-M-37-28-20190107-KCL","B00000005806","GUAN_002-M-37-28","tInitial",0,"2019-01-08T12:32Z","GUAN-20190108-BRef1",10,100,"2019-01-08T14Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"0508769d-f38a-478e-90f1-9b4403eb5421","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2019-01-28T12:11Z","NEON.DOC.014048vK","GUAN_002-M-37-28-20190128","A00000039732","GUAN_002-M-37-28-20190128-KCL","B00000012771","GUAN_002-M-37-28","tFinal",20.99,"2019-01-28T19:44Z","GUAN-20190128-BRef1",10,100,"2019-01-28T21Z","OK",NA,"ecastro@battelleecology.org","lapontediaz@battelleecology.org",NA
"3479622d-1729-444e-88d6-e0ac0a9419fa","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2019-01-07T12:56Z","NEON.DOC.014048vK","GUAN_002-M-9.5-9-20190107","A00000039619","GUAN_002-M-9.5-9-20190107-KCL","B00000005816","GUAN_002-M-9.5-9","tInitial",0,"2019-01-08T12:32Z","GUAN-20190108-BRef1",10,100,"2019-01-08T14Z","OK",NA,"ecastro@battelleecology.org","ecastro@battelleecology.org",NA
"1939e295-9b05-4dd6-aed1-9afa1dec6d7f","GUAN_002.basePlot.bgc","D04","GUAN","GUAN_002","distributed","2019-01-28T12:02Z","NEON.DOC.014048vK","GUAN_002-M-9.5-9-20190128","A00000039733","GUAN_002-M-9.5-9-20190128-KCL","B00000012758","GUAN_002-M-9.5-9","tFinal",20.96,"2019-01-28T19:44Z","GUAN-20190128-BRef1",10.01,100,"2019-01-28T21Z","OK",NA,"ecastro@battelleecology.org","lapontediaz@battelleecology.org",NA
