"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","samplingProtocolVersion","sampleID","sampleCode","moistureSampleID","horizon","ovenStartDate","ovenEndDate","boatMass","freshMassBoatMass","dryMassBoatMass","soilMoisture","dryMassFraction","smRemarks","smMeasuredBy","dataQF"
"052081fa-687a-404c-9dd8-345b95fe06ed","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045",NA,"2017-03-29T19:57Z","NEON.DOC.014048vH","SCBI_045-M-24-9-20170329",NA,"SCBI_045-M-24-9-20170329","M","2017-03-30T13:10Z","2017-04-03T14:18Z",2.19,12.16,9.52,0.36,0.735,NA,"alandes@field-ops.org",NA
"781a1b07-96ed-4f98-bc28-52561b07a2d7","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045",NA,"2017-03-29T20:42Z","NEON.DOC.014048vH","SCBI_045-M-0.5-20-20170329",NA,"SCBI_045-M-0.5-20-20170329","M","2017-03-30T13:10Z","2017-04-03T14:19Z",2.18,12.19,9.41,0.385,0.722,NA,"alandes@field-ops.org",NA
"8f53b35b-3d24-459c-bfe5-e44e14cce34f","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004",NA,"2017-04-24T16:16Z","NEON.DOC.014048vH","SCBI_004-M-33-7.5-20170424",NA,"SCBI_004-M-33-7.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.15,12.12,9.59,0.34,0.746,NA,"alandes@field-ops.org",NA
"f3506be0-9c90-4958-afe6-26d827917ff8","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004",NA,"2017-04-24T16:09Z","NEON.DOC.014048vH","SCBI_004-M-27-37-20170424",NA,"SCBI_004-M-27-37-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.14,12.25,9.4,0.393,0.718,NA,"alandes@field-ops.org",NA
"0bfa1a23-b5ac-45f3-a833-74c1225c9685","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004",NA,"2017-04-24T16:00Z","NEON.DOC.014048vH","SCBI_004-M-2-29.5-20170424",NA,"SCBI_004-M-2-29.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.17,12.17,8.93,0.479,0.676,NA,"alandes@field-ops.org",NA
"0bc6bcd2-d138-44c1-a360-81e03895fb55","SCBI_049.basePlot.bgc","D02","SCBI","SCBI_049",NA,"2017-04-24T17:42Z","NEON.DOC.014048vH","SCBI_049-M-14.5-36.5-20170424",NA,"SCBI_049-M-14.5-36.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.15,12.14,9.01,0.456,0.687,NA,"alandes@field-ops.org",NA
"7fbd3ab2-5b1c-43b3-90e4-3d57f17ee193","SCBI_049.basePlot.bgc","D02","SCBI","SCBI_049",NA,"2017-04-24T17:37Z","NEON.DOC.014048vH","SCBI_049-M-39-33.5-20170424",NA,"SCBI_049-M-39-33.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.13,12.21,9.01,0.465,0.683,NA,"alandes@field-ops.org",NA
"d8e0b0de-81b5-4336-a227-8cef9bba6e86","SCBI_049.basePlot.bgc","D02","SCBI","SCBI_049",NA,"2017-04-24T17:30Z","NEON.DOC.014048vH","SCBI_049-M-33.5-19.5-20170424",NA,"SCBI_049-M-33.5-19.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.14,12.24,9.73,0.331,0.751,NA,"alandes@field-ops.org",NA
"80c56082-7997-4c9b-b76b-848fb70b3436","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067",NA,"2017-04-24T18:32Z","NEON.DOC.014048vH","SCBI_067-M-30.5-5-20170424",NA,"SCBI_067-M-30.5-5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.17,12.14,8.83,0.497,0.668,NA,"alandes@field-ops.org",NA
"b95be3cd-4fff-4145-bd56-94128b61a27d","SCBI_047.basePlot.bgc","D02","SCBI","SCBI_047",NA,"2017-04-24T18:19Z","NEON.DOC.014048vH","SCBI_047-M-31.5-9.5-20170424",NA,"SCBI_047-M-31.5-9.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.15,12.12,9,0.455,0.687,NA,"alandes@field-ops.org",NA
"a32b00c7-2830-4c51-af5a-78eeccabaccb","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005",NA,"2017-04-24T15:52Z","NEON.DOC.014048vH","SCBI_005-M-36.5-31.5-20170424",NA,"SCBI_005-M-36.5-31.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.2,12.14,9.22,0.416,0.706,NA,"alandes@field-ops.org",NA
"e62ddf30-95ad-48a4-a193-9b76a5da5f55","SCBI_047.basePlot.bgc","D02","SCBI","SCBI_047",NA,"2017-04-24T18:12Z","NEON.DOC.014048vH","SCBI_047-M-34-35.5-20170424",NA,"SCBI_047-M-34-35.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.15,12.07,8.85,0.481,0.675,NA,"alandes@field-ops.org",NA
"b2f3fc71-d616-49ae-9069-3b0f032be751","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005",NA,"2017-04-24T15:40Z","NEON.DOC.014048vH","SCBI_005-M-2-27.5-20170424",NA,"SCBI_005-M-2-27.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.17,12.26,9.25,0.425,0.702,NA,"alandes@field-ops.org",NA
"90353c1b-b5ad-4c30-aae1-fda815e5ef16","SCBI_047.basePlot.bgc","D02","SCBI","SCBI_047",NA,"2017-04-24T18:03Z","NEON.DOC.014048vH","SCBI_047-M-3.5-39.5-20170424",NA,"SCBI_047-M-3.5-39.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.14,12.14,9.19,0.418,0.705,NA,"alandes@field-ops.org",NA
"98370aca-f016-4958-979a-b0ef5beb4090","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067",NA,"2017-04-24T18:40Z","NEON.DOC.014048vH","SCBI_067-M-25.5-35.5-20170424",NA,"SCBI_067-M-25.5-35.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.17,12.25,9.02,0.472,0.68,NA,"alandes@field-ops.org",NA
"e055b9bb-f5cf-4a8d-9c35-3431be6b014e","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067",NA,"2017-04-24T18:46Z","NEON.DOC.014048vH","SCBI_067-M-10.5-38.5-20170424",NA,"SCBI_067-M-10.5-38.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.19,12.2,9.12,0.444,0.692,NA,"alandes@field-ops.org",NA
"f55032a4-b94c-4dcf-83f5-d701ed7ce336","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045",NA,"2017-04-24T17:14Z","NEON.DOC.014048vH","SCBI_045-M-39.5-26-20170424",NA,"SCBI_045-M-39.5-26-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.18,12.15,9.65,0.335,0.749,NA,"alandes@field-ops.org",NA
"67aec9d8-1860-4a06-b05e-3bb23a0b49a2","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045",NA,"2017-04-24T16:49Z","NEON.DOC.014048vH","SCBI_045-M-24-9-20170424",NA,"SCBI_045-M-24-9-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.19,12.18,9.68,0.334,0.75,NA,"alandes@field-ops.org",NA
"a953e1f2-3269-463f-a097-786f5cb050ca","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045",NA,"2017-04-24T17:00Z","NEON.DOC.014048vH","SCBI_045-M-0.5-20-20170424",NA,"SCBI_045-M-0.5-20-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.19,12.17,9.34,0.396,0.716,NA,"alandes@field-ops.org",NA
"b649f147-d2e5-4603-af29-39687ed4660c","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005",NA,"2017-04-03T14:00Z","NEON.DOC.014048vH","SCBI_005-M-36.5-31.5-20170403",NA,"SCBI_005-M-36.5-31.5-20170403","M","2017-04-03T21:20Z","2017-04-06T14:50Z",2.2,12.23,10.04,0.279,0.782,NA,"imatlock@field-ops.org",NA
"f3d7d6c9-c977-4f8d-945e-300c42672038","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-04-03T14:03Z","NEON.DOC.014048vH","SCBI_008-M-34.5-5-20170403",NA,"SCBI_008-M-34.5-5-20170403","M","2017-04-03T21:20Z","2017-04-06T14:45Z",2.13,12.17,9.62,0.34,0.746,NA,"imatlock@field-ops.org",NA
"09acc72e-6992-4c77-b2b1-973943d2ee03","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-04-24T17:05Z","NEON.DOC.014048vH","SCBI_008-M-34.5-5-20170424",NA,"SCBI_008-M-34.5-5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.13,12.21,9.07,0.452,0.688,NA,"alandes@field-ops.org",NA
"a7094f90-6ce2-44b5-bfa2-963180a52511","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005",NA,"2017-04-03T14:49Z","NEON.DOC.014048vH","SCBI_005-M-2-27.5-20170403",NA,"SCBI_005-M-2-27.5-20170403","M","2017-04-03T21:20Z","2017-04-06T14:53Z",2.16,12.1,9.52,0.351,0.74,NA,"imatlock@field-ops.org",NA
"2efbe73c-a805-4d40-a9ad-15b5eaea29a8","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-04-03T14:55Z","NEON.DOC.014048vH","SCBI_008-M-35.5-26.5-20170403",NA,"SCBI_008-M-35.5-26.5-20170403","M","2017-04-03T21:20Z","2017-04-06T14:46Z",2.14,12.1,9.52,0.35,0.741,NA,"imatlock@field-ops.org",NA
"293cef11-46d9-48d8-ade0-8c93886f8b7a","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-04-24T17:16Z","NEON.DOC.014048vH","SCBI_008-M-35.5-26.5-20170424",NA,"SCBI_008-M-35.5-26.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.14,12.21,9.71,0.33,0.752,NA,"alandes@field-ops.org",NA
"19988f3a-6099-4e3a-b782-941b81944180","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-04-03T15:40Z","NEON.DOC.014048vH","SCBI_008-M-3-20.5-20170403",NA,"SCBI_008-M-3-20.5-20170403","M","2017-04-03T21:20Z","2017-04-06T14:43Z",2.16,12.2,9.79,0.316,0.76,NA,"imatlock@field-ops.org",NA
"bb1372c5-3645-4836-afee-b36a644dbf25","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-04-24T17:25Z","NEON.DOC.014048vH","SCBI_008-M-3-20.5-20170424",NA,"SCBI_008-M-3-20.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.17,12.2,8.95,0.479,0.676,NA,"alandes@field-ops.org",NA
"b0d3fbb1-1877-4093-b48f-5c115f34c947","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005",NA,"2017-04-03T15:42Z","NEON.DOC.014048vH","SCBI_005-M-6-19.5-20170403",NA,"SCBI_005-M-6-19.5-20170403","M","2017-04-03T21:20Z","2017-04-06T14:48Z",2.16,12.1,11.44,0.071,0.934,NA,"imatlock@field-ops.org",NA
"428d393e-5325-45e0-b4d6-527715fa2195","SCBI_005.basePlot.bgc","D02","SCBI","SCBI_005",NA,"2017-04-24T15:32Z","NEON.DOC.014048vH","SCBI_005-M-6-19.5-20170424",NA,"SCBI_005-M-6-19.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.16,12.14,9.21,0.416,0.706,NA,"alandes@field-ops.org",NA
"6909ea8a-1441-4682-ad3d-b587cd26ca36","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-04-03T17:10Z","NEON.DOC.014048vH","SCBI_003-M-5.5-34-20170403",NA,"SCBI_003-M-5.5-34-20170403","M","2017-04-03T21:20Z","2017-04-06T14:54Z",2.16,12.18,9.28,0.407,0.711,NA,"imatlock@field-ops.org",NA
"f7ec8c3d-b4cb-40ba-8093-72f9df80c919","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-04-24T18:36Z","NEON.DOC.014048vH","SCBI_003-M-5.5-34-20170424",NA,"SCBI_003-M-5.5-34-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.18,12.2,8.9,0.491,0.671,NA,"alandes@field-ops.org",NA
"901f0105-ccb8-4d14-b140-f2c409b0e789","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-04-03T17:13Z","NEON.DOC.014048vH","SCBI_006-M-2-32.5-20170403",NA,"SCBI_006-M-2-32.5-20170403","M","2017-04-03T21:20Z","2017-04-06T14:51Z",2.17,12.15,9.19,0.422,0.703,NA,"imatlock@field-ops.org",NA
"526b4c4c-b981-480b-98da-817ce996d4ea","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-04-24T15:13Z","NEON.DOC.014048vH","SCBI_006-M-2-32.5-20170424",NA,"SCBI_006-M-2-32.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.17,12.2,9.39,0.389,0.72,NA,"alandes@field-ops.org",NA
"8af1ae28-0dc3-47b0-8b4d-689e1e08d6ac","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-04-03T18:01Z","NEON.DOC.014048vH","SCBI_006-M-36.5-32.5-20170403",NA,"SCBI_006-M-36.5-32.5-20170403","M","2017-04-03T21:20Z","2017-04-06T14:47Z",2.14,12.11,9.61,0.335,0.749,NA,"imatlock@field-ops.org",NA
"2225fa8a-d74e-4161-bde6-39644a9a696c","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-04-24T15:23Z","NEON.DOC.014048vH","SCBI_006-M-36.5-32.5-20170424",NA,"SCBI_006-M-36.5-32.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.14,12.25,9.6,0.355,0.738,NA,"alandes@field-ops.org",NA
"bb5d9c02-c4a3-4886-a9db-3c3e58be1d34","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-04-03T18:05Z","NEON.DOC.014048vH","SCBI_003-M-31-19-20170403",NA,"SCBI_003-M-31-19-20170403","M","2017-04-03T21:20Z","2017-04-06T14:55Z",2.18,12.17,11.32,0.093,0.915,NA,"imatlock@field-ops.org",NA
"beba7ffb-ade6-4e2d-906d-83597900a944","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-04-24T18:22Z","NEON.DOC.014048vH","SCBI_003-M-31-19-20170424",NA,"SCBI_003-M-31-19-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.17,12.2,9.2,0.427,0.701,NA,"alandes@field-ops.org",NA
"798a299f-556a-49aa-92be-ce7868197f79","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-04-03T18:42Z","NEON.DOC.014048vH","SCBI_003-M-38-30-20170403",NA,"SCBI_003-M-38-30-20170403","M","2017-04-03T21:20Z","2017-04-06T14:56Z",2.18,12.16,9.19,0.424,0.702,NA,"imatlock@field-ops.org",NA
"c5591aaa-d640-4213-91ed-b23d44ad047c","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-04-24T18:26Z","NEON.DOC.014048vH","SCBI_003-M-38-30-20170424",NA,"SCBI_003-M-38-30-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.19,12.17,8.93,0.481,0.675,NA,"alandes@field-ops.org",NA
"f7031d4f-c86f-442f-b6ef-0ce9757b3380","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-04-03T19:24Z","NEON.DOC.014048vH","SCBI_006-M-22-0-20170403",NA,"SCBI_006-M-22-0-20170403","M","2017-04-03T21:20Z","2017-04-06T14:52Z",2.15,12.12,9.47,0.362,0.734,NA,"imatlock@field-ops.org",NA
"f8c78ac2-4d7c-48c4-a7f2-c8c060bfe64c","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-04-24T15:30Z","NEON.DOC.014048vH","SCBI_006-M-22-0-20170424",NA,"SCBI_006-M-22-0-20170424","M","2017-04-25T13:50Z","2017-04-27T20:40Z",2.15,12.18,9.15,0.433,0.698,NA,"alandes@field-ops.org",NA
"1273a8d5-13dd-4425-99da-011fa7fb9793","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-04-04T11:35Z","NEON.DOC.014048vH","SCBI_012-M-19.5-9-20170404",NA,"SCBI_012-M-19.5-9-20170404","M","2017-04-04T13:12Z","2017-04-06T14:40Z",2.16,12.27,9.96,0.296,0.772,NA,"dsoteropoulos@neoninc.org",NA
"512b53e7-848e-48ed-85a6-e497f5d3cb43","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-04-24T14:12Z","NEON.DOC.014048vH","SCBI_012-M-19.5-9-20170424",NA,"SCBI_012-M-19.5-9-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.16,12.13,9.85,0.296,0.771,NA,"alandes@field-ops.org",NA
"5c902f39-30d5-4b1b-b717-4d985c248ff1","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-04-04T12:00Z","NEON.DOC.014048vH","SCBI_012-M-5.5-23-20170404",NA,"SCBI_012-M-5.5-23-20170404","M","2017-04-04T13:12Z","2017-04-06T14:38Z",2.14,12.16,9.89,0.293,0.773,NA,"dsoteropoulos@neoninc.org",NA
"46e1e5a4-f375-4345-9e60-8c17e83e5c31","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-04-24T14:26Z","NEON.DOC.014048vH","SCBI_012-M-5.5-23-20170424",NA,"SCBI_012-M-5.5-23-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.14,12.12,9.54,0.349,0.741,NA,"alandes@field-ops.org",NA
"5c2dd3b4-5e21-4a84-94be-76a233c118b7","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-04-04T12:26Z","NEON.DOC.014048vH","SCBI_012-M-20-35.5-20170404",NA,"SCBI_012-M-20-35.5-20170404","M","2017-04-04T13:12Z","2017-04-06T14:41Z",2.14,12.21,10.26,0.24,0.806,NA,"dsoteropoulos@neoninc.org",NA
"ddeb12e4-b7d1-4fbf-b290-1672cdf19f85","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-04-24T14:24Z","NEON.DOC.014048vH","SCBI_012-M-20-35.5-20170424",NA,"SCBI_012-M-20-35.5-20170424","M","2017-04-25T13:50Z","2017-04-27T20:45Z",2.14,12.2,10.33,0.228,0.814,NA,"alandes@field-ops.org",NA
"c458b2f7-1df1-46e8-b66b-091f35c9ad21","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045",NA,"2017-07-17T13:44Z","NEON.DOC.014048vJ","SCBI_045-M-38.5-34.5-20170717",NA,"SCBI_045-M-38.5-34.5-20170717","M","2017-07-17T19:16Z","2017-07-20T14:05Z",2.18,12.26,10.32,0.238,0.808,NA,"asmith@BattelleEcology.org",NA
"f790bdd8-6097-48da-8aff-381f007ac378","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-07-17T14:20Z","NEON.DOC.014048vJ","SCBI_003-M-9.5-37.5-20170717",NA,"SCBI_003-M-9.5-37.5-20170717","M","2017-07-17T19:16Z","2017-07-20T14:05Z",2.18,12.2,9.99,0.283,0.779,NA,"asmith@BattelleEcology.org",NA
"22ba83cb-ca42-448f-ad5d-57d968ca1283","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045",NA,"2017-07-17T14:52Z","NEON.DOC.014048vJ","SCBI_045-M-16.5-38.5-20170717",NA,"SCBI_045-M-16.5-38.5-20170717","M","2017-07-17T19:16Z","2017-07-20T14:05Z",2.19,12.22,10.51,0.206,0.83,NA,"asmith@BattelleEcology.org",NA
"648d2f0d-8c63-4be7-99dd-4611d67f778c","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-07-17T15:32Z","NEON.DOC.014048vJ","SCBI_003-M-31-30.5-20170717",NA,"SCBI_003-M-31-30.5-20170717","M","2017-07-17T19:16Z","2017-07-20T14:05Z",2.16,12.21,9.43,0.382,0.723,NA,"asmith@BattelleEcology.org",NA
"25bf370d-d4a0-4c3b-951d-aacd8694cffa","SCBI_045.basePlot.bgc","D02","SCBI","SCBI_045",NA,"2017-07-17T15:46Z","NEON.DOC.014048vJ","SCBI_045-M-34-2-20170717",NA,"SCBI_045-M-34-2-20170717","M","2017-07-17T19:16Z","2017-07-20T14:05Z",2.19,12.26,10.62,0.195,0.837,NA,"asmith@BattelleEcology.org",NA
"3aa1cd33-a260-46fe-9ec5-7e6e906f870a","SCBI_003.basePlot.bgc","D02","SCBI","SCBI_003",NA,"2017-07-17T16:30Z","NEON.DOC.014048vJ","SCBI_003-M-39.5-7-20170717",NA,"SCBI_003-M-39.5-7-20170717","M","2017-07-17T19:16Z","2017-07-20T14:05Z",2.19,12.29,9.48,0.385,0.722,NA,"asmith@BattelleEcology.org",NA
"91b01d5f-bafc-4d8b-a65f-dedebb70c84d","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004",NA,"2017-07-17T17:29Z","NEON.DOC.014048vJ","SCBI_004-M-4-24-20170717",NA,"SCBI_004-M-4-24-20170717","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.17,12.18,10.16,0.253,0.798,NA,"asmith@BattelleEcology.org",NA
"911abed1-e352-4521-b529-d6a866e2d168","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004",NA,"2017-07-17T19:10Z","NEON.DOC.014048vJ","SCBI_004-M-37.5-32.5-20170717",NA,"SCBI_004-M-37.5-32.5-20170717","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.15,12.23,10.19,0.254,0.798,NA,"asmith@BattelleEcology.org",NA
"35a4c1fd-e01b-442f-bd85-4a66378d10c1","SCBI_004.basePlot.bgc","D02","SCBI","SCBI_004",NA,"2017-07-17T20:05Z","NEON.DOC.014048vJ","SCBI_004-M-32-15.5-20170717",NA,"SCBI_004-M-32-15.5-20170717","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.14,12.2,10.38,0.221,0.819,NA,"asmith@BattelleEcology.org",NA
"a0404a29-8ce9-4837-b812-7a253fc8f564","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-07-17T21:19Z","NEON.DOC.014048vJ","SCBI_006-M-35-0-20170717",NA,"SCBI_006-M-35-0-20170717","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.15,12.22,10.9,0.151,0.869,NA,"asmith@BattelleEcology.org",NA
"46c779c3-69df-45a9-87f2-5574a0c41b21","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-07-17T22:05Z","NEON.DOC.014048vJ","SCBI_006-M-7-31-20170717",NA,"SCBI_006-M-7-31-20170717","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.17,12.24,10.7,0.181,0.847,NA,"asmith@BattelleEcology.org",NA
"8cc3cda0-76c0-4278-97dc-e490c42aa163","SCBI_006.basePlot.bgc","D02","SCBI","SCBI_006",NA,"2017-07-17T22:44Z","NEON.DOC.014048vJ","SCBI_006-M-35-25.5-20170717",NA,"SCBI_006-M-35-25.5-20170717","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.14,12.16,10.87,0.148,0.871,NA,"asmith@BattelleEcology.org",NA
"b42a7549-9c0d-4dab-859e-741076985f79","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-07-18T11:52Z","NEON.DOC.014048vJ","SCBI_008-M-14-31-20170718",NA,"SCBI_008-M-14-31-20170718","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.13,12.13,10.37,0.214,0.824,NA,"asmith@BattelleEcology.org",NA
"cce9821d-e3bb-4eb7-992a-0198c8dd6447","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-07-18T12:34Z","NEON.DOC.014048vJ","SCBI_008-M-0.5-16-20170718",NA,"SCBI_008-M-0.5-16-20170718","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.17,12.25,10.21,0.254,0.798,NA,"asmith@BattelleEcology.org",NA
"c0d33004-2d14-4548-a79c-e9c139ae570f","SCBI_008.basePlot.bgc","D02","SCBI","SCBI_008",NA,"2017-07-18T13:15Z","NEON.DOC.014048vJ","SCBI_008-M-35.5-17.5-20170718",NA,"SCBI_008-M-35.5-17.5-20170718","M","2017-07-18T15:05Z","2017-07-20T16:25Z",2.14,12.16,10.19,0.245,0.803,NA,"asmith@BattelleEcology.org",NA
"5f84662a-1342-4b90-82b0-ba8860391498","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067",NA,"2017-07-19T12:15Z","NEON.DOC.014048vJ","SCBI_067-M-5-34.5-20170719",NA,"SCBI_067-M-5-34.5-20170719-SM","M","2017-07-19T21:20Z","2017-07-24T11:45Z",2.19,12.2,10.18,0.253,0.798,NA,"asmith@BattelleEcology.org",NA
"202493dd-744f-41ce-a474-9583a0a5032c","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067",NA,"2017-07-19T13:00Z","NEON.DOC.014048vJ","SCBI_067-M-34-20-20170719",NA,"SCBI_067-M-34-20-20170719","M","2017-07-19T21:20Z","2017-07-24T11:45Z",2.17,12.17,9.55,0.355,0.738,NA,"asmith@BattelleEcology.org",NA
"6c15c6ff-221e-4e40-86de-aff9b5c4203c","SCBI_067.basePlot.bgc","D02","SCBI","SCBI_067",NA,"2017-07-19T13:37Z","NEON.DOC.014048vJ","SCBI_067-M-35.5-12.5-20170719",NA,"SCBI_067-M-35.5-12.5-20170719","M","2017-07-19T21:20Z","2017-07-24T11:45Z",2.17,12.17,10.01,0.276,0.784,NA,"asmith@BattelleEcology.org",NA
"d5deabdc-cd42-408e-9d66-5fb3e68a3609","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-07-19T13:42Z","NEON.DOC.014048vJ","SCBI_012-M-38-14-20170719",NA,"SCBI_012-M-38-14-20170719","M","2017-07-19T21:20Z","2017-07-24T11:45Z",2.16,12.17,11.02,0.13,0.885,NA,"asmith@BattelleEcology.org",NA
"4f65432b-308c-432d-9048-1cb8aa937e57","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-07-19T14:35Z","NEON.DOC.014048vJ","SCBI_012-M-39.5-36.5-20170719",NA,"SCBI_012-M-39.5-36.5-20170719","M","2017-07-19T21:20Z","2017-07-24T11:45Z",2.14,12.14,10.89,0.143,0.875,NA,"asmith@BattelleEcology.org",NA
"85177997-420b-47c6-8dd1-df8c3456ff45","SCBI_047.basePlot.bgc","D02","SCBI","SCBI_047",NA,"2017-07-19T14:43Z","NEON.DOC.014048vJ","SCBI_047-M-22-0-20170719",NA,"SCBI_047-M-22-0-20170719","M","2017-07-19T21:20Z","2017-07-24T11:45Z",2.15,12.16,9.93,0.287,0.777,NA,"asmith@BattelleEcology.org",NA
"81a96f2d-82f8-4e67-9a04-24d6241cf5de","SCBI_012.basePlot.bgc","D02","SCBI","SCBI_012",NA,"2017-07-19T15:32Z","NEON.DOC.014048vJ","SCBI_012-M-4.5-34-20170719",NA,"SCBI_012-M-4.5-34-20170719","M","2017-07-19T21:20Z","2017-07-24T11:45Z",2.14,12.15,11.02,0.127,0.887,NA,"asmith@BattelleEcology.org",NA
