"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","geodeticDatum","decimalLatitude","decimalLongitude","coordinateUncertainty","elevation","elevationUncertainty","samplingProtocolVersion","collectDate","subplotID","sampleType","samplingMethod","sampleCondition","vstTag","tagID","individualID","taxonID","scientificName","plantStatus","clipCellNumber","clipID","clipLength","clipWidth","percentCoverClip","toxicodendronPossible","sampleID","sampleCode","subsample1Height","subsample2Height","subsample3Height","chlorophyllSampleID","chlorophyllSampleCode","chlorophyllSampleCondition","collectedBy","recordedBy","remarks","dataQF"
"1c2e45de-7f86-42cc-9dc3-a697606b75b3","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","evergreenForest","WGS84",17.972441,-66.871318,20.1,177.6,0.1,"NEON.DOC.001024vE","2018-04-27T16:25Z","31","Woody individual","pole pruner",NA,"N","08786Z","NEON.PLA.D04.GUAN.08786Z","COKR","Coccoloba krugii Lindau","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=","A00000007252",3.7,NA,NA,"xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++VH0Npb4O/1E=","B00000013120",NA,"amegill@battelleecology.org","amegill@battelleecology.org","",NA
"ab61e3b1-86ca-462a-adee-2a03af3cef2b","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","evergreenForest","WGS84",17.967743,-66.8643,20.1,124.8,0.14,"NEON.DOC.001024vE","2018-04-30T13:50Z","23","Woody individual","pole pruner",NA,"Y","08289","NEON.PLA.D04.GUAN.08289","BUSI","Bursera simaruba (L.) Sarg.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=","A00000005676",5.7,NA,NA,"xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOVPKIftTr4kE=","B00000013148",NA,"amegill@battelleecology.org","amegill@battelleecology.org","",NA
"d3a6d313-5aa0-4a41-b543-c2a04db5fbb0","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","evergreenForest","WGS84",17.967743,-66.8643,20.1,124.8,0.14,"NEON.DOC.001024vE","2018-04-30T14:19Z","23","Woody individual","pole pruner",NA,"Y","01201","NEON.PLA.D04.GUAN.01201","PIAL3","Pisonia albida (Heimerl) Britton ex Standl.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=","A00000005677",2.8,0.4,NA,"xIqeKa1cF5xOrWWSAns41AVTeBtlBodS1la5liPmXmS+h4imiTVvng==","B00000013147",NA,"amegill@battelleecology.org","amegill@battelleecology.org","",NA
"b9d527b1-65dc-4789-aa1c-5c3c8d035246","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","evergreenForest","WGS84",17.967743,-66.8643,20.1,124.8,0.14,"NEON.DOC.001024vE","2018-04-30T14:23Z","23","Woody individual","pole pruner",NA,"Y","01211","NEON.PLA.D04.GUAN.01211","BUBU","Bucida buceras L.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=","A00000007236",5,NA,NA,"xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLIRaaEx/mons=","B00000013119",NA,"amegill@battelleecology.org","amegill@battelleecology.org","",NA
"e4fc8e18-b1f0-4000-8c7c-03400f39cc8a","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","evergreenForest","WGS84",17.96911,-66.864276,20.1,132.5,0.13,"NEON.DOC.001024vE","2018-05-01T15:14Z","21","Woody individual","pole pruner",NA,"Y","3365","NEON.PLA.D04.GUAN.03365","PIAL3","Pisonia albida (Heimerl) Britton ex Standl.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=","A00000005679",4.1,NA,NA,"xIqeKa1cF5wQKeCfvLWXTiz29J8MM1yk2gSLx97r7wA8CI/ptsgb/A==","B00000013145",NA,"amegill@battelleecology.org","gtavarez@battelleecology.org",NA,NA
"4ea9796c-2648-4854-b333-0eaff28a9971","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","evergreenForest","WGS84",17.96911,-66.864276,20.1,132.5,0.13,"NEON.DOC.001024vE","2018-05-01T15:20Z","21","Woody individual","pole pruner",NA,"Y","5593","NEON.PLA.D04.GUAN.05593","BUSI","Bursera simaruba (L.) Sarg.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=","A00000005678",4.2,NA,NA,"xIqeKa1cF5wb8aZre4hFDZNYcieXCGMympjnKbl0xDE=","B00000013146",NA,"amegill@battelleecology.org","gtavarez@battelleecology.org",NA,NA
"9735d161-2ccd-4e68-9c52-5f0c40da0837","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","evergreenForest","WGS84",17.96911,-66.864276,20.1,132.5,0.13,"NEON.DOC.001024vE","2018-05-01T16:08Z","21","Woody individual","pole pruner",NA,"Y","3369","NEON.PLA.D04.GUAN.03369","BUBU","Bucida buceras L.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=","A00000005680",4.7,NA,NA,"xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVR+pSoY6tUuA=","B00000013144",NA,"amegill@battelleecology.org","gtavarez@battelleecology.org",NA,NA
"2894dcc4-22a1-4735-81da-9a60bf8a146a","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","evergreenForest","WGS84",17.968744,-66.880447,20.2,164.3,0.24,"NEON.DOC.001024vE","2018-05-02T12:08Z","31","Woody individual","pole pruner",NA,"Y","4171","NEON.PLA.D04.GUAN.04171","BUSI","Bursera simaruba (L.) Sarg.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=","A00000007239",5.1,NA,NA,"xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACgc/e9IEfj2s=","B00000013104",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"ff3f3d64-456f-4f84-939e-4f133f8265cf","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","evergreenForest","WGS84",17.968744,-66.880447,20.2,164.3,0.24,"NEON.DOC.001024vE","2018-05-02T12:25Z","31","Woody individual","pole pruner",NA,"Y","4181","NEON.PLA.D04.GUAN.04181","PIAL3","Pisonia albida (Heimerl) Britton ex Standl.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9YGACYUvroDA=","A00000007240",3,NA,NA,"xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9L20pEkDImJMWUChmmM3Kyw==","B00000013102",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"b855d251-25a7-4c0a-8467-677215d43849","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","evergreenForest","WGS84",17.968744,-66.880447,20.2,164.3,0.24,"NEON.DOC.001024vE","2018-05-02T12:57Z","31","Woody individual","pole pruner",NA,"Y","4185","NEON.PLA.D04.GUAN.04185","BUSI","Bursera simaruba (L.) Sarg.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWoKdFND3pnKw=","A00000007254",2.6,NA,NA,"xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWsp5C/2oueRI=","B00000013103",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"a5a445cf-a09b-454a-8e8e-bf52cf17281f","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","evergreenForest","WGS84",17.963818,-66.875668,20.2,101.3,0.26,"NEON.DOC.001024vE","2018-05-02T13:49Z","31","Woody individual","pole pruner",NA,"Y","4232","NEON.PLA.D04.GUAN.04232","BUSI","Bursera simaruba (L.) Sarg.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZ7pL+xCNZ2cM=","A00000007238",3.2,NA,NA,"xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZjPdAiU+2Rtw=","B00000013106",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"51d922fa-bb26-411d-9e10-f61805ae3ef4","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","evergreenForest","WGS84",17.963818,-66.875668,20.2,101.3,0.26,"NEON.DOC.001024vE","2018-05-02T13:58Z","31","Woody individual","pole pruner",NA,"Y","4234","NEON.PLA.D04.GUAN.04234","GUOF","Guaiacum officinale L.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=","A00000007253",3.9,NA,NA,"xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+o7lMODdkH7I=","B00000013105",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"c62d9036-78b6-4231-80bc-00cff0597d31","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","evergreenForest","WGS84",17.963818,-66.875668,20.2,101.3,0.26,"NEON.DOC.001024vE","2018-05-02T14:04Z","31","Woody individual","pole pruner",NA,"Y","4227","NEON.PLA.D04.GUAN.04227","BUBU","Bucida buceras L.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=","A00000007237",3.5,NA,NA,"xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bEnxF+X+5CAk=","B00000013107",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"1a4bbaf9-b3cc-41f6-8452-1234d38af7d7","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","evergreenForest","WGS84",17.97943,-66.867833,20.1,116.5,0.1,"NEON.DOC.001024vE","2018-05-02T15:54Z","31","Woody individual","pole pruner",NA,"Y","4695","NEON.PLA.D04.GUAN.04695","ACFA","Acacia farnesiana (L.) Willd.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKo/3jPW7xmlE=","",4.3,NA,NA,"xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKisEroHpX8h4=","B00000013143",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"d7f7d051-a6bf-49c9-9f39-0015f54df527","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","evergreenForest","WGS84",17.97943,-66.867833,20.1,116.5,0.1,"NEON.DOC.001024vE","2018-05-02T16:26Z","31","Woody individual","clippers",NA,"Y","4561","NEON.PLA.D04.GUAN.04561","JAFL","Jasminum fluminense Vell.","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPhFkhQo8lUOA=","",2.9,NA,NA,"xIqeKa1cF5zndmx1vcsWkkLyDyi82MtP4teqWaU3El4=","B00000013142",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"21251493-aff9-45c6-aa9d-2b7249a80b53","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","evergreenForest","WGS84",17.97943,-66.867833,20.1,116.5,0.1,"NEON.DOC.001024vE","2018-05-02T16:52Z","31","Woody individual","clippers",NA,"Y","4632","NEON.PLA.D04.GUAN.04632","ACRE4","Acacia retusa (Jacq.) Howard","OK",NA,NA,NA,NA,NA,NA,"xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZ1iaHOWDU3LI=","",1.7,NA,NA,"xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZCptC2idX1LoEgDL69i1KeQ==","B00000013141",NA,"tvelazquez-rojas@battelleecology.org","amegill@battelleecology.org",NA,NA
"00638695-ff41-4750-ace0-f8168d9edf92","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","deciduousForest","WGS84",45.82204,-90.089055,20.2,506,0.3,"NEON.DOC.001024vD","2017-08-23T13:15Z","31","Woody individual","line launcher",NA,"Y","03116A","NEON.PLA.D05.STEI.03116A","BEPA","Betula papyrifera Marshall","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDd+RNR5CtzZY=",NA,14.4,NA,NA,"VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDeM78farWaYI=",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"8c92e2a6-3f08-4a81-86a7-15a0e940d57d","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","deciduousForest","WGS84",45.82204,-90.089055,20.2,506,0.3,"NEON.DOC.001024vD","2017-08-23T14:46Z","31","Woody individual","line launcher",NA,"Y","03112","NEON.PLA.D05.STEI.03112","OSVI","Ostrya virginiana (Mill.) K. Koch","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlH3Rj4eVGgvc=",NA,4.7,NA,NA,"VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlQ4kygBIvg00=",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"a4d54b73-a954-41f7-879a-037e77bd8270","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","deciduousForest","WGS84",45.82204,-90.089055,20.2,506,0.3,"NEON.DOC.001024vD","2017-08-23T15:20Z","31","Woody individual","line launcher",NA,"Y","03102","NEON.PLA.D05.STEI.03102","TIAM","Tilia americana L.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZeUmxfA7e+TI=",NA,13.7,NA,NA,"VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZKsksfVbp+Gg=",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"b9638fd5-d4c7-45ec-b272-110fb925b784","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","deciduousForest","WGS84",45.826444,-90.086211,20.2,500,0.35,"NEON.DOC.001024vD","2017-08-23T16:13Z","31","Woody individual","line launcher",NA,"Y","00225","NEON.PLA.D05.STEI.00225","QURU","Quercus rubra L.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4+6lBdLENy0w=",NA,8.4,NA,NA,"VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE44dRozMf3PeM=",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"42cc9a04-9ac0-417a-a6a0-c2ce5a782d6d","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","deciduousForest","WGS84",45.826444,-90.086211,20.2,500,0.35,"NEON.DOC.001024vD","2017-08-23T16:56Z",NA,"Woody individual","",NA,"Y","05358","NEON.PLA.D05.STEI.05358","FRAM2","Fraxinus americana L.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNcwfo4c4at4EvEpB77Zdui9T4sVECWcfBY=",NA,11.1,NA,NA,"VIe0/2w3fNcwfo4c4at4EvEpB77Zdui9v1Osdipw5mQ/348c3FuAYA==",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"c3857c80-6098-4576-ac9a-12e276991ebe","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","deciduousForest","WGS84",45.826444,-90.086211,20.2,500,0.35,"NEON.DOC.001024vD","2017-08-23T17:19Z","31","Woody individual","line launcher",NA,"Y","05344","NEON.PLA.D05.STEI.05344","ACSA3","Acer saccharum Marshall","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNdCm3V4fTqlu8JOhUG2fiaRB06o7bssB+s=",NA,9.1,NA,NA,"VIe0/2w3fNdCm3V4fTqlu8JOhUG2fiaRElOV5dnRxAbAfw7l0T1/pQ==",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"46bce16a-ad8c-47df-acd8-ca0d377ef5ab","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","deciduousForest","WGS84",45.793823,-90.05393,20.2,517.4,0.3,"NEON.DOC.001024vD","2017-08-23T18:37Z",NA,"Woody individual","line launcher",NA,"Y","05149","NEON.PLA.D05.STEI.05149","QURU","Quercus rubra L.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5sTDhQYQBiRn0=",NA,22.2,NA,NA,"VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5s9WSP2g1LZBw=",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"eb9a925f-5c74-4914-b161-1f2b39c6b830","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","deciduousForest","WGS84",45.793823,-90.05393,20.2,517.4,0.3,"NEON.DOC.001024vD","2017-08-23T19:40Z","31","Woody individual","line launcher",NA,"Y","05168","NEON.PLA.D05.STEI.05168","FRPE","Fraxinus pennsylvanica Marshall","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNdfUv4vjjWHezSjApQWs26PZzIgyJrHYCk=",NA,22.6,NA,NA,"VIe0/2w3fNdfUv4vjjWHezSjApQWs26P+7bjZxUujZs=",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"a22b2b1c-1c59-41ff-9052-54cdc8ec542a","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","deciduousForest","WGS84",45.793823,-90.05393,20.2,517.4,0.3,"NEON.DOC.001024vD","2017-08-23T21:39Z","31","Woody individual","",NA,"Y","05150","NEON.PLA.D05.STEI.05150","ACSA3","Acer saccharum Marshall","Physically damaged",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd+XWsEZeBUeY=",NA,17.1,NA,NA,"VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd65mDh0osLofEiclDgLRZeA==",NA,NA,"kmcmahon@neoninc.org","kstyers@battelleecology.org","",NA
"7cbc6313-13df-44f5-b88f-744835203fbe","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","mixedForest","WGS84",45.802507,-90.06211,20.2,499.7,0.47,"NEON.DOC.001024vD","2017-08-24T14:13Z","31","Woody individual","line launcher",NA,"Y","05374","NEON.PLA.D05.STEI.05374","PINUS","Pinus sp.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNdJfITAZNCzsooYD0OwZokAoF32VNTKLpM=",NA,13.5,NA,NA,"VIe0/2w3fNdJfITAZNCzsooYD0OwZokAx0qxd5A4qW4=",NA,NA,"kmcmahon@neoninc.org","akantola@battelleecology.org","",NA
"86a713b5-ee40-4eff-b297-123fed0a638b","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","mixedForest","WGS84",45.802507,-90.06211,20.2,499.7,0.47,"NEON.DOC.001024vD","2017-08-24T14:15Z","31","Woody individual","line launcher",NA,"Y","05382","NEON.PLA.D05.STEI.05382","QUMA2","Quercus macrocarpa Michx.","Other damage",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNhPrQV1lWKNs=",NA,12.5,NA,NA,"VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaN/r2DCV/OKl5HAxqdWcJ35A==",NA,NA,"kmcmahon@neoninc.org","akantola@battelleecology.org","",NA
"665efbb9-55a3-4fbe-8fed-60dde285006a","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","mixedForest","WGS84",45.802507,-90.06211,20.2,499.7,0.47,"NEON.DOC.001024vD","2017-08-24T14:16Z","31","Woody individual","line launcher",NA,"Y","05383","NEON.PLA.D05.STEI.05383","ABBA","Abies balsamea (L.) Mill.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8as4BcvO/EM4Rg=",NA,11.9,NA,NA,"VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8ase8G+gCirX+U=",NA,NA,"kmcmahon@neoninc.org","akantola@battelleecology.org","",NA
"5c68838e-a06f-4a7c-9a11-fcff7d6e1785","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","deciduousForest","WGS84",45.508883,-89.588327,20.2,474.5,0.17,"NEON.DOC.001024vD","2017-08-28T14:54Z","21","Woody individual","pole pruner",NA,"Y","02200","NEON.PLA.D05.STEI.02200","POTR5","Populus tremuloides Michx.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTKazl3Wg7T4A=",NA,6.5,NA,NA,"VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTl1iPHLgLTVMjtX4s/xUyHA==",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","",NA
"eabdac5b-2cf9-4a4a-9240-f5154ff5c52a","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","deciduousForest","WGS84",45.508883,-89.588327,20.2,474.5,0.17,"NEON.DOC.001024vD","2017-08-28T15:08Z","23","Woody individual","pole pruner",NA,"Y","05598","NEON.PLA.D05.STEI.05598","QURU","Quercus rubra L.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNebL06shWhPji2SF1yB8s00UNM/Y0EFZxk=",NA,7.1,NA,NA,"VIe0/2w3fNebL06shWhPji2SF1yB8s007GwidSR8kBw=",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","",NA
"a2a94039-362b-4c39-b809-972de70e6b90","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","deciduousForest","WGS84",45.508883,-89.588327,20.2,474.5,0.17,"NEON.DOC.001024vD","2017-08-28T15:28Z","23","Woody individual","pole pruner",NA,"Y","05600","NEON.PLA.D05.STEI.05600","ABBA","Abies balsamea (L.) Mill.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiauYkqOsksHAE=",NA,6.2,3,NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiah07es/d6cNw=",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","Sample 2 for LMA collected on 20170905",NA
"96364d51-abf9-42bc-a08d-bdeeba387645","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T15:56Z","21","Woody individual","pole pruner",NA,"Y","01587","NEON.PLA.D05.STEI.01587","TSCA","Tsuga canadensis (L.) Carrière","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNebmhW80rzpS881KI92y62T7Ti7hhlPfBw=",NA,7.2,5.8,NA,"VIe0/2w3fNebmhW80rzpS881KI92y62TuD2aSVnH5CE=",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","Sample 2 for LMA collected on 20170905",NA
"1f10d590-0e8e-43bc-a61f-6af8a05e067c","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T16:06Z","23","Woody individual","pole pruner",NA,"Y","01771","NEON.PLA.D05.STEI.01771","POTR5","Populus tremuloides Michx.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9PCWG2SaZNuk=",NA,7,NA,NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl971GbZ0m6oGYz9K7tFTpKRQ==",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","",NA
"754ff183-6f7e-4c59-9db1-457f919f35e4","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T16:32Z","23","Woody individual","pole pruner",NA,"Y","01778","NEON.PLA.D05.STEI.01778","ACRU","Acer rubrum L.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZEGq5DoNVT6Y=",NA,7.5,NA,NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZfbxkMw/tuNU=",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","ACRU not ABBA",NA
"e9dd4bdc-93ea-4125-9673-f11e4f502f7a","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T16:44Z","39","Woody individual","pole pruner",NA,"Y","01670","NEON.PLA.D05.STEI.01670","TSCA","Tsuga canadensis (L.) Carrière","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZfEC47VgkERw=",NA,7.2,5.7,NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZ6dgQ6irx4/M=",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","Sample 2 for LMA collected on 20170905",NA
"61183374-3b2c-4228-ab50-6da3a2f8d1ec","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T16:51Z","39","Woody individual","pole pruner",NA,"Y","01338","NEON.PLA.D05.STEI.01338","POTR5","Populus tremuloides Michx.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGrDl/vLip/Pg=",NA,6.7,NA,NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGyz7BnJ8LDfA2wZK3U5ixiA==",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","",NA
"a4f2421a-e713-48fe-9854-d3dda1a2c9a3","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T17:02Z","23","Woody individual","pole pruner",NA,"Y","01452","NEON.PLA.D05.STEI.01452","TSCA","Tsuga canadensis (L.) Carrière","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwG6g8WryoXKs=",NA,4.4,5.6,NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwSJbXfLrarlE=",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","Sample 2 for LMA collected on 20170905",NA
"7d8d8a7a-b671-45b5-8f75-23284e7a3b00","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","deciduousForest","WGS84",45.506757,-89.58706,20.2,472.4,0.27,"NEON.DOC.001024vD","2017-08-28T17:28Z","21","Woody individual","pole pruner",NA,"Y","01753","NEON.PLA.D05.STEI.01753","ABBA","Abies balsamea (L.) Mill.","OK",NA,NA,NA,NA,NA,NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKT8hAEs+3C/Ng=",NA,4.4,3.5,NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKTyGz1DtlXdYI=",NA,NA,"kmcmahon@neoninc.org","kpalo@battelleecology.org","Sample 2 for LMA collected on 20170905",NA
