"uid","namedLocation","domainID","siteID","plotType","sampleID","sampleCode","collectDate","lmaSampleID","lmaSampleCode","lmaSampleCondition","scanDate","scannedBy","freshMass","ovenStartDate","ovenEndDate","dryMass","weighedBy","scannedLeafNumber","leafArea","percentGreen","leafMassPerArea","dryMassFraction","measuredBy","remarks","dataQF"
"f734cb80-5044-4778-9cd0-6a7e51681971","GUAN_003.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBlmQHM/GjOGU=","A00000007243","2018-04-27T13:14Z","xIqeKa1cF5wMpbmu91XFc/mrtqEJApmB1ZwC57VmMepWMXQ6jKOdRw==","A00000005909","OK","2018-04-27T15:47Z","tvelazquez-rojas@battelleecology.org",6.38,"2018-04-27T15:55Z","2018-05-04T16:26Z",1.96,"tvelazquez-rojas@battelleecology.org",12,24186.5,100,81,0.307,"tvelazquez-rojas@battelleecology.org","",NA
"9e9a1a92-1452-4c1b-a5d2-803ca6444b19","GUAN_003.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5w1nHnXZJaXrn135RaJdyucJQgfIA9El9U=","A00000007241","2018-04-27T13:33Z","xIqeKa1cF5w1nHnXZJaXrn135RaJdyuceLNQUAcex2M=","A00000005910","OK","2018-04-27T16:27Z","tvelazquez-rojas@battelleecology.org",5.27,"2018-04-27T16:27Z","2018-05-04T17:22Z",1.8,"tvelazquez-rojas@battelleecology.org",15,21577.9,100,83.4,0.342,"tvelazquez-rojas@battelleecology.org","",NA
"33bc2c11-5946-475e-a556-5327a3ece864","GUAN_003.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNVO1lR8omq1I=","A00000007242","2018-04-27T13:54Z","xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNTF5nrzEPNms=","A00000005776","OK","2018-04-27T16:15Z","tvelazquez-rojas@battelleecology.org",3.05,"2018-04-27T16:15Z","2018-05-04T17:14Z",1.25,"tvelazquez-rojas@battelleecology.org",9,13809.5,100,90.5,0.41,"tvelazquez-rojas@battelleecology.org","",NA
"76e94370-ffe4-4d7e-9c6d-54c9a10c5dac","GUAN_010.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtgx/WU/6i1rs=","A00000005674","2018-04-27T14:35Z","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtjWaNmb0RvTinjdOMlnKUlQ==","A00000005915","OK","2018-04-27T17:56Z","tvelazquez-rojas@battelleecology.org",5.74,"2018-04-27T18:09Z","2018-05-07T16:46Z",2.46,"lapontediaz@battelleecology.org",10,16855.9,100,145.9,0.429,"amegill@battelleecology.org","",NA
"fddd2217-5e2c-4f24-af12-4d5d3afae706","GUAN_010.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=","A00000005675","2018-04-27T15:45Z","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSNy/xlLYmnGc=","A00000005916","OK","2018-04-27T18:32Z","tvelazquez-rojas@battelleecology.org",3.47,"2018-04-27T18:48Z","2018-05-07T17:03Z",1.95,"lapontediaz@battelleecology.org",9,11404.7,100,171,0.562,"amegill@battelleecology.org","",NA
"a6203fcc-eaa3-4fce-afe3-658ea14600f4","GUAN_010.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=","A00000007252","2018-04-27T16:25Z","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++xPqQWD/ZG98=","A00000005914","OK","2018-04-27T18:19Z","tvelazquez-rojas@battelleecology.org",5.79,"2018-04-27T18:26Z","2018-05-07T17:04Z",1.43,"lapontediaz@battelleecology.org",21,9040.5,100,158.2,0.247,"amegill@battelleecology.org","",NA
"7c670211-2836-4bc7-8eb5-a7ebf9d96f09","GUAN_049.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=","A00000005676","2018-04-30T13:50Z","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOopZO7eCuMqc=","A00000005812","OK","2018-04-30T18:25Z","tvelazquez-rojas@battelleecology.org",4.21,"2018-04-30T18:32Z","2018-05-07T17:12Z",0.91,"lapontediaz@battelleecology.org",3,21534.7,100,42.3,0.216,"lapontediaz@battelleecology.org","",NA
"6e7915ef-a8e4-4814-8732-3cf741c60303","GUAN_049.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=","A00000005677","2018-04-30T14:19Z","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSJ74HH9S2eTi12CFAhZy/AQ==","A00000005811","OK","2018-04-30T18:13Z","tvelazquez-rojas@battelleecology.org",7.67,"2018-04-30T18:19Z","2018-05-07T17:14Z",2.6,"lapontediaz@battelleecology.org",8,30586.1,100,85,0.339,"lapontediaz@battelleecology.org","",NA
"7eafaf3f-f5ee-491d-87ff-189409385c5d","GUAN_049.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=","A00000007236","2018-04-30T14:23Z","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLlmkovQ4D3r4=","A00000005810","OK","2018-04-30T18:04Z","tvelazquez-rojas@battelleecology.org",3.42,"2018-04-30T18:08Z","2018-05-07T17:06Z",1.69,"lapontediaz@battelleecology.org",25,14465.8,100,116.8,0.494,"lapontediaz@battelleecology.org","",NA
"4318960e-8686-4990-8932-74eaeb29a2d5","GUAN_048.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=","A00000005679","2018-05-01T15:14Z","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykRTJJoMWxE94fInvxE6VHkA==","A00000005917","OK","2018-05-01T21:42Z","tvelazquez-rojas@battelleecology.org",6.47,"2018-05-01T21:42Z","2018-05-07T17:22Z",1.98,"lapontediaz@battelleecology.org",8,24535.8,100,80.7,0.306,"lapontediaz@battelleecology.org","",NA
"03d4f0f4-59a6-43a7-b6d5-de8a44b6880f","GUAN_048.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=","A00000005678","2018-05-01T15:20Z","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMy5WO802DaoP8=","A00000005918","OK","2018-05-02T10:43Z","tvelazquez-rojas@battelleecology.org",4.38,"2018-05-02T10:43Z","2018-05-07T17:17Z",0.9,"lapontediaz@battelleecology.org",2,23057.8,100,39,0.205,"lapontediaz@battelleecology.org","",NA
"ad29c161-8d90-4d99-a609-0eced8199fae","GUAN_048.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=","A00000005680","2018-05-01T16:08Z","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVgwT04AI9DTs=","A00000005919","OK","2018-05-02T10:27Z","tvelazquez-rojas@battelleecology.org",6.37,"2018-05-02T10:27Z","2018-05-07T17:21Z",2.87,"lapontediaz@battelleecology.org",25,23663.8,100,121.3,0.451,"lapontediaz@battelleecology.org","",NA
"1d25e06c-f36d-435d-9200-920c2985c4a2","GUAN_005.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=","A00000007239","2018-05-02T12:08Z","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACTpxhrr7UVks=","A00000005818","OK","2018-05-03T13:41Z","tvelazquez-rojas@battelleecology.org",3.61,"2018-05-03T13:42Z","2018-05-07T17:24Z",0.91,"lapontediaz@battelleecology.org",4,18426.9,100,49.4,0.252,"lapontediaz@battelleecology.org","",NA
"ac68272b-f2d6-43c7-9802-7d27493b19ff","GUAN_005.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9YGACYUvroDA=","A00000007240","2018-05-02T12:25Z","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9dTwFrUsXf+V8UJl6Pc84pg==","A00000005817","OK","2018-05-03T13:05Z","tvelazquez-rojas@battelleecology.org",5.21,"2018-05-03T13:11Z","2018-05-07T17:02Z",1.51,"lapontediaz@battelleecology.org",15,21270.3,100,71,0.29,"lapontediaz@battelleecology.org","",NA
"bcd7e477-374d-4be6-a2a1-c458b993d098","GUAN_005.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWoKdFND3pnKw=","A00000007254","2018-05-02T12:57Z","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWW1j0SgEdp12U=","A00000005813","OK","2018-05-03T12:41Z","tvelazquez-rojas@battelleecology.org",4.13,"2018-05-03T12:41Z","2018-05-07T17:10Z",0.97,"tvelazquez-rojas@battelleecology.org",3,21080.1,100,46,0.235,"tvelazquez-rojas@battelleecology.org","",NA
"8c9e86a1-2c58-4586-83b6-8e441d022bfa","GUAN_006.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZ7pL+xCNZ2cM=","A00000007238","2018-05-02T13:49Z","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZALkHmWzXtdI=","A00000005816","OK","2018-05-02T18:30Z","tvelazquez-rojas@battelleecology.org",3.78,"2018-05-02T18:31Z","2018-05-07T16:52Z",0.99,"lapontediaz@battelleecology.org",4,76335.5,100,13,0.262,"lapontediaz@battelleecology.org","",NA
"2b3021b6-eab9-4cdc-a938-40ce5235cc27","GUAN_006.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=","A00000007253","2018-05-02T13:58Z","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+JZCGsbWIaeE=","A00000005814","OK","2018-05-02T18:23Z","tvelazquez-rojas@battelleecology.org",4.31,"2018-05-02T18:23Z","2018-05-07T16:49Z",2.23,"lapontediaz@battelleecology.org",5,68707.7,100,32.5,0.517,"lapontediaz@battelleecology.org","",NA
"1bbcd72e-8a56-47ba-8efe-f57533749378","GUAN_006.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=","A00000007237","2018-05-02T14:04Z","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34biooLyIgyda0=","A00000005815","OK","2018-05-02T18:09Z","tvelazquez-rojas@battelleecology.org",4.56,"2018-05-02T18:09Z","2018-05-07T16:53Z",2.24,"lapontediaz@battelleecology.org",28,89328.2,100,25.1,0.491,"lapontediaz@battelleecology.org","",NA
"47fa86b5-4ab7-4074-b49e-6b3d4871cd7d","GUAN_009.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKo/3jPW7xmlE=","","2018-05-02T15:54Z","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKZOSTZwcrrjY=","A00000005821","OK","2018-05-03T14:38Z","tvelazquez-rojas@battelleecology.org",0.49,"2018-05-03T14:45Z","2018-05-07T17:18Z",0.23,"lapontediaz@battelleecology.org",1,2233.5,100,103,0.469,"lapontediaz@battelleecology.org","Treated as needles",NA
"9a89cc7e-3165-4234-8367-a680607ea3e0","GUAN_009.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPhFkhQo8lUOA=","","2018-05-02T16:26Z","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPpEs3AFx1ZNc=","A00000005819","OK","2018-05-03T13:55Z","tvelazquez-rojas@battelleecology.org",3.58,"2018-05-03T14:02Z","2018-05-07T16:57Z",1.47,"lapontediaz@battelleecology.org",10,16842,100,87.3,0.411,"lapontediaz@battelleecology.org","",NA
"2233b7d2-2955-4ddc-93d7-9eb08a90e050","GUAN_009.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZ1iaHOWDU3LI=","","2018-05-02T16:52Z","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZo3eUt7+VG1W1BUwbPH5IEw==","A00000005820","OK","2018-05-03T14:15Z","tvelazquez-rojas@battelleecology.org",1.4,"2018-05-03T14:17Z","2018-05-07T16:58Z",0.59,"lapontediaz@battelleecology.org",4,10145.8,100,58.2,0.421,"lapontediaz@battelleecology.org","",NA
"98b9ce73-d3d9-43b4-83d0-76fbb43ed665","STEI_009.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDd+RNR5CtzZY=",NA,"2017-08-23T13:15Z","VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCD/0M+jSeLrR0=",NA,"OK","2017-08-25T17:32Z","akantola@battelleecology.org",3.41,"2017-08-28T18:00Z","2017-08-30T14:38Z",1.336,"gadamski@battelleecology.org",13,24227,100,55.1,0.392,NA,NA,NA
"1c384405-0111-4bd4-8d8f-f22829600b15","STEI_009.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlH3Rj4eVGgvc=",NA,"2017-08-23T14:46Z","VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPl0pZ29jhKW4o=",NA,"OK","2017-08-25T17:12Z","akantola@battelleecology.org",1.86,"2017-08-28T18:00Z","2017-08-30T13:44Z",1.014,"gadamski@battelleecology.org",11,25151.6,100,40.3,0.545,NA,NA,NA
"f68eb9f8-48a9-4345-8c77-bd8c03cb2434","STEI_009.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZeUmxfA7e+TI=",NA,"2017-08-23T15:20Z","VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZaz6MIOpUdOc=",NA,"OK","2017-08-25T17:20Z","akantola@battelleecology.org",3.51,"2017-08-28T18:00Z","2017-08-30T14:26Z",1.446,"gadamski@battelleecology.org",2,21289.8,100,67.9,0.412,NA,NA,NA
"43b7dfc1-82d6-4b5e-9515-f37f1d889427","STEI_005.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4+6lBdLENy0w=",NA,"2017-08-23T16:13Z","VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4s6tciNedU2U=",NA,"OK","2017-08-25T14:13Z","akantola@battelleecology.org",3.33,"2017-08-28T18:00Z","2017-08-30T14:34Z",1.596,"gadamski@battelleecology.org",5,21887,100,72.9,0.479,NA,NA,NA
"d3b7ebdd-e0c1-4100-81e2-703fb22d1555","STEI_005.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNcwfo4c4at4EvEpB77Zdui9T4sVECWcfBY=",NA,"2017-08-23T16:56Z","VIe0/2w3fNcwfo4c4at4EvEpB77Zdui9J4dR7E5t4nbxBoUDdv4L2Q==",NA,"OK","2017-08-25T14:28Z","akantola@battelleecology.org",4.29,"2017-08-28T18:00Z","2017-08-30T14:36Z",1.982,"gadamski@battelleecology.org",1,28306.7,100,70,0.462,NA,NA,NA
"82969824-6b7b-4cdc-9dfd-d9d47eaba059","STEI_005.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNdCm3V4fTqlu8JOhUG2fiaRB06o7bssB+s=",NA,"2017-08-23T17:19Z","VIe0/2w3fNdCm3V4fTqlu8JOhUG2fiaRI5IB2MZ+6DhGhkJKThV5dQ==",NA,"OK","2017-08-25T14:54Z","akantola@battelleecology.org",2.59,"2017-08-28T18:00Z","2017-08-30T14:23Z",1.341,"gadamski@battelleecology.org",5,20871.4,100,64.3,0.518,NA,NA,NA
"3b167680-f958-4b6f-909a-64654825d494","STEI_007.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5sTDhQYQBiRn0=",NA,"2017-08-23T18:37Z","VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5s2E+JFVgBHh0=",NA,"OK","2017-08-25T15:13Z","akantola@battelleecology.org",2.47,"2017-08-28T18:00Z","2017-08-30T14:05Z",1.18,"gadamski@battelleecology.org",1,10170.1,100,116,0.478,NA,NA,NA
"53560315-c9dd-4890-964c-ecb115248a9c","STEI_007.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNdfUv4vjjWHezSjApQWs26PZzIgyJrHYCk=",NA,"2017-08-23T19:40Z","VIe0/2w3fNdfUv4vjjWHezSjApQWs26PMvQKmDjsKN0=",NA,"OK","2017-08-25T15:19Z","akantola@battelleecology.org",3.14,"2017-08-28T18:00Z","2017-08-30T14:07Z",1.698,"gadamski@battelleecology.org",1,16324.5,100,104,0.541,NA,NA,NA
"94f43dfb-0541-4145-8f8a-2e633eae131a","STEI_007.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd+XWsEZeBUeY=",NA,"2017-08-23T21:39Z","VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd66Gg7OQZG1MkvucDDfMZgw==",NA,"OK","2017-08-25T15:50Z","akantola@battelleecology.org",2.85,"2017-08-28T18:00Z","2017-08-30T14:08Z",1.916,"gadamski@battelleecology.org",3,19787.6,100,96.8,0.672,NA,NA,NA
"303e3a0f-97e9-4661-add0-a5c94b42dd05","STEI_008.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNdJfITAZNCzsooYD0OwZokAoF32VNTKLpM=",NA,"2017-08-24T14:13Z","VIe0/2w3fNdJfITAZNCzsooYD0OwZokA5MhcXySJUDY=",NA,"OK","2017-08-25T16:38Z","akantola@battelleecology.org",3.07,"2017-08-28T18:00Z","2017-08-30T14:00Z",1.536,"gadamski@battelleecology.org",33,6423.9,100,239,0.5,NA,NA,NA
"e92eddd8-b3ca-49be-bc74-1b801a1a8e46","STEI_008.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNhPrQV1lWKNs=",NA,"2017-08-24T14:15Z","VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNsRUAIeeSeMTCFZMWPmhSLQ==",NA,"OK","2017-08-25T16:15Z","akantola@battelleecology.org",4.51,"","2017-08-30T13:58Z",2.105,"gadamski@battelleecology.org",5,22038.5,100,95.5,0.467,NA,NA,NA
"d149a9e1-7ca6-4325-96b4-c297dda1c1d0","STEI_008.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8as4BcvO/EM4Rg=",NA,"2017-08-24T14:16Z","VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8asLe6V0vjpBkY=",NA,"OK","2017-08-25T16:53Z","akantola@battelleecology.org",0.49,"2017-08-28T18:00Z","2017-08-30T14:03Z",0.217,"gadamski@battelleecology.org",75,1453.9,100,149.1,0.442,NA,NA,NA
"d6b31c76-6a16-4327-b490-ba7aeda225d0","STEI_059.basePlot.cfc","D05","STEI","tower","VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTKazl3Wg7T4A=",NA,"2017-08-28T14:54Z","VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTxoMCbGRbVL+ztRg7F3Ty4A==",NA,"OK","2017-08-31T17:20Z","kmcmahon@neoninc.org",3.16,"2017-08-31T08:30Z","2017-09-11T18:14Z",1.514,"tmiller@battelleecology.org",15,20064.4,100,75.5,0.479,NA,NA,NA
"db84eb74-d6f9-4330-8077-52fc6a619a9d","STEI_059.basePlot.cfc","D05","STEI","tower","VIe0/2w3fNebL06shWhPji2SF1yB8s00UNM/Y0EFZxk=",NA,"2017-08-28T15:08Z","VIe0/2w3fNebL06shWhPji2SF1yB8s00ENtXC6looeQ=",NA,"OK","2017-08-31T17:10Z","kmcmahon@neoninc.org",3.48,"2017-08-31T08:30Z","2017-09-11T18:15Z",1.574,"tmiller@battelleecology.org",2,17288.5,100,91.1,0.452,NA,NA,NA
"a4b6da70-29d8-4b6f-8add-33c7fefeefe2","STEI_047.basePlot.cfc","D05","STEI","tower","VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9PCWG2SaZNuk=",NA,"2017-08-28T16:06Z","VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9pFkudoJi4+FZcT8DBOnlPw==",NA,"OK","2017-08-31T17:07Z","kmcmahon@neoninc.org",3.28,"2017-08-31T08:30Z","2017-09-11T19:37Z",1.392,"tmiller@battelleecology.org",15,20052.1,100,69.4,0.424,NA,NA,NA
"bfdfaf75-210b-4f49-ba3e-95d20f2e2339","STEI_047.basePlot.cfc","D05","STEI","tower","VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZEGq5DoNVT6Y=",NA,"2017-08-28T16:32Z","VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZZ7NEsDOvUzs=",NA,"OK","2017-08-31T17:00Z","kmcmahon@neoninc.org",2.71,"2017-08-31T08:30Z","2017-09-11T18:13Z",1.167,"tmiller@battelleecology.org",6,16312.9,100,71.6,0.431,NA,NA,NA
"d805e303-85d8-4dd7-a4aa-47b4dc11b428","STEI_053.basePlot.cfc","D05","STEI","tower","VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGrDl/vLip/Pg=",NA,"2017-08-28T16:51Z","VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGZuWGR4STUZ9ZxDQ7yrc1zA==",NA,"OK","2017-08-31T17:24Z","kmcmahon@neoninc.org",3.95,"2017-08-31T08:30Z","2017-09-11T18:08Z",1.715,"tmiller@battelleecology.org",11,20681.7,100,82.9,0.434,NA,NA,NA
"4473a844-cce4-4426-9e1a-57885cc9ac41","STEI_060.basePlot.cfc","D05","STEI","tower","VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/hHeH7OKvAxI=",NA,"2017-08-28T17:29Z","VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/JS0c06r4p0dnukANKQHCYA==",NA,"OK","2017-08-31T17:54Z","kmcmahon@neoninc.org",3.58,"2017-08-31T08:30Z","2017-09-11T18:11Z",1.828,"tmiller@battelleecology.org",12,20794.8,100,87.9,0.511,NA,NA,NA
"2a26c805-df1f-4a1e-a0f2-3f325a13360d","STEI_060.basePlot.cfc","D05","STEI","tower","VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFc5Yg5mi4D1k=",NA,"2017-08-28T17:45Z","VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFDZ8l9zJ/TgI1A6DIor71Tg==",NA,"OK","2017-08-31T16:38Z","kmcmahon@neoninc.org",3.81,"2017-08-31T08:30Z","2017-09-11T17:00Z",1.99,"tmiller@battelleecology.org",8,31161.1,100,63.9,0.522,NA,NA,NA
"61d0f17c-4b8c-4b29-a6d5-f0fb6d80b2b9","STEI_021.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNcalzjkVwBhmldGEhUSkkljwAkHGnBLeDU=",NA,"2017-08-28T20:06Z","VIe0/2w3fNcalzjkVwBhmldGEhUSkkljZxFnqin3ic8xW4ouy+Rb/Q==",NA,"OK","2017-08-31T16:49Z","kmcmahon@neoninc.org",4.8,"2017-08-31T08:30Z","2017-09-11T17:47Z",2.005,"tmiller@battelleecology.org",7,26931.8,100,74.4,0.418,NA,NA,NA
"917a3dd1-bfdd-4f21-94da-25fc8b13d685","STEI_021.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCOXw14m2mbvw=",NA,"2017-08-28T20:22Z","VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCWb79TgGrcBF78qTag7OiXQ==",NA,"OK","2017-08-30T16:44Z","kmcmahon@neoninc.org",4.05,"2017-08-31T08:30Z","2017-09-11T16:55Z",1.615,"tmiller@battelleecology.org",5,27529.8,100,58.7,0.399,NA,NA,NA
"ae932670-775e-4c98-878c-8e25abb8d087","STEI_021.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNcalzjkVwBhmg1MmhmwySLj5mT3KSE11uo=",NA,"2017-08-28T20:34Z","VIe0/2w3fNcalzjkVwBhmg1MmhmwySLjqF9JSZ0nnveX09pA1luqbg==",NA,"OK","2017-08-31T16:41Z","kmcmahon@neoninc.org",4.87,"2017-08-31T08:30Z","2017-09-11T18:02Z",2.255,"tmiller@battelleecology.org",6,24642.3,100,91.5,0.463,NA,NA,NA
"4a9aa7fd-b3c1-4834-a502-252e48d06eea","STEI_003.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGo8BLiyROlYQw=",NA,"2017-08-29T13:46Z","VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGoQbsYg0O1uLKZ9K3dEjA75A==",NA,"OK","2017-08-31T07:15Z","kmcmahon@neoninc.org",4.554,"2017-08-31T08:30Z","2017-09-11T16:50Z",1.906,"tmiller@battelleecology.org",10,20469.1,100,93.1,0.418,NA,NA,NA
"8c56d236-4d60-43cd-a3ca-b2fabf06c886","STEI_003.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpcxcMuwwiLjc=",NA,"2017-08-29T14:32Z","VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpU/nMP4F4X/25vv5ftXh9Zg==",NA,"OK","2017-08-31T07:22Z","kmcmahon@neoninc.org",3.35,"2017-08-31T08:30Z","2017-09-11T16:47Z",1.548,"tmiller@battelleecology.org",5,22038.7,100,70.2,0.462,NA,NA,NA
"89ac253c-87e8-4028-9ad3-b4ccc3e0b937","STEI_003.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxOZJ/R4N1T8g=",NA,"2017-08-29T15:21Z","VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxqSAFBhO7dOM=",NA,"OK","2017-08-31T07:31Z","kmcmahon@neoninc.org",2.914,"2017-08-31T08:30Z","2017-09-11T16:52Z",1.231,"tmiller@battelleecology.org",4,21380.7,100,57.6,0.423,NA,NA,NA
"b8eb85ad-26bc-4d2f-b392-bd7fabb138fb","STEI_006.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnv3sKGslRn+s=",NA,"2017-08-29T16:17Z","VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnCTbj+Q5RbXONtOUMe9mTIQ==",NA,"OK","2017-08-31T07:50Z","kmcmahon@neoninc.org",3.679,"2017-08-31T08:30Z","2017-09-11T18:00Z",1.68,"tmiller@battelleecology.org",8,20042.1,100,83.8,0.457,NA,NA,NA
"8aef4985-ad97-4948-a63b-1d5c192d4d59","STEI_006.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRR90xtbj4w4Go=",NA,"2017-08-29T16:50Z","VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRRkY528M1aOiE=",NA,"OK","2017-08-31T08:10Z","kmcmahon@neoninc.org",3.632,"2017-08-31T08:30Z","2017-09-11T16:58Z",1.407,"tmiller@battelleecology.org",7,23935.7,100,58.8,0.387,NA,NA,NA
"01f8b989-c6de-4186-bfde-3ed6c51530de","STEI_006.basePlot.cfc","D05","STEI","distributed","VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7OHNdhjlaZOp0=",NA,"2017-08-29T17:23Z","VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7O03n6KiZMYdk=",NA,"OK","2017-08-31T20:00Z","kmcmahon@neoninc.org",2.815,"2017-08-31T20:30Z","2017-09-11T17:59Z",1.21,"tmiller@battelleecology.org",6,25821.1,100,46.9,0.43,NA,NA,NA
