"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","ligninSampleID","ligninSampleBarcode","collectDate","analysisDate","analyticalRepNumber","dryMass","digestVolume","foliarPhosphorusConc","foliarPotassiumConc","foliarCalciumConc","foliarMagnesiumConc","foliarSulfurConc","foliarManganeseConc","foliarIronConc","foliarCopperConc","foliarBoronConc","foliarZincConc","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"fd69c83f-1bc7-488d-b0bd-52a86a9c3d4d","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mgWWU03lRxBFgfLUPZ46Kxd2ZaSaiyzcFI=",NA,"njZEDkTA4mgWWU03lRxBFgfLUPZ46KxdoB624BiYrmM=",NA,"2016-06-06T15:45Z","2016-09-08",1,0.454,50,0.15,0.6,0.38,0.118,0.135,332.6,67.5,4.4,33.5,19.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"ab8332c0-0ec3-4c53-a923-5ea3fbb56aa0","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mhMd38hmJ6sFsk82htc7y964/KMIjLZiyo=",NA,"njZEDkTA4mhMd38hmJ6sFsk82htc7y960VZ0mZrLtcYo70m7eKzdQQ==",NA,"2016-06-06T16:20Z","2016-09-08",1,0.481,50,0.15,1.944,0.279,0.257,0.152,389.5,71.6,102.3,68.8,16.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"4cab5a27-7831-4abb-b783-c1fc1a373aa5","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mhKOtXkRIPFhBzxgTIuGg/UEsL+4Cxpym4=",NA,"njZEDkTA4mhKOtXkRIPFhBzxgTIuGg/U8Rehg5sWpB8=",NA,"2016-06-06T16:41Z","2016-09-08",1,0.477,50,0.187,0.784,0.51,0.13,0.148,620.2,48.8,3.7,64.8,15.4,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"f3b87a58-5efa-40bb-b5fb-d4a391cfad73","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRp3WXJNHhA4qA7q9yG8Vst2k=",NA,"njZEDkTA4misW8k1uxtRp3WXJNHhA4qA9gdUumpPpZk=",NA,"2016-06-06T18:20Z","2016-09-08",1,0.452,50,0.174,0.973,1.375,0.299,0.186,269.4,184.1,7.6,63.8,22.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"86674d75-4e08-46d5-be4e-d2c9ad779404","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRpy9/eUO9pznT5fFy9saRSxU=",NA,"njZEDkTA4misW8k1uxtRpy9/eUO9pznTPCylfyGODf8=",NA,"2016-06-06T19:26Z","2016-09-08",1,0.463,50,0.18,1.973,1.515,0.385,0.185,269.1,77.4,375.9,55.2,20,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"c2b7b9f5-72b0-4b9f-b417-5479b22f0c9c","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRpzWzzKfDITo68siBvvkbZRg=",NA,"njZEDkTA4misW8k1uxtRpzWzzKfDITo61itvhNIKBcU=",NA,"2016-06-06T19:48Z","2016-09-08",1,0.475,50,0.143,1.07,1.406,0.375,0.185,256,52.2,5.6,56.7,20.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"6ccf4b3b-5a07-4a2f-b586-38a894d76bcb","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mjbtTUzmCeqwiL+6A/GgsOBQF/CTTu2F5Y=",NA,"njZEDkTA4mjbtTUzmCeqwiL+6A/GgsOB4myuzQr4mLw=",NA,"2016-06-06T20:26Z","2016-09-08",1,0.47,50,0.077,0.376,0.055,0.047,0.074,83.9,94.9,1.4,38.5,9.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"cd35433b-e85c-4f95-961b-a6587213ecac","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","njZEDkTA4mjZGSPmEY3U4r56QTRz50sl+NE/grsCEPQ=",NA,"njZEDkTA4mjZGSPmEY3U4r56QTRz50slcm8C9qdCNGA=",NA,"2016-06-06T20:45Z","2016-09-08",1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough sample for analysis","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"fd15ffee-082d-4cf3-a160-5952be9841b0","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mgfENts4k6kSGBRN0EHeml9l4DjKXTfk+o=",NA,"njZEDkTA4mgfENts4k6kSGBRN0EHeml9zL9oo/ptNCCQNszn5wmeng==",NA,"2016-06-06T20:50Z","2016-09-08",1,0.326,50,0.347,3.317,0.337,0.29,0.215,435.6,89.8,148.9,52.3,152,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"7a96ef42-c458-4377-96d3-da74cedc796b","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mhH0X6U0MuB7VRO6eeyZWaniKGDpJXh+Ds=",NA,"njZEDkTA4mhH0X6U0MuB7VRO6eeyZWan/UzEjSgMl5M=",NA,"2016-06-06T21:00Z","2016-09-08",1,0.471,50,0.117,0.368,0.119,0.049,0.099,106.9,38,0.4,38.5,14.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"c18a2054-eb41-4bd6-9a8f-d2957c65aea0","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","njZEDkTA4mhsCFFRaj0x+KMq0RVoHlbqS8Q3jqKZbmc=",NA,"njZEDkTA4mhsCFFRaj0x+KMq0RVoHlbqlzf085+aSrs=",NA,"2016-06-06T21:05Z","2016-09-08",1,0.474,50,0.17,2.148,0.691,0.227,0.15,991.5,66.6,89.2,60.2,107,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"b1e38fd2-74bd-489a-941b-11d872b2d82f","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","njZEDkTA4mhR8rGbSsJLb6cukeMvremZBtGbGGiAx4k=",NA,"njZEDkTA4mhR8rGbSsJLb6cukeMvremZOpcCpVaMLzI=",NA,"2016-06-07T11:05Z","2016-09-08",1,0.323,50,0.17,0.942,0.322,0.149,0.171,217.9,79.5,10.2,0.2,26.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"f19bbf4d-d5fe-450e-9df8-36d812a04095","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","njZEDkTA4mhR8rGbSsJLbyKHqRDc/lGtzlnIdO9QBQ0=",NA,"njZEDkTA4mhR8rGbSsJLbyKHqRDc/lGt6cxMdIA/y04=",NA,"2016-06-07T11:35Z","2016-09-08",1,0.473,50,0.15,1.751,0.308,0.313,0.143,324.3,55.1,89.8,53.2,28.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"9c5acc11-8f42-462c-8078-8360639a86b8","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","njZEDkTA4mi6lNVtRg00eNWwyQgddzDi5F2NTGiJEVc=",NA,"njZEDkTA4mi6lNVtRg00eNWwyQgddzDijWqYY5Y7hpAnzmyUTgVPWg==",NA,"2016-06-07T11:52Z","2016-09-08",1,0.479,50,0.17,0.989,0.191,0.127,0.179,65.8,39.7,6.3,43.5,11.5,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"4298a61b-cf51-4080-8b1f-cabbff1b50b8","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","njZEDkTA4mgDz3melY7dfQNMRUGLJr7nQVOoadhQsgI=",NA,"njZEDkTA4mgDz3melY7dfQNMRUGLJr7n65EpJpWSNSR4e1Nt8Os9HA==",NA,"2016-06-07T14:25Z","2016-09-08",1,0.468,50,0.123,0.877,0.484,0.196,0.162,798.4,62,7,71.4,16.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"b5c3d43a-b4fd-41f4-bb60-9e9c925c8dbc","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","njZEDkTA4mgiCY3WEM5lM9N5JGr0HKviPCjIMG8pBsc=",NA,"njZEDkTA4mgiCY3WEM5lM9N5JGr0HKvielsYcvc95KgQsb7EiHdbxw==",NA,"2016-06-07T15:15Z","2016-09-08",1,0.471,50,0.118,2.027,0.521,0.357,0.147,515,46.3,92.3,45,27.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"227518ca-4c68-4da1-b1b2-8a3caa6df60f","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","njZEDkTA4mh0yr9ydy7qRZC0Ve+IWGQeEwpl4eZtpAg=",NA,"njZEDkTA4mh0yr9ydy7qRZC0Ve+IWGQetbsjovkTUKo=",NA,"2016-06-07T16:45Z","2016-09-08",1,0.412,50,0.189,1.219,0.866,0.284,0.158,2051.8,61.8,5.3,68.8,168.9,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"67fc5658-6b65-46b8-aef5-77e93ab03aba","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","njZEDkTA4mgDIL0BcS2yRYGrNGyARpIhjrXOu1tJWWs=",NA,"njZEDkTA4mgDIL0BcS2yRYGrNGyARpIhcdANtl8HYuQ=",NA,"2016-06-07T18:40Z","2016-09-08",1,0.455,50,0.11,0.428,0.239,0.059,0.102,230.1,45.4,1.4,67.7,22.4,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"9e7e0bd2-1df7-48a5-8a56-4b2075288022","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","njZEDkTA4mijb1oR1IwLWxivLK0WHZulG6IAdSLWObY=",NA,"njZEDkTA4mijb1oR1IwLWxivLK0WHZul8XWOEUV/cfjy6h9Ba4B7bQ==",NA,"2016-06-07T18:55Z","2016-09-08",1,0.438,50,0.331,2.501,0.406,0.154,0.201,853.5,74,98,64,162.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"a89a39f3-af0e-4dc8-b344-2cbdfc11d845","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","njZEDkTA4mijQdJIkfYasnD2h9naC7vbsLiMy4Go8XA=",NA,"njZEDkTA4mijQdJIkfYasnD2h9naC7vb4kJ4aTft1rY=",NA,"2016-06-07T19:52Z","2016-09-08",1,0.476,50,0.102,0.412,0.171,0.043,0.081,381.8,45.2,0.4,51,14.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"beb01d56-6c30-4d1a-a1b2-578d9e5af3d7","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","njZEDkTA4mgzibdydw4wIWlntUakjAYfiR8XOwNE4WU=",NA,"njZEDkTA4mgzibdydw4wIWlntUakjAYfu1KjU8UJwsE=",NA,"2016-06-08T11:30Z","2016-09-08",1,0.475,50,0.107,2.448,0.422,0.256,0.1,979,37.7,97,45.5,15.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"22aa1f74-12ce-4efc-a95c-3f03c61fa6a4","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","njZEDkTA4mgzibdydw4wIeucmC/7uRrENi3KhXAJaso=",NA,"njZEDkTA4mgzibdydw4wIeucmC/7uRrEXoff6UkUWgE=",NA,"2016-06-08T12:00Z","2016-09-08",1,0.475,50,0.116,0.589,0.489,0.177,0.126,1141.9,50.5,8,45.3,24.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"c0d122f0-6b30-41b6-9005-cfeea38fefad","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","njZEDkTA4mhSgYo6Ispo/+wm2QqCMyjIwgQhpNfyK0k=",NA,"njZEDkTA4mhSgYo6Ispo/+wm2QqCMyjILI8M3GRQFPQBiMb/Aszxfw==",NA,"2016-06-08T12:35Z","2016-09-08",1,0.479,50,0.124,0.824,0.232,0.137,0.154,846.9,45.8,4.7,61.7,15.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"6b067885-75c1-47f0-81c8-5fc3b547f654","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","njZEDkTA4mjRs6rw/tqfQrsycEHIOS06GZYymlMz4Ng=",NA,"njZEDkTA4mjRs6rw/tqfQrsycEHIOS06VVk5BGcLpHA=",NA,"2016-06-08T14:08Z","2016-09-08",1,0.455,50,0.141,1.587,1.078,0.279,0.212,446.7,738.2,13.5,69.5,27,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"65fe121d-1d09-4e14-ae3f-928dc688d7b3","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","njZEDkTA4mjRs6rw/tqfQjEUL/lUbiPpO270Dwr8qbI=",NA,"njZEDkTA4mjRs6rw/tqfQjEUL/lUbiPpO0hSHK/mXPo=",NA,"2016-06-08T14:30Z","2016-09-08",1,0.469,50,0.147,2.231,1.05,0.232,0.191,597.8,63.5,298.8,59.5,16.6,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"09f3a7b2-20b5-4bf6-bd38-30b57dc50137","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","njZEDkTA4mgheRG5xpV4KhBLjPaOVb3QRxFs/QPRWXk=",NA,"njZEDkTA4mgheRG5xpV4KhBLjPaOVb3QqjRBgHWYD5E=",NA,"2016-06-08T14:50Z","2016-09-08",1,0.196,50,0.128,0.662,0.701,0.138,0.153,1309.7,85.7,1.8,116.1,20.7,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"475b0d4d-c8ee-4c89-8a7b-99b6a8987c2c","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","njZEDkTA4mjM8NaA5tPYPfIlPRzbOoiPURsnDbqK3bo=",NA,"njZEDkTA4mjM8NaA5tPYPfIlPRzbOoiPKZgJKtB7pOM=",NA,"2016-06-08T16:20Z","2016-09-08",1,0.466,50,0.094,0.423,0.33,0.142,0.131,313.6,98.1,1.2,65.3,9.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"9a348541-fb98-4a2b-9ca8-0d5d1cc3ea86","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","njZEDkTA4mjM8NaA5tPYPTLeca1Mq+PzxxOKRi4CuWA=",NA,"njZEDkTA4mjM8NaA5tPYPTLeca1Mq+Pz3o8caW1FNo8=",NA,"2016-06-08T17:10Z","2016-09-08",1,0.471,50,0.142,2.2,1.31,0.247,0.219,302.5,70.7,103.2,49.9,21.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"71cda4f0-84d6-45e0-9b07-f65de72537fb","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","njZEDkTA4mjM8NaA5tPYPaQ7DDpwljfAx1IeI64tYbU=",NA,"njZEDkTA4mjM8NaA5tPYPaQ7DDpwljfAOdzmNzc0ZtA=",NA,"2016-06-08T17:28Z","2016-08-26",1,0.475,50,0.171,1.118,1.015,0.241,0.186,322.7,54.8,10.3,12.9,14.5,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"5264b6b8-9d5f-4d1c-8f1c-a0abc5d23e4d","GRSM_059.basePlot.cfc","D07","GRSM","GRSM_059","tower","njZEDkTA4mi2wT7cGdhmi5Lr4Z1iZftb/3tUYPPiG1s=",NA,"njZEDkTA4mi2wT7cGdhmi5Lr4Z1iZftb2zy6kg7ixMs=",NA,"2016-06-08T19:15Z","2016-09-08",1,0.3,50,0.152,3.625,0.732,0.383,0.169,859.3,117.7,154.9,99.8,24.7,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"1cf4d39e-e59a-4f84-a110-10a6a92dc1a8","GRSM_059.basePlot.cfc","D07","GRSM","GRSM_059","tower","njZEDkTA4mhSkwoOwiHBfi3eADDSK5dn2593+eGblCA=",NA,"njZEDkTA4mhSkwoOwiHBfi3eADDSK5dnQyIY/qrGGlrJa77Fwh7+3A==",NA,"2016-06-08T19:23Z","2016-09-08",1,0.492,50,0.145,0.922,0.438,0.125,0.118,595.8,46.2,2.6,61.5,11.7,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"eb0e6eb0-9bea-4507-b6b7-1c18f3755c42","GRSM_059.basePlot.cfc","D07","GRSM","GRSM_059","tower","njZEDkTA4miyJmItRR7bb7aiJUAknLgxEH5ZLS2fNts=",NA,"njZEDkTA4miyJmItRR7bb7aiJUAknLgxaGlCwU4QrJE=",NA,"2016-06-08T19:36Z","2016-08-26",1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough sample for analysis","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"5cde062d-47ef-48e1-b41a-3f2fe6ef75e7","GRSM_060.basePlot.cfc","D07","GRSM","GRSM_060","tower","njZEDkTA4miMFdcBeh0bEOgw31WI67a7yHvkNb4kF7g=",NA,"njZEDkTA4miMFdcBeh0bEOgw31WI67a7vhg7cOUuERE=",NA,"2016-06-08T20:18Z","2016-09-08",1,0.482,50,0.128,1.844,0.607,0.27,0.127,1515.7,78.6,87.9,77.8,112.6,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"17261159-fe5f-48eb-8831-41f6fb1c046b","GRSM_060.basePlot.cfc","D07","GRSM","GRSM_060","tower","njZEDkTA4miVPiZgajsajJyGU2VGb4wd83wgTn1x/fk=",NA,"njZEDkTA4miVPiZgajsajJyGU2VGb4wdDtBob3ph7L8=",NA,"2016-06-08T20:42Z","2016-09-08",1,0.466,50,0.124,0.732,0.369,0.119,0.132,378.5,55.1,4.4,51.6,23.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"b594b365-7259-4bad-b3fd-8a46fc8a9343","GRSM_060.basePlot.cfc","D07","GRSM","GRSM_060","tower","njZEDkTA4miMFdcBeh0bEOqlK9WNlal4RGubN/vzi2w=",NA,"njZEDkTA4miMFdcBeh0bEOqlK9WNlal4X0MOt0/mr94=",NA,"2016-06-08T21:00Z","2016-08-26",1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough sample for analysis","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"9135274e-edf9-460c-8e28-f38d9f92a2a7","GRSM_055.basePlot.cfc","D07","GRSM","GRSM_055","tower","njZEDkTA4mhD9kQrWDZIDvJvaLn77OC7SBzRm0z+5K4=",NA,"njZEDkTA4mhD9kQrWDZIDvJvaLn77OC7NC/dJenrVkhR0WaeGZHaPg==",NA,"2016-06-09T11:50Z","2016-09-08",1,0.466,50,0.134,1.058,0.48,0.154,0.15,138.9,60.7,5.9,61.8,22.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"59389667-b5f2-4271-9301-f46a42af1636","GRSM_055.basePlot.cfc","D07","GRSM","GRSM_055","tower","njZEDkTA4mhD9kQrWDZIDrGPgXD9DL+LpOToDDpR1pU=",NA,"njZEDkTA4mhD9kQrWDZIDrGPgXD9DL+LZOXlw5lls5/KH44UcPLnVQ==",NA,"2016-06-09T12:10Z","2016-09-08",1,0.478,50,0.15,2.334,0.542,0.22,0.191,555.8,56.2,78.8,55.3,14.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"2eba8732-5715-46e6-8408-76d1e19996c0","GRSM_055.basePlot.cfc","D07","GRSM","GRSM_055","tower","njZEDkTA4mhTZe2wh2y3jx++gacbnFugxvjdpiPqzvI=",NA,"njZEDkTA4mhTZe2wh2y3jx++gacbnFugScdGbKwuQPY=",NA,"2016-06-09T12:28Z","2016-08-26",1,0.476,50,0.159,1.38,1.762,0.369,0.186,280.5,50.5,9.4,32.6,17.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
