"uid","namedLocation","domainID","siteID","plotID","setDate","collectDate","processingDate","massSampleIDList","massSampleMixtureID","cnSampleID","cnSampleCode","ligninSampleID","ligninSampleBarcode","archiveSampleID","archiveSampleBarcode","toxicodendronPossible","remarks","processedBy"
"90d77876-0abd-4040-8abf-3fd6701c443f","HARV_037.basePlot.ltr","D01","HARV","HARV_037","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV037292.20181015.NDL|NEON.LTR.HARV037849.20181015.NDL","NEON.LTR.HARV037.20181015.NDL","NEON.LTR.HARV037.20181015.NDL.CN","A00000032791","NEON.LTR.HARV037.20181015.NDL.LIG","A00000032786","NEON.LTR.HARV037.20181015.NDL.AR","A00000032750",NA,NA,"opiscitelli@battelleecology.org"
"08bed7d9-3fa0-479b-891d-ccb0f27315d6","HARV_052.basePlot.ltr","D01","HARV","HARV_052","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV052314.20181015.NDL|NEON.LTR.HARV052902.20181015.NDL","NEON.LTR.HARV052.20181015.NDL","NEON.LTR.HARV052.20181015.NDL.CN","A00000032741","NEON.LTR.HARV052.20181015.NDL.LIG","A00000032775","NEON.LTR.HARV052.20181015.NDL.AR","A00000032768",NA,NA,"opiscitelli@battelleecology.org"
"ea7ee8ab-853a-4107-b465-3268bcec5e68","HARV_033.basePlot.ltr","D01","HARV","HARV_033","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV033397.20181015.NDL|NEON.LTR.HARV033209.20181015.NDL","NEON.LTR.HARV033.20181015.NDL","NEON.LTR.HARV033.20181015.NDL.CN","A00000032749","NEON.LTR.HARV033.20181015.NDL.LIG","A00000032835","NEON.LTR.HARV033.20181015.NDL.AR","A00000032823",NA,NA,"opiscitelli@battelleecology.org"
"8a65ea97-1f6c-454c-9925-ad0d43afe05f","HARV_043.basePlot.ltr","D01","HARV","HARV_043","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV043007.20181015.LVS|NEON.LTR.HARV043550.20181015.LVS","NEON.LTR.HARV043.20181015.LVS","NEON.LTR.HARV043.20181015.LVS.CN","A00000032797","NEON.LTR.HARV043.20181015.LVS.LIG","A00000032761","NEON.LTR.HARV043.20181015.LVS.AR","A00000032767",NA,NA,"opiscitelli@battelleecology.org"
"76f4922b-2082-4e48-af9a-8e6c85679edf","HARV_051.basePlot.ltr","D01","HARV","HARV_051","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV051361.20181015.NDL|NEON.LTR.HARV051571.20181015.NDL","NEON.LTR.HARV051.20181015.NDL","NEON.LTR.HARV051.20181015.NDL.CN","A00000032821","","","","",NA,NA,"opiscitelli@battelleecology.org"
"571a1683-7b4a-4239-801a-599eb86106a6","HARV_051.basePlot.ltr","D01","HARV","HARV_051","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV051361.20181015.LVS|NEON.LTR.HARV051571.20181015.LVS","NEON.LTR.HARV051.20181015.LVS","NEON.LTR.HARV051.20181015.LVS.CN","A00000032832","NEON.LTR.HARV051.20181015.LVS.LIG","A00000032842","NEON.LTR.HARV051.20181015.LVS.AR","A00000032819",NA,NA,"opiscitelli@battelleecology.org"
"f5d22d98-7b31-49b2-8382-f1e27967770d","HARV_045.basePlot.ltr","D01","HARV","HARV_045","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV045201.20181015.NDL|NEON.LTR.HARV045265.20181015.NDL","NEON.LTR.HARV045.20181015.NDL","NEON.LTR.HARV045.20181015.NDL.CN","A00000032753","","","","",NA,NA,"opiscitelli@battelleecology.org"
"38f4acb6-0854-41b9-a380-dd9f2fdbd03a","HARV_038.basePlot.ltr","D01","HARV","HARV_038","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV038363.20181015.NDL|NEON.LTR.HARV038543.20181015.NDL","NEON.LTR.HARV038.20181015.NDL","NEON.LTR.HARV038.20181015.NDL.CN","A00000032771","NEON.LTR.HARV038.20181015.NDL.LIG","A00000032760","","",NA,NA,"opiscitelli@battelleecology.org"
"c913f621-ad18-43c8-bb32-35ba0752161c","HARV_040.basePlot.ltr","D01","HARV","HARV_040","2018-10-01","2018-10-15","2018-10-25","NEON.LTR.HARV040292.20181015.NDL|NEON.LTR.HARV040849.20181015.NDL","NEON.LTR.HARV040.20181015.NDL","NEON.LTR.HARV040.20181015.NDL.CN","A00000032818","NEON.LTR.HARV040.20181015.NDL.LIG","A00000032799","","",NA,NA,"opiscitelli@battelleecology.org"
"aba0e1ff-dc27-4711-9d41-588539203976","HARV_040.basePlot.ltr","D01","HARV","HARV_040","2018-10-01","2018-10-15","2018-10-24","NEON.LTR.HARV040849.20181015.LVS|NEON.LTR.HARV040292.20181015.LVS","NEON.LTR.HARV040.20181015.LVS","NEON.LTR.HARV040.20181015.LVS.CN","AA00000032806","NEON.LTR.HARV040.20181015.LVS.LIG","A00000032744","NEON.LTR.HARV040.20181015.LVS.AR","A00000032764",NA,NA,"opiscitelli@battelleecology.org"
"d3b4e913-6a47-4f59-a809-6db17d3043b5","HARV_034.basePlot.ltr","D01","HARV","HARV_034","2018-10-01","2018-10-16","2018-10-24","NEON.LTR.HARV034608.20181016.NDL|NEON.LTR.HARV034371.20181016.NDL","NEON.LTR.HARV034.20181016.NDL","NEON.LTR.HARV034.20181016.NDL.CN","A00000032758","NEON.LTR.HARV034.20181016.NDL.LIG","A00000032769","NEON.LTR.HARV034.20181016.NDL.AR","A00000032796",NA,NA,"opiscitelli@battelleecology.org"
"bce206ba-0cca-4529-8fdc-97f48be39452","HARV_042.basePlot.ltr","D01","HARV","HARV_042","2018-10-01","2018-10-16","2018-10-24","NEON.LTR.HARV042699.20181016.LVS|NEON.LTR.HARV042858.20181016.LVS","NEON.LTR.HARV042.20181016.LVS","NEON.LTR.HARV042.20181016.LVS.CN","A00000032841","NEON.LTR.HARV042.20181016.LVS.LIG","A00000032752","NEON.LTR.HARV042.20181016.LVS.AR","A00000032831",NA,NA,"opiscitelli@battelleecology.org"
"2a6abf07-2d26-4af5-84ed-12e51587c1eb","HARV_042.basePlot.ltr","D01","HARV","HARV_042","2018-10-01","2018-10-16","2018-10-24","NEON.LTR.HARV042858.20181016.NDL|NEON.LTR.HARV042699.20181016.NDL","NEON.LTR.HARV042.20181016.NDL","NEON.LTR.HARV042.20181016.NDL.CN","A00000032833","NEON.LTR.HARV042.20181016.NDL.LIG","A00000032751","NEON.LTR.HARV042.20181016.NDL.AR","A00000032825",NA,NA,"opiscitelli@battelleecology.org"
"b5311a15-fae3-49e6-a603-e7bc8953cd04","HARV_034.basePlot.ltr","D01","HARV","HARV_034","2018-10-01","2018-10-16","2018-10-24","NEON.LTR.HARV034371.20181016.LVS|NEON.LTR.HARV034608.20181016.LVS","NEON.LTR.HARV034.20181016.LVS","NEON.LTR.HARV034.20181016.LVS.CN","A00000032811","NEON.LTR.HARV034.20181016.LVS.LIG","A00000032812","NEON.LTR.HARV034.20181016.LVS.AR","A00000032792",NA,NA,"opiscitelli@battelleecology.org"
"11f6196c-bc17-4a9a-b695-4ce76fddc283","HARV_047.basePlot.ltr","D01","HARV","HARV_047","2018-10-01","2018-10-16","2018-10-23","NEON.LTR.HARV047947.20181016.LVS|NEON.LTR.HARV047111.20181016.LVS","NEON.LTR.HARV047.20181016.LVS","NEON.LTR.HARV047.20181016.LVS.CN","A00000032762","NEON.LTR.HARV047.20181016.LVS.LIG","A00000032780","NEON.LTR.HARV047.20181016.LVS.AR","A00000032809",NA,NA,"opiscitelli@battelleecology.org"
"fd9bdab1-447e-4b68-9058-c5c2354b750f","HARV_039.basePlot.ltr","D01","HARV","HARV_039","2018-10-01","2018-10-16","2018-10-24","NEON.LTR.HARV039660.20181016.NDL|NEON.LTR.HARV039872.20181016.NDL","NEON.LTR.HARV039.20181016.NDL","NEON.LTR.HARV039.20181016.NDL.CN","A00000032759","NEON.LTR.HARV039.20181016.NDL.LIG","A00000032770","NEON.LTR.HARV039.20181016.NDL.AR","A00000032742",NA,NA,"opiscitelli@battelleecology.org"
"a482c52d-abbc-42d9-801b-08f5c68b9f8f","HARV_044.basePlot.ltr","D01","HARV","HARV_044","2018-10-01","2018-10-16","2018-10-23","NEON.LTR.HARV044111.20181016.LVS|NEON.LTR.HARV044815.20181016.LVS","NEON.LTR.HARV044.20181016.LVS","NEON.LTR.HARV044.20181016.LVS.CN","A00000032783","NEON.LTR.HARV044.20181016.LVS.LIG","A00000032801","NEON.LTR.HARV044.20181016.LVS.AR","A00000032773",NA,NA,"opiscitelli@battelleecology.org"
"29086fb6-27d8-4fe8-a3d8-4cdeb44a46c4","HARV_039.basePlot.ltr","D01","HARV","HARV_039","2018-10-01","2018-10-16","2018-10-23","NEON.LTR.HARV039872.20181016.LVS|NEON.LTR.HARV039660.20181016.LVS","NEON.LTR.HARV039.20181016.LVS","NEON.LTR.HARV039.20181016.LVS.CN","A00000032800","NEON.LTR.HARV039.20181016.LVS.LIG","A00000032787","NEON.LTR.HARV039.20181016.LVS.AR","A00000032757",NA,NA,"opiscitelli@battelleecology.org"
"4f340385-7219-4ae4-b4e5-114e6850e5e4","HARV_044.basePlot.ltr","D01","HARV","HARV_044","2018-10-01","2018-10-16","2018-10-24","NEON.LTR.HARV044815.20181016.NDL|NEON.LTR.HARV044111.20181016.NDL","NEON.LTR.HARV044.20181016.NDL","NEON.LTR.HARV044.20181016.NDL.CN","A00000032790","NEON.LTR.HARV044.20181016.NDL.LIG","A00000032803","","",NA,NA,"opiscitelli@battelleecology.org"
"149cb284-f916-4a02-b1ae-92b602f369fa","SCBI_047.basePlot.ltr","D02","SCBI","SCBI_047","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI047645.20171113.LVS","NEON.LTR.SCBI047.20171113.LVS","NEON.LTR.SCBI047.20171113.LVS.CN",NA,"NEON.LTR.SCBI047.20171113.LVS.LIG",NA,"NEON.LTR.SCBI047.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"f7719cbe-35b3-4b6c-a1b8-9eeeb1d73d22","SCBI_058.basePlot.ltr","D02","SCBI","SCBI_058","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI058354.20171113.LVS","NEON.LTR.SCBI058.20171113.LVS","NEON.LTR.SCBI058.20171113.LVS.CN",NA,"NEON.LTR.SCBI058.20171113.LVS.LIG",NA,"",NA,NA,NA,"jward@battelleecology.org"
"39164405-daa1-4e0d-be53-c598bcca3325","SCBI_056.basePlot.ltr","D02","SCBI","SCBI_056","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI056359.20171113.LVS","NEON.LTR.SCBI056.20171113.LVS","NEON.LTR.SCBI056.20171113.LVS.CN",NA,"NEON.LTR.SCBI056.20171113.LVS.LIG",NA,"NEON.LTR.SCBI056.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"41fcb7fe-d882-448b-aaad-db9b258858b9","SCBI_054.basePlot.ltr","D02","SCBI","SCBI_054","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI054700.20171113.LVS","NEON.LTR.SCBI054.20171113.LVS","NEON.LTR.SCBI054.20171113.LVS.CN",NA,"NEON.LTR.SCBI054.20171113.LVS.LIG",NA,"NEON.LTR.SCBI054.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"054fe637-7a10-49d4-a461-a9462a12d629","SCBI_063.basePlot.ltr","D02","SCBI","SCBI_063","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI063365.20171113.LVS","NEON.LTR.SCBI063.20171113.LVS","NEON.LTR.SCBI063.20171113.LVS.CN",NA,"NEON.LTR.SCBI063.20171113.LVS.LIG",NA,"NEON.LTR.SCBI063.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"69c50bb8-d540-4a16-9467-0a1779486c0e","SCBI_045.basePlot.ltr","D02","SCBI","SCBI_045","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI045196.20171113.LVS|NEON.LTR.SCBI045508.20171113.LVS","NEON.LTR.SCBI045.20171113.LVS","NEON.LTR.SCBI045.20171113.LVS.CN",NA,"NEON.LTR.SCBI045.20171113.LVS.LIG",NA,"NEON.LTR.SCBI045.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"19b47380-ab24-4ebc-9fa1-5735e2f95516","SCBI_048.basePlot.ltr","D02","SCBI","SCBI_048","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI048793.20171113.LVS","NEON.LTR.SCBI048.20171113.LVS","NEON.LTR.SCBI048.20171113.LVS.CN",NA,"NEON.LTR.SCBI048.20171113.LVS.LIG",NA,"NEON.LTR.SCBI048.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"a1fb0651-4528-492e-a8d8-608f36274c47","SCBI_053.basePlot.ltr","D02","SCBI","SCBI_053","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI053256.20171113.LVS","NEON.LTR.SCBI053.20171113.LVS","NEON.LTR.SCBI053.20171113.LVS.CN",NA,"NEON.LTR.SCBI053.20171113.LVS.LIG",NA,"NEON.LTR.SCBI053.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"25a3a1ad-0135-405f-a10a-9c7edda35d34","SCBI_064.basePlot.ltr","D02","SCBI","SCBI_064","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI064907.20171113.LVS","NEON.LTR.SCBI064.20171113.LVS","NEON.LTR.SCBI064.20171113.LVS.CN",NA,"NEON.LTR.SCBI064.20171113.LVS.LIG",NA,"NEON.LTR.SCBI064.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"1c7ef583-1e61-401d-a145-af671276789b","SCBI_066.basePlot.ltr","D02","SCBI","SCBI_066","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI066097.20171113.LVS","NEON.LTR.SCBI066.20171113.LVS","NEON.LTR.SCBI066.20171113.LVS.CN",NA,"NEON.LTR.SCBI066.20171113.LVS.LIG",NA,"NEON.LTR.SCBI066.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"01cf9ab1-5204-4f14-afe6-46caac363b43","SCBI_062.basePlot.ltr","D02","SCBI","SCBI_062","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI062947.20171113.LVS","NEON.LTR.SCBI062.20171113.LVS","NEON.LTR.SCBI062.20171113.LVS.CN",NA,"NEON.LTR.SCBI062.20171113.LVS.LIG",NA,"NEON.LTR.SCBI062.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"47aea12d-72d1-4c37-a7a5-e1a5dc63540e","SCBI_046.basePlot.ltr","D02","SCBI","SCBI_046","2017-10-31","2017-11-13","2018-01-03","NEON.LTR.SCBI046065.20171113.LVS","NEON.LTR.SCBI046.20171113.LVS","NEON.LTR.SCBI046.20171113.LVS.CN",NA,"NEON.LTR.SCBI046.20171113.LVS.LIG",NA,"NEON.LTR.SCBI046.20171113.LVS.AR",NA,NA,NA,"jward@battelleecology.org"
"089e3927-aca6-454f-95ec-9ef8073d7212","GUAN_056.basePlot.ltr","D04","GUAN","GUAN_056","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN056693.20180427.LVS|NEON.LTR.GUAN056062.20180427.LVS","NEON.LTR.GUAN056.20180427.LVS","NEON.LTR.GUAN056.20180427.LVS.CN","A00000007118","NEON.LTR.GUAN056.20180427.LVS.LIG","A00000007120","NEON.LTR.GUAN056.20180427.LVS.AR","A00000007116",NA,NA,"wplaza-muniz@battelleecology.org"
"629041b4-3d17-4828-8ce1-644fa2355e5d","GUAN_053.basePlot.ltr","D04","GUAN","GUAN_053","2018-03-29","2018-04-27","2018-05-16","NEON.LTR.GUAN053405.20180427.LVS|NEON.LTR.GUAN053652.20180427.LVS","NEON.LTR.GUAN053.20180427.LVS","NEON.LTR.GUAN053.20180427.LVS.CN","A00000007127","NEON.LTR.GUAN053.20180427.LVS.LIG","A00000007102","NEON.LTR.GUAN053.20180427.LVS.AR","A00000007101",NA,NA,"wplaza-muniz@battelleecology.org"
"1a98af08-03f3-4f44-b3e1-3a40829e6c1e","GUAN_043.basePlot.ltr","D04","GUAN","GUAN_043","2018-03-29","2018-04-27","2018-05-14","NEON.LTR.GUAN043562.20180427.LVS|NEON.LTR.GUAN043791.20180427.LVS","NEON.LTR.GUAN043.20180427.LVS","NEON.LTR.GUAN043.20180427.LVS.CN","A00000005877","NEON.LTR.GUAN043.20180427.LVS.LIG","A00000005875","NEON.LTR.GUAN043.20180427.LVS.AR","A00000006999",NA,NA,"wplaza-muniz@battelleecology.org"
"f1e140d5-fbff-499e-af8b-569f315165d9","GUAN_044.basePlot.ltr","D04","GUAN","GUAN_044","2018-03-29","2018-04-27","2018-05-14","NEON.LTR.GUAN044646.20180427.LVS|NEON.LTR.GUAN044385.20180427.LVS","NEON.LTR.GUAN044.20180427.LVS","NEON.LTR.GUAN044.20180427.LVS.CN","A00000006998","NEON.LTR.GUAN044.20180427.LVS.LIG","A00000007000","NEON.LTR.GUAN044.20180427.LVS.AR","A00000007001",NA,NA,"wplaza-muniz@battelleecology.org"
"ee2257e3-e052-4fb9-b8e7-2b33e251fc8b","GUAN_058.basePlot.ltr","D04","GUAN","GUAN_058","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN058054.20180427.LVS|NEON.LTR.GUAN058694.20180427.LVS","NEON.LTR.GUAN058.20180427.LVS","NEON.LTR.GUAN058.20180427.LVS.CN","A00000007049","NEON.LTR.GUAN058.20180427.LVS.LIG","A00000007083","NEON.LTR.GUAN058.20180427.LVS.AR","A00000007126",NA,NA,"wplaza-muniz@battelleecology.org"
"af41a3d9-a479-4127-8048-1ab6777c7a29","GUAN_050.basePlot.ltr","D04","GUAN","GUAN_050","2018-03-29","2018-04-27","2018-05-16","NEON.LTR.GUAN050132.20180427.LVS|NEON.LTR.GUAN050850.20180427.LVS","NEON.LTR.GUAN050.20180427.LVS","NEON.LTR.GUAN050.20180427.LVS.CN","A00000007129","NEON.LTR.GUAN050.20180427.LVS.LIG","A00000007115","NEON.LTR.GUAN050.20180427.LVS.AR","A00000007132",NA,NA,"wplaza-muniz@battelleecology.org"
"762d6d8e-9eef-42ee-9902-9c728f3e702b","GUAN_061.basePlot.ltr","D04","GUAN","GUAN_061","2018-03-29","2018-04-27","2018-05-16","NEON.LTR.GUAN061054.20180427.LVS|NEON.LTR.GUAN061694.20180427.LVS","NEON.LTR.GUAN061.20180427.LVS","NEON.LTR.GUAN061.20180427.LVS.CN","A00000007084","NEON.LTR.GUAN061.20180427.LVS.LIG","A00000007082","NEON.LTR.GUAN061.20180427.LVS.AR","A00000007105",NA,NA,"wplaza-muniz@battelleecology.org"
"83db970b-310e-42c4-9350-7ac42900114f","GUAN_048.basePlot.ltr","D04","GUAN","GUAN_048","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN048803.20180427.LVS|NEON.LTR.GUAN048062.20180427.LVS","NEON.LTR.GUAN048.20180427.LVS","NEON.LTR.GUAN048.20180427.LVS.CN","A00000007113","NEON.LTR.GUAN048.20180427.LVS.LIG","A00000007112","NEON.LTR.GUAN048.20180427.LVS.AR","A00000007114",NA,NA,"wplaza-muniz@battelleecology.org"
"7667c70e-9f79-4127-9345-07cede619aae","GUAN_046.basePlot.ltr","D04","GUAN","GUAN_046","2018-03-29","2018-04-27","2018-05-14","NEON.LTR.GUAN046824.20180427.LVS|NEON.LTR.GUAN046021.20180427.LVS","NEON.LTR.GUAN046.20180427.LVS","NEON.LTR.GUAN046.20180427.LVS.CN","A00000007047","NEON.LTR.GUAN046.20180427.LVS.LIG","A00000007064","NEON.LTR.GUAN046.20180427.LVS.AR","A00000007029",NA,NA,"wplaza-muniz@battelleecology.org"
"1b684f66-e0e6-48c6-ac6e-29d3b2008d6c","GUAN_049.basePlot.ltr","D04","GUAN","GUAN_049","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN049706.20180427.LVS|NEON.LTR.GUAN049280.20180427.LVS","NEON.LTR.GUAN049.20180427.LVS","NEON.LTR.GUAN049.20180427.LVS.CN","A00000007131","NEON.LTR.GUAN049.20180427.LVS.LIG","A00000007098","NEON.LTR.GUAN049.20180427.LVS.AR","A00000007130",NA,NA,"wplaza-muniz@battelleecology.org"
"049f0e2c-5654-41cd-8e17-ceb79fcbeff9","GUAN_054.basePlot.ltr","D04","GUAN","GUAN_054","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN054880.20180427.LVS|NEON.LTR.GUAN054559.20180427.LVS","NEON.LTR.GUAN054.20180427.LVS","NEON.LTR.GUAN054.20180427.LVS.CN","A00000007100","NEON.LTR.GUAN054.20180427.LVS.LIG","A00000007099","NEON.LTR.GUAN054.20180427.LVS.AR","A00000007117",NA,NA,"wplaza-muniz@battelleecology.org"
"6f656314-cded-4bce-96ad-c02809b0b320","GUAN_051.basePlot.ltr","D04","GUAN","GUAN_051","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN051062.20180427.LVS|NEON.LTR.GUAN051803.20180427.LVS","NEON.LTR.GUAN051.20180427.LVS","NEON.LTR.GUAN051.20180427.LVS.CN","A00000007122","NEON.LTR.GUAN051.20180427.LVS.LIG","A00000007121","NEON.LTR.GUAN051.20180427.LVS.AR","A00000007123",NA,NA,"wplaza-muniz@battelleecology.org"
"c41e32b7-0f5d-411f-940f-48ce0d72faed","GUAN_042.basePlot.ltr","D04","GUAN","GUAN_042","2018-03-29","2018-04-27","2018-05-14","NEON.LTR.GUAN042162.20180427.LVS|NEON.LTR.GUAN042700.20180427.LVS","NEON.LTR.GUAN042.20180427.LVS","NEON.LTR.GUAN042.20180427.LVS.CN","A00000007030","NEON.LTR.GUAN042.20180427.LVS.LIG","A00000007013","NEON.LTR.GUAN042.20180427.LVS.AR","A00000007012",NA,NA,"wplaza-muniz@battelleecology.org"
"8543e028-9dbe-4112-b35e-47d20e0df514","GUAN_052.basePlot.ltr","D04","GUAN","GUAN_052","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN052280.20180427.LVS|NEON.LTR.GUAN052706.20180427.LVS","NEON.LTR.GUAN052.20180427.LVS","NEON.LTR.GUAN052.20180427.LVS.CN","A00000007124","NEON.LTR.GUAN052.20180427.LVS.LIG","A00000007111","NEON.LTR.GUAN052.20180427.LVS.AR","A00000007128",NA,NA,"wplaza-muniz@battelleecology.org"
"35440a39-4d09-49c1-8736-1737031b85f0","GUAN_057.basePlot.ltr","D04","GUAN","GUAN_057","2018-03-29","2018-04-27","2018-05-16","NEON.LTR.GUAN057196.20180427.LVS|NEON.LTR.GUAN057673.20180427.LVS","NEON.LTR.GUAN057.20180427.LVS","NEON.LTR.GUAN057.20180427.LVS.CN","A00000007104","NEON.LTR.GUAN057.20180427.LVS.LIG","A00000007085","NEON.LTR.GUAN057.20180427.LVS.AR","A00000007068",NA,NA,"wplaza-muniz@battelleecology.org"
"3c11f203-9b94-4f50-9d26-d87b4fcfb950","GUAN_047.basePlot.ltr","D04","GUAN","GUAN_047","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN047935.20180427.LVS|NEON.LTR.GUAN047132.20180427.LVS","NEON.LTR.GUAN047.20180427.LVS","NEON.LTR.GUAN047.20180427.LVS.CN","A00000007028","NEON.LTR.GUAN047.20180427.LVS.LIG","A00000007046","NEON.LTR.GUAN047.20180427.LVS.AR","A00000007081",NA,NA,"wplaza-muniz@battelleecology.org"
"b2a854f3-e251-4291-ae73-7ea9eef6f167","GUAN_055.basePlot.ltr","D04","GUAN","GUAN_055","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN055363.20180427.LVS|NEON.LTR.GUAN055896.20180427.LVS","NEON.LTR.GUAN055.20180427.LVS","NEON.LTR.GUAN055.20180427.LVS.CN","A00000007103","NEON.LTR.GUAN055.20180427.LVS.LIG","A00000007125","NEON.LTR.GUAN055.20180427.LVS.AR","A00000007119",NA,NA,"wplaza-muniz@battelleecology.org"
"9dac2249-033e-4826-8540-9fe251b1c4f7","GUAN_059.basePlot.ltr","D04","GUAN","GUAN_059","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN059658.20180427.LVS|NEON.LTR.GUAN059381.20180427.LVS","NEON.LTR.GUAN059.20180427.LVS","NEON.LTR.GUAN059.20180427.LVS.CN","A00000007067","NEON.LTR.GUAN059.20180427.LVS.LIG","A00000007031","NEON.LTR.GUAN059.20180427.LVS.AR","A00000007014",NA,NA,"wplaza-muniz@battelleecology.org"
"f6a5c74f-74b5-4a2b-8cdf-6b16b2e705f6","GUAN_060.basePlot.ltr","D04","GUAN","GUAN_060","2018-03-29","2018-04-27","2018-05-15","NEON.LTR.GUAN060151.20180427.LVS|NEON.LTR.GUAN060673.20180427.LVS","NEON.LTR.GUAN060.20180427.LVS","NEON.LTR.GUAN060.20180427.LVS.CN","A00000007066","NEON.LTR.GUAN060.20180427.LVS.LIG","A00000007048","NEON.LTR.GUAN060.20180427.LVS.AR","A00000007065",NA,NA,"wplaza-muniz@battelleecology.org"
"6fbe3c90-cc62-4dfa-8ed0-df4a75f39b13","GUAN_045.basePlot.ltr","D04","GUAN","GUAN_045","2018-03-29","2018-04-27","2018-05-16","NEON.LTR.GUAN045132.20180427.LVS|NEON.LTR.GUAN045932.20180427.LVS","NEON.LTR.GUAN045.20180427.LVS","NEON.LTR.GUAN045.20180427.LVS.CN","A00000005876","NEON.LTR.GUAN045.20180427.LVS.LIG","A00000005908","NEON.LTR.GUAN045.20180427.LVS.AR","A00000007002",NA,NA,"wplaza-muniz@battelleecology.org"
"995f5600-2985-4c3a-a053-af9575c2930a","STEI_046.basePlot.ltr","D05","STEI","STEI_046","2015-10-20","2016-09-19","2017-12-11","NEON.LTR.STEI046390.20160919.LVS|NEON.LTR.STEI046390.20160519.LVS","NEON.LTR.STEI046.20160519.LVS","NEON.LTR.STEI046.20160519.LVS.CN",NA,"NEON.LTR.STEI046.20160519.LVS.LIG",NA,"NEON.LTR.STEI046.20160519.LVS.AR",NA,NA,NA,"radams@battelleecology.org"
"48218cd0-e854-4f16-83bd-e038a211af85","STEI_060.basePlot.ltr","D05","STEI","STEI_060","2017-09-05","2017-10-02","2017-12-11","NEON.LTR.STEI060901.20171002.LVS|NEON.LTR.STEI060061.20171002.LVS","NEON.LTR.STEI060.20171002.LVS","NEON.LTR.STEI060.20171002.LVS.CN",NA,"NEON.LTR.STEI060.20171002.LVS.LIG",NA,"NEON.LTR.STEI060.20171002.LVS.AR",NA,NA,NA,"kmcmahon@neoninc.org"
"71f5a3bc-c6aa-4123-ae56-4c8845d109d9","STEI_058.basePlot.ltr","D05","STEI","STEI_058","2017-09-05","2017-10-02","2017-12-11","NEON.LTR.STEI058862.20171002.NDL|NEON.LTR.STEI058702.20171002.NDL","NEON.LTR.STEI058.20171002.NDL","NEON.LTR.STEI058.20171002.NDL.CN",NA,"",NA,"",NA,NA,NA,"kmcmahon@neoninc.org"
"7f745eba-039a-4299-90be-fd02bd7221be","STEI_047.basePlot.ltr","D05","STEI","STEI_047","2017-09-05","2017-10-02","2017-12-11","NEON.LTR.STEI047185.20171002.NDL|NEON.LTR.STEI047291.20171002.NDL","NEON.LTR.STEI047.20171002.NDL","NEON.LTR.STEI047.20171002.NDL.CN",NA,"NEON.LTR.STEI047.20171002.NDL.LIG",NA,"",NA,NA,NA,"kmcmahon@neoninc.org"
