"uid","domainID","siteID","plotID","namedLocation","plotType","nlcdClass","geodeticDatum","decimalLatitude","decimalLongitude","coordinateUncertainty","elevation","elevationUncertainty","collectDate","referenceCorner","sampleDistance","sampleBearing","pitID","testProtocolVersion","soilSamplingMethod","sampleRelativeLocation","pitDepth","recordedByA","soilProfileDescriberA","soilProfileDescriberInst","nrcsDescriptionID","soilSeries","soilFamily","soilSubgroup","soilGreatGroup","soilSuborder","soilOrder","remarks","dataQF"
"84c7ea2c-a936-4604-87bd-5fba83d1eff0","D02","SERC","SERC_028","SERC_028.basePlot.all","distributed","cultivatedCrops","WGS84",38.871745,-76.522041,20.1,2.5,0.1,"2016-04-18","SW40",0.4,7,"1139237","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"3KGOx8luMCDYWARSjX7JFw==","3KGOx8luMCDYWARSjX7JFw==","Natural Resource Conservation Service","S2016MD003028","Sharptown","Fine-silty, mixed, active, mesic Aquic Hapludults","aquic hapludults","hapludults","udults","ultisols","36.2;7;40x40 SW marker",NA
"e1946054-9afa-418b-8688-e647ef941c33","D02","SERC","SERC_029","SERC_029.basePlot.all","distributed","cultivatedCrops","WGS84",38.871199,-76.52895,20.1,4.9,0.1,"2016-04-18","SW40",1.6,30,"1139251","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"WN2Lu684pdyJgqGEQWei7A==","3KGOx8luMCDYWARSjX7JFw==","Natural Resource Conservation Service","S2016MD003029","Donlonton","Fine-loamy, glauconitic, mesic Aquic Hapludults","aquic hapludults","hapludults","udults","ultisols","16;30;40x40 SW marker",NA
"3ec415e0-bf7b-4705-a0b2-a1415eb75537","D02","SERC","SERC_013","SERC_013.basePlot.all","distributed","deciduousForest","WGS84",38.871792,-76.544437,20.2,2.7,0.2,"2016-04-19","SW20",1.1,170,"1139246","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"3KGOx8luMCDYWARSjX7JFw==","pXilQMREB+ZRpei+dDDosA==","Natural Resource Conservation Service","S2016MD003013","Donlonton","Fine-loamy, glauconitic, mesic Aquic Hapludults","aquic hapludults","hapludults","udults","ultisols","11.2;170;20x20 SE marker",NA
"398f208f-6dcf-43ff-95c8-6bd5e1f8e216","D02","SERC","SERC_027","SERC_027.basePlot.all","distributed","cultivatedCrops","WGS84",38.87364,-76.543648,20.1,2.9,0.1,"2016-04-19","NW40",1,43,"1139250","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"1O7l74InlkcMOEpazm832A==","WN2Lu684pdyJgqGEQWei7A==","Natural Resource Conservation Service","S2016MD003027","Annapolis","Fine-loamy, glauconitic, mesic Typic Hapludults","typic hapludults","hapludults","udults","ultisols","9.5;180;40x40 NW marker",NA
"521a372c-f323-4a22-af29-6def2692e9f0","D02","SERC","SERC_007","SERC_007.basePlot.all","distributed","cultivatedCrops","WGS84",38.873795,-76.539829,20.1,4.3,0.2,"2016-04-19","SW40",0.3,16,"1139245","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"3KGOx8luMCDYWARSjX7JFw==","pXilQMREB+ZRpei+dDDosA==","Natural Resource Conservation Service","S2016MD003007","Donlonton","Fine-loamy, glauconitic, mesic Aquic Hapludults","aquic hapludults","hapludults","udults","ultisols","31.7;16;40x40 SW marker",NA
"c6ac5fae-9b26-44a1-90ff-36dad3f9213e","D02","SERC","SERC_014","SERC_014.basePlot.all","distributed","deciduousForest","WGS84",38.87599,-76.541093,20.2,2.6,0.2,"2016-04-19","NW40",1,180,"1139236","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"WN2Lu684pdyJgqGEQWei7A==","WN2Lu684pdyJgqGEQWei7A==","Natural Resource Conservation Service","S2016MD003014","Donlonton","Fine-loamy, glauconitic, semiactive, mesic Aquic Hapludults","aquic hapludults","hapludults","udults","ultisols","9.5;180;40x40 NW marker",NA
"6a79c982-c058-4c19-9990-33b439a49f37","D03","DSNY","DSNY_005","DSNY_005.basePlot.all","distributed","woodyWetlands","WGS84",28.039641,-81.393323,20.1,19.5,0.1,"2017-02-07","SW20",1.4,180,"837784","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL105005","Pomello","Sandy, siliceous, hyperthermic Oxyaquic Alorthods","oxyaquic alorthods","alorthods","orthods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"de22757f-acfb-4c3b-b5c4-0e242644bdbd","D03","DSNY","DSNY_002","DSNY_002.basePlot.all","distributed","woodyWetlands","WGS84",28.048244,-81.416879,20.1,17.7,0.1,"2017-02-09","SW20",1.3,225,"837785","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL105002","Eaugallie","Sandy, siliceous, hyperthermic Alfic Alaquods","alfic alaquods","alaquods","aquods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"1b88c207-ce4d-4aca-b0f1-02b550632b16","D03","DSNY","DSNY_018","DSNY_018.basePlot.all","distributed","woodyWetlands","WGS84",28.061213,-81.426376,20.1,17.5,0.1,"2017-02-14","SW20",0.2,225,"837786","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL105018","Oldsmar","Sandy, siliceous, hyperthermic Alfic Arenic Alaquods","alfic arenic alaquods","alaquods","aquods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"ddaf6c8d-2b89-4f0d-84bd-46ecbf734c15","D03","DSNY","DSNY_011","DSNY_011.basePlot.all","distributed","woodyWetlands","WGS84",28.070798,-81.383974,20.2,20.2,0.6,"2017-02-16","SW20",0.8,200,"837787","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL105011","Smyrna","Sandy, siliceous, hyperthermic Aeric Alaquods","aeric alaquods","alaquods","aquods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"b0726782-e04b-4bbe-a638-3b431a2833ed","D03","DSNY","DSNY_019","DSNY_019.basePlot.all","distributed","woodyWetlands","WGS84",28.074836,-81.394674,20.1,20.7,0.1,"2017-02-21","SW20",1.3,210,"837788","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL105019","Pomello","Sandy, siliceous, hyperthermic Oxyaquic Alorthods","oxyaquic alorthods","alorthods","orthods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"524a589a-0083-48f0-8901-391c50ff7834","D03","DSNY","DSNY_036","DSNY_036.basePlot.all","distributed","pastureHay","WGS84",28.060517,-81.384553,20.1,19.6,0.1,"2017-02-23","SW20",1.3,225,"837790","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL105036","Pompano","Siliceous, hyperthermic Typic Psammaquents","typic psammaquents","psammaquents","aquents","entisols","Nature Conservancy - Disney Wilderness Preserve",NA
"ba436f8b-12b6-4cd2-8a5c-0da2409be208","D03","DSNY","DSNY_009","DSNY_009.basePlot.all","distributed","pastureHay","WGS84",28.073118,-81.428559,20.1,19,0.1,"2017-02-23","SW20",1.3,225,"837789","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL105009","Smyrna","Sandy, siliceous, hyperthermic Aeric Alaquods","aeric alaquods","alaquods","aquods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"ba39ed6f-0e66-4738-abc5-37370ffebbc5","D03","DSNY","DSNY_006","DSNY_006.basePlot.all","distributed","woodyWetlands","WGS84",28.092969,-81.399332,20.1,20.7,0.1,"2017-02-28","SW20",1.2,225,"837791","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL097006","Satellite","Hyperthermic, uncoated Aquic Quartzipsamments","aquic quartzipsamments","quartzipsamments","psamments","entisols","Nature Conservancy - Disney Wilderness Preserve",NA
"56f45026-1b15-4354-8472-5820a4a12fc1","D03","DSNY","DSNY_027","DSNY_027.basePlot.all","distributed","woodyWetlands","WGS84",28.09214,-81.405133,20.1,20.7,0.1,"2017-02-28","SW20",0.9,225,"1219892","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL097027","Smyrna","Sandy, siliceous, hyperthermic Aeric Alaquods","aeric alaquods","alaquods","aquods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"db0c0e3f-a496-4f78-9143-dd0415fd73fe","D03","DSNY","DSNY_004","DSNY_004.basePlot.all","distributed","woodyWetlands","WGS84",28.099732,-81.399974,20.1,18.8,0.1,"2017-03-02","SW20",1.3,220,"1219893","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL097004","Myakka","Sandy, siliceous, hyperthermic Aeric Alaquods","aeric alaquods","alaquods","aquods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"0d0325c6-81d3-434f-8fa5-299da8830463","D03","DSNY","DSNY_022","DSNY_022.basePlot.all","distributed","woodyWetlands","WGS84",28.083234,-81.39226,20.1,20.4,0.1,"2017-03-02","SW20",0.5,225,"1219894","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL105022","Satellite","Hyperthermic, uncoated Aquic Quartzipsamments","aquic quartzipsamments","quartzipsamments","psamments","entisols","Nature Conservancy - Disney Wilderness Preserve",NA
"02bc0cb4-399b-4b66-b473-6ff8e3daeac2","D03","DSNY","DSNY_001","DSNY_001.basePlot.all","distributed","woodyWetlands","WGS84",28.0967,-81.418579,20.1,20.7,0.1,"2017-03-07","SW20",1.2,220,"1219895","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL097001","Zolfo","Sandy, siliceous, hyperthermic Oxyaquic Alorthods","oxyaquic alorthods","alorthods","orthods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"4e6a9a32-1c35-474b-947a-1526ee773c50","D03","DSNY","DSNY_023","DSNY_023.basePlot.all","distributed","woodyWetlands","WGS84",28.094781,-81.423147,20.1,19.5,0.1,"2017-03-07","SW20",1.3,225,"1219896","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL097023","Basinger","Siliceous, hyperthermic Spodic Psammaquents","spodic psammaquents","psammaquents","aquents","entisols","Nature Conservancy - Disney Wilderness Preserve",NA
"f4e9f8a2-00a6-4e12-8225-65ad0a60f404","D03","DSNY","DSNY_044","DSNY_044.basePlot.all","tower","pastureHay","WGS84",28.126189,-81.433661,20.1,20.3,0.1,"2017-03-09","SW20",1.3,225,"1219897","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL097044","Smyrna","Sandy, siliceous, hyperthermic Aeric Alaquods","aeric alaquods","alaquods","aquods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"4aa0ba76-af8e-4c47-a74f-b787821e9a07","D03","DSNY","DSNY_015","DSNY_015.basePlot.all","distributed","woodyWetlands","WGS84",28.111847,-81.42168,20.1,20.8,0.1,"2017-03-09","SW20",1.3,200,"1219898","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL097015","Cassia","Sandy, siliceous, hyperthermic Oxyaquic Alorthods","oxyaquic alorthods","alorthods","orthods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"d819cab6-2848-44c1-b66b-7e604c23fe68","D03","DSNY","DSNY_010","DSNY_010.basePlot.all","distributed","woodyWetlands","WGS84",28.11859,-81.435161,20.1,20,0.1,"2017-03-14","SW20",1,210,"1219899","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",203,"u44dG2sQGUpcODWxh5iRRWYNUjD+YVD1QcFpeUHbjgBOUUyeKgUzDtXnew3o6222","8+WTlQtaISATmmEUJ16Xe9O7+4MQfwbbrXxsS874YLKrg0+yEDzAOJss6wCGlMTu","Natural Resource Conservation Service","S2017FL097010","Smyrna","Sandy, siliceous, hyperthermic Aeric Alaquods","aeric alaquods","alaquods","aquods","spodosols","Nature Conservancy - Disney Wilderness Preserve",NA
"ba628687-a311-4ac4-ab77-3f54dbf9a708","D03","JERC","JERC_049","JERC_049.basePlot.all","tower","evergreenForest","WGS84",31.196492,-84.464109,20.2,46.5,0.3,"2015-10-13","SW20",0.2,45,"1103923","Field Book for Describing and Sampling Soils ver3","soil core","Center of Pit",100,"cdbMeU827hYfnIzvj5aqajhTtxVRmwMNEAuB8RYRhisuwSmDYCx5GPKZTjUCS0Wt","cdbMeU827hYSPo+iCvuEWlAp7JtPqa/YrargpErhujDfOIBiNmTA3fWe0Qmx6w2T","Natural Resource Conservation Service","S2015GA007011","Troup","Loamy, kaolinitic, thermic Grossarenic Kandiudults","grossarenic kandiudults","kandiudults","udults","ultisols","Jones Neon site 049. Troup Soils sampled to 1 meter.",NA
"33a5e0e7-2a8a-4e1d-8d98-6de70321c3f8","D03","JERC","JERC_022","JERC_022.basePlot.all","distributed","evergreenForest","WGS84",31.210377,-84.468464,20.1,46.7,0.2,"2015-10-13","SW20",0.2,45,"830266","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"yZyUydfn9wyHBBDF2Eije8f8SsYqQndqPoYX2yRxyrmCw5tJYOhqVXDUyLcOwzrN","3nzhdaaBsMTGxpuIJ5SyUYNxkchZkpSsTyvYmZ4G6otxYZ36gGNljvZ1TJ5ji8hc","Natural Resource Conservation Service","S2015GA007004","Benevolence","Coarse-loamy, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Ecological Research Center",NA
"1fe04546-e886-4120-8bbf-a474797f54ef","D03","JERC","JERC_010","JERC_010.basePlot.all","distributed","deciduousForest","WGS84",31.208222,-84.469495,20.3,42.9,0.4,"2015-10-13","SW20",0.3,45,"1114059","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"yZyUydfn9wyHBBDF2Eije8f8SsYqQndqPoYX2yRxyrmCw5tJYOhqVXDUyLcOwzrN","NyDMMwsoyjyTUDerugtTFZtilU26svlLXl8urLSBCvRVb5fmlNMf1brXWbxcUsZui3bNbZAewcU=","Natural Resource Conservation Service","S2015GA007003","Troup","Loamy, kaolinitic, thermic Grossarenic Kandiudults","grossarenic kandiudults","kandiudults","udults","ultisols","Jones Ecological Research Center. Baker County, Georgia",NA
"8d24d0c6-15bc-45bc-83bc-105b22ec4b4a","D03","JERC","JERC_047","JERC_047.basePlot.all","tower","evergreenForest","WGS84",31.198437,-84.467181,20.1,35.3,0.2,"2015-10-13","SW20",0.2,45,"1103919","Field Book for Describing and Sampling Soils ver3","soil core","Center of Pit",100,"cdbMeU827hYfnIzvj5aqajhTtxVRmwMNEAuB8RYRhisuwSmDYCx5GPKZTjUCS0Wt","cdbMeU827hYSPo+iCvuEWlAp7JtPqa/YrargpErhujDfOIBiNmTA3fWe0Qmx6w2T","Natural Resource Conservation Service","S2015GA007009","Bigbee","Thermic, coated Typic Quartzipsamments","typic quartzipsamments","quartzipsamments","psamments","entisols","Jones NEON site 047. Bigbee soil in a Troup MU. Depressional area at edge of small knoll. Tower Site.",NA
"99648ec8-cfb2-4617-9980-7933bfc5289a","D03","JERC","JERC_031","JERC_031.basePlot.all","distributed","mixedForest","WGS84",31.202452,-84.464588,20.1,44,0.2,"2015-10-13","SW20",0.2,45,"1103926","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",110,"cdbMeU827hYfnIzvj5aqajhTtxVRmwMNEAuB8RYRhisuwSmDYCx5GPKZTjUCS0Wt","cdbMeU827hYSPo+iCvuEWlAp7JtPqa/YrargpErhujDfOIBiNmTA3fWe0Qmx6w2T","Natural Resource Conservation Service","S2015GA007008","Troup","Loamy, kaolinitic, thermic Grossarenic Kandiudults","grossarenic kandiudults","kandiudults","udults","ultisols","Jones Neon site 031. Troup soil in a wagram map unit. Near boundary of troup and wagram map units. Soil sampled only to 1 meter for this project.",NA
"d23457ee-0714-4cc3-bf4c-bd0482f7e9e8","D03","JERC","JERC_006","JERC_006.basePlot.all","distributed","mixedForest","WGS84",31.187672,-84.455851,20.1,41.9,0.3,"2015-10-13","SW20",0.2,45,"1176395","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"zl7qMl1pWEALBh7+sg3ylHcPxPkvgQDHBe1NGmQqSzg=","filXsSA0KUIfo7BGnRuYDi6VECcpwc1ZDlY4wcP+Dby/UaDNVcPF6A==","Natural Resource Conservation Service","S2015GA007015","Troup","Loamy, kaolinitic, thermic Grossarenic Kandiudults","grossarenic kandiudults","kandiudults","udults","ultisols","Jones Neon site 006.",NA
"49c5911b-f079-4a77-baf1-1a50382a3766","D03","JERC","JERC_002","JERC_002.basePlot.all","distributed","evergreenForest","WGS84",31.194506,-84.460063,20.3,48.3,0.3,"2015-10-14","SW20",0.2,45,"1103922","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"cdbMeU827hYfnIzvj5aqajhTtxVRmwMNEAuB8RYRhisuwSmDYCx5GPKZTjUCS0Wt","cdbMeU827hYSPo+iCvuEWlAp7JtPqa/YrargpErhujDfOIBiNmTA3fWe0Qmx6w2T","Natural Resource Conservation Service","S2015GA007012","Orangeburg","Fine-loamy, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Neon site 002. Soil is Orangeburg.",NA
"14f57894-0cee-47ab-bc16-b9737af974c8","D03","JERC","JERC_030","JERC_030.basePlot.all","distributed","mixedForest","WGS84",31.185096,-84.476067,20.1,36.3,0.2,"2015-10-14","SW20",0.2,45,"1162997","Field Book for Describing and Sampling Soils ver3","soil core","Center of Pit",100,"Nxxw9L0ue3fAJEzaITL8+EVIN4ZlKXNBPGrvi5q2hP8=","Nxxw9L0ue3coJuF8TcMwWFpWU7oIl5Fl4H331upjzLg=","Natural Resource Conservation Service","S2015GA007027","Norfolk","Fine-loamy, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Ecological Research Center",NA
"897c6222-3c95-4309-98cf-eeb9839519a5","D03","JERC","JERC_008","JERC_008.basePlot.all","distributed","mixedForest","WGS84",31.195153,-84.450927,20.2,46.1,0.3,"2015-10-14","SW20",0.2,45,"1176394","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"zl7qMl1pWEALBh7+sg3ylHcPxPkvgQDHBe1NGmQqSzg=","filXsSA0KUIfo7BGnRuYDi6VECcpwc1ZDlY4wcP+Dby/UaDNVcPF6A==","Natural Resource Conservation Service","S2015GA007016","Benevolence","Coarse-loamy, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Neon site 008.",NA
"d34b5570-91ed-411e-9236-b0ba89267bef","D03","JERC","JERC_005","JERC_005.basePlot.all","distributed","evergreenForest","WGS84",31.195967,-84.451227,20.2,45.6,0.4,"2015-10-14","SW20",0.2,45,"1176393","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"zl7qMl1pWEALBh7+sg3ylHcPxPkvgQDHBe1NGmQqSzg=","filXsSA0KUIfo7BGnRuYDi6VECcpwc1ZDlY4wcP+Dby/UaDNVcPF6A==","Natural Resource Conservation Service","S2015GA007014","Bonneau","Loamy, siliceous, subactive, thermic Arenic Paleudults","arenic paleudults","paleudults","udults","ultisols","Jones Neon site 048. Bonneau soils sampled to 1M.",NA
"930b374c-1225-4131-809c-79388949a4c0","D03","JERC","JERC_021","JERC_021.basePlot.all","distributed","evergreenForest","WGS84",31.175756,-84.469063,20.1,37.2,0.2,"2015-10-14","SW20",0.2,45,"1162995","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"Nxxw9L0ue3coJuF8TcMwWIOwmLKT4tFdxtPCo0w8zwg=","Nxxw9L0ue3coJuF8TcMwWFpWU7oIl5Fl4H331upjzLg=","Natural Resource Conservation Service","S2015GA007024","Faceville","Fine, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Ecological Research Center",NA
"4f1c0035-64ff-411f-9d32-e627d54041cd","D03","JERC","JERC_035","JERC_035.basePlot.all","distributed","deciduousForest","WGS84",31.183309,-84.454718,20.1,36.8,0.1,"2015-10-14","SW20",0.2,45,"832856","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"3nzhdaaBsMTGxpuIJ5SyUYNxkchZkpSsTyvYmZ4G6otxYZ36gGNljvZ1TJ5ji8hc","pF86nS/Pu7yPej0c0vwQEjAJZ7jc3Py4MBi6vJd0alAIqHWbRhoIRA==","Natural Resource Conservation Service","S2015GA007006","Wagram","Loamy, kaolinitic, thermic Arenic Kandiudults","arenic kandiudults","kandiudults","udults","ultisols","Jones Ecological Research Center",NA
"1b878921-b0b4-4c1e-ad45-f6001271909e","D03","JERC","JERC_033","JERC_033.basePlot.all","distributed","mixedForest","WGS84",31.192001,-84.456043,20.1,46.6,0.2,"2015-10-14","SW20",0.2,45,"1103921","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"Nxxw9L0ue3coJuF8TcMwWFpWU7oIl5Fl4H331upjzLg=","cdbMeU827hYSPo+iCvuEWlAp7JtPqa/YrargpErhujDfOIBiNmTA3fWe0Qmx6w2T","Natural Resource Conservation Service","S2015GA007021","Orangeburg","Fine-loamy, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Neon Site 033. Orangeburg soil sampled to 1 meter.",NA
"764b835c-353f-4278-a8e5-35ca7f36ef13","D03","JERC","JERC_034","JERC_034.basePlot.all","distributed","deciduousForest","WGS84",31.197571,-84.491486,20.1,44,0.2,"2015-10-14","SW20",0.2,45,"830265","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"yZyUydfn9wyHBBDF2Eije8f8SsYqQndqPoYX2yRxyrmCw5tJYOhqVXDUyLcOwzrN","3nzhdaaBsMTGxpuIJ5SyUYNxkchZkpSsTyvYmZ4G6otxYZ36gGNljvZ1TJ5ji8hc","Natural Resource Conservation Service","S2015GA007005","Norfolk","Fine-loamy, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Ecological Research Center",NA
"d32cbb0c-0231-4614-b60a-fdbfa5a0d651","D03","JERC","JERC_048","JERC_048.basePlot.all","tower","evergreenForest","WGS84",31.196457,-84.461913,20.2,46.8,0.3,"2015-10-14","SW20",0.2,45,"1103924","Field Book for Describing and Sampling Soils ver3","soil core","Center of Pit",100,"cdbMeU827hYfnIzvj5aqajhTtxVRmwMNEAuB8RYRhisuwSmDYCx5GPKZTjUCS0Wt","cdbMeU827hYSPo+iCvuEWlAp7JtPqa/YrargpErhujDfOIBiNmTA3fWe0Qmx6w2T","Natural Resource Conservation Service","S2015GA007010","Orangeburg","Fine-loamy, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Neon site 048. Orangeburg soils sampled to 1 M.",NA
"dd3202f6-4dcd-4377-bf25-d8879152a12c","D03","JERC","JERC_009","JERC_009.basePlot.all","distributed","evergreenForest","WGS84",31.194989,-84.456904,20.2,48.6,0.3,"2015-10-14","SW20",0.2,45,"1103925","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"zl7qMl1pWEALBh7+sg3ylHcPxPkvgQDHBe1NGmQqSzg=","cdbMeU827hYSPo+iCvuEWlAp7JtPqa/YrargpErhujDfOIBiNmTA3fWe0Qmx6w2T","Natural Resource Conservation Service","S2015GA007017","Orangeburg","Fine-loamy, kaolinitic, thermic Typic Kandiudults","typic kandiudults","kandiudults","udults","ultisols","Jones Neon site 009. Orangeburg soil sampled to 1 meter for the project.",NA
